k,d,n,acc
18,3584,4096,1.0
18,3648,4096,1.0
18,3712,4096,1.0
18,3776,4096,1.0
18,3840,4096,1.0
18,3904,4096,1.0
18,3968,4096,1.0
18,4032,4096,1.0
18,4096,4096,1.0
19,64,4096,0.0
19,128,4096,0.0
19,192,4096,0.0
19,256,4096,0.0
19,320,4096,0.0078125
19,384,4096,0.0458984375
19,448,4096,0.1845703125
19,512,4096,0.4169921875
19,576,4096,0.61328125
19,640,4096,0.7919921875
19,704,4096,0.8935546875
19,768,4096,0.93359375
19,832,4096,0.9658203125
19,896,4096,0.986328125
19,960,4096,0.994140625
19,1024,4096,0.9990234375
19,1088,4096,1.0
19,1152,4096,1.0
19,1216,4096,1.0
19,1280,4096,1.0
19,1344,4096,1.0
19,1408,4096,1.0
19,1472,4096,1.0
19,1536,4096,1.0
19,1600,4096,1.0
19,1664,4096,1.0
19,1728,4096,1.0
19,1792,4096,1.0
19,1856,4096,1.0
19,1920,4096,1.0
19,1984,4096,1.0
19,2048,4096,1.0
19,2112,4096,1.0
19,2176,4096,1.0
19,2240,4096,1.0
19,2304,4096,1.0
19,2368,4096,1.0
19,2432,4096,1.0
19,2496,4096,1.0
19,2560,4096,1.0
19,2624,4096,1.0
19,2688,4096,1.0
19,2752,4096,1.0
19,2816,4096,1.0
19,2880,4096,1.0
19,2944,4096,1.0
19,3008,4096,1.0
19,3072,4096,1.0
19,3136,4096,1.0
19,3200,4096,1.0
19,3264,4096,1.0
19,3328,4096,1.0
19,3392,4096,1.0
19,3456,4096,1.0
19,3520,4096,1.0
19,3584,4096,1.0
19,3648,4096,1.0
19,3712,4096,1.0
19,3776,4096,1.0
19,3840,4096,1.0
19,3904,4096,1.0
19,3968,4096,1.0
19,4032,4096,1.0
19,4096,4096,1.0
20,64,4096,0.0
20,128,4096,0.0
20,192,4096,0.0
20,256,4096,0.0
20,320,4096,0.0009765625
20,384,4096,0.0224609375
20,448,4096,0.1123046875
20,512,4096,0.2841796875
20,576,4096,0.5078125
20,640,4096,0.6728515625
20,704,4096,0.8193359375
20,768,4096,0.900390625
20,832,4096,0.9560546875
20,896,4096,0.9765625
20,960,4096,0.9921875
20,1024,4096,0.99609375
20,1088,4096,0.99609375
20,1152,4096,1.0
20,1216,4096,0.9990234375
20,1280,4096,1.0
20,1344,4096,1.0
20,1408,4096,1.0
20,1472,4096,1.0
20,1536,4096,1.0
20,1600,4096,1.0
20,1664,4096,1.0
20,1728,4096,1.0
20,1792,4096,1.0
20,1856,4096,1.0
20,1920,4096,1.0
20,1984,4096,1.0
20,2048,4096,1.0
20,2112,4096,1.0
20,2176,4096,1.0
20,2240,4096,1.0
20,2304,4096,1.0
20,2368,4096,1.0
20,2432,4096,1.0
20,2496,4096,1.0
20,2560,4096,1.0
20,2624,4096,1.0
20,2688,4096,1.0
20,2752,4096,1.0
20,2816,4096,1.0
20,2880,4096,1.0
20,2944,4096,1.0
20,3008,4096,1.0
20,3072,4096,1.0
20,3136,4096,1.0
20,3200,4096,1.0
20,3264,4096,1.0
20,3328,4096,1.0
20,3392,4096,1.0
20,3456,4096,1.0
20,3520,4096,1.0
20,3584,4096,1.0
20,3648,4096,1.0
20,3712,4096,1.0
20,3776,4096,1.0
20,3840,4096,1.0
20,3904,4096,1.0
20,3968,4096,1.0
20,4032,4096,1.0
20,4096,4096,1.0
21,64,4096,0.0
21,128,4096,0.0
21,192,4096,0.0
21,256,4096,0.0
21,320,4096,0.0009765625
21,384,4096,0.005859375
21,448,4096,0.0693359375
21,512,4096,0.18359375
21,576,4096,0.375
21,640,4096,0.58984375
21,704,4096,0.7529296875
21,768,4096,0.861328125
21,832,4096,0.9169921875
21,896,4096,0.962890625
21,960,4096,0.966796875
21,1024,4096,0.9912109375
21,1088,4096,0.998046875
21,1152,4096,0.998046875
21,1216,4096,0.998046875
21,1280,4096,0.9990234375
21,1344,4096,1.0
21,1408,4096,1.0
21,1472,4096,1.0
21,1536,4096,1.0
21,1600,4096,1.0
21,1664,4096,1.0
21,1728,4096,1.0
21,1792,4096,1.0
21,1856,4096,1.0
21,1920,4096,1.0
21,1984,4096,1.0
21,2048,4096,1.0
21,2112,4096,1.0
21,2176,4096,1.0
21,2240,4096,1.0
21,2304,4096,1.0
21,2368,4096,1.0
21,2432,4096,1.0
21,2496,4096,1.0
21,2560,4096,1.0
21,2624,4096,1.0
21,2688,4096,1.0
21,2752,4096,1.0
21,2816,4096,1.0
21,2880,4096,1.0
21,2944,4096,1.0
21,3008,4096,1.0
21,3072,4096,1.0
21,3136,4096,1.0
21,3200,4096,1.0
21,3264,4096,1.0
21,3328,4096,1.0
21,3392,4096,1.0
21,3456,4096,1.0
21,3520,4096,1.0
21,3584,4096,1.0
21,3648,4096,1.0
21,3712,4096,1.0
21,3776,4096,1.0
21,3840,4096,1.0
21,3904,4096,1.0
21,3968,4096,1.0
21,4032,4096,1.0
21,4096,4096,1.0
22,64,4096,0.0
22,128,4096,0.0
22,192,4096,0.0
22,256,4096,0.0
22,320,4096,0.0
22,384,4096,0.001953125
22,448,4096,0.0380859375
22,512,4096,0.1298828125
22,576,4096,0.3232421875
22,640,4096,0.478515625
22,704,4096,0.6875
22,768,4096,0.79296875
22,832,4096,0.88671875
22,896,4096,0.935546875
22,960,4096,0.9609375
22,1024,4096,0.982421875
22,1088,4096,0.9951171875
22,1152,4096,0.9951171875
22,1216,4096,0.998046875
22,1280,4096,1.0
22,1344,4096,1.0
22,1408,4096,1.0
22,1472,4096,0.9990234375
22,1536,4096,1.0
22,1600,4096,1.0
22,1664,4096,1.0
22,1728,4096,1.0
22,1792,4096,1.0
22,1856,4096,1.0
22,1920,4096,1.0
22,1984,4096,1.0
22,2048,4096,1.0
22,2112,4096,1.0
22,2176,4096,1.0
22,2240,4096,1.0
22,2304,4096,1.0
22,2368,4096,1.0
22,2432,4096,1.0
22,2496,4096,1.0
22,2560,4096,1.0
22,2624,4096,1.0
22,2688,4096,1.0
22,2752,4096,1.0
22,2816,4096,1.0
22,2880,4096,1.0
22,2944,4096,1.0
22,3008,4096,1.0
22,3072,4096,1.0
22,3136,4096,1.0
22,3200,4096,1.0
22,3264,4096,1.0
22,3328,4096,1.0
22,3392,4096,1.0
22,3456,4096,1.0
22,3520,4096,1.0
22,3584,4096,1.0
22,3648,4096,1.0
22,3712,4096,1.0
22,3776,4096,1.0
22,3840,4096,1.0
22,3904,4096,1.0
22,3968,4096,1.0
22,4032,4096,1.0
22,4096,4096,1.0
23,64,4096,0.0
23,128,4096,0.0
23,192,4096,0.0
23,256,4096,0.0
23,320,4096,0.0
23,384,4096,0.0009765625
23,448,4096,0.013671875
23,512,4096,0.091796875
23,576,4096,0.232421875
23,640,4096,0.376953125
23,704,4096,0.5625
23,768,4096,0.71484375
23,832,4096,0.84765625
23,896,4096,0.9248046875
23,960,4096,0.95703125
23,1024,4096,0.9765625
23,1088,4096,0.9892578125
23,1152,4096,0.9931640625
23,1216,4096,0.9970703125
23,1280,4096,0.9970703125
23,1344,4096,0.9970703125
23,1408,4096,0.9990234375
23,1472,4096,1.0
23,1536,4096,1.0
23,1600,4096,1.0
23,1664,4096,1.0
23,1728,4096,1.0
23,1792,4096,1.0
23,1856,4096,1.0
23,1920,4096,1.0
23,1984,4096,1.0
23,2048,4096,1.0
23,2112,4096,1.0
23,2176,4096,1.0
23,2240,4096,1.0
23,2304,4096,1.0
23,2368,4096,1.0
23,2432,4096,1.0
23,2496,4096,1.0
23,2560,4096,1.0
23,2624,4096,1.0
23,2688,4096,1.0
23,2752,4096,1.0
23,2816,4096,1.0
23,2880,4096,1.0
23,2944,4096,1.0
23,3008,4096,1.0
23,3072,4096,1.0
23,3136,4096,1.0
23,3200,4096,1.0
23,3264,4096,1.0
23,3328,4096,1.0
23,3392,4096,1.0
23,3456,4096,1.0
23,3520,4096,1.0
23,3584,4096,1.0
23,3648,4096,1.0
23,3712,4096,1.0
23,3776,4096,1.0
23,3840,4096,1.0
23,3904,4096,1.0
23,3968,4096,1.0
23,4032,4096,1.0
23,4096,4096,1.0
24,64,4096,0.0
24,128,4096,0.0
24,192,4096,0.0
24,256,4096,0.0
24,320,4096,0.0
24,384,4096,0.0009765625
24,448,4096,0.0107421875
24,512,4096,0.05859375
24,576,4096,0.130859375
24,640,4096,0.3056640625
24,704,4096,0.4892578125
24,768,4096,0.63671875
24,832,4096,0.748046875
24,896,4096,0.8486328125
24,960,4096,0.9130859375
24,1024,4096,0.947265625
24,1088,4096,0.978515625
24,1152,4096,0.994140625
24,1216,4096,0.9892578125
24,1280,4096,0.994140625
24,1344,4096,0.9990234375
24,1408,4096,0.99609375
24,1472,4096,1.0
24,1536,4096,1.0
24,1600,4096,1.0
24,1664,4096,1.0
24,1728,4096,1.0
24,1792,4096,1.0
24,1856,4096,1.0
24,1920,4096,1.0
24,1984,4096,1.0
24,2048,4096,1.0
24,2112,4096,1.0
24,2176,4096,1.0
24,2240,4096,1.0
24,2304,4096,1.0
24,2368,4096,1.0
24,2432,4096,1.0
24,2496,4096,1.0
24,2560,4096,1.0
24,2624,4096,1.0
24,2688,4096,1.0
24,2752,4096,1.0
24,2816,4096,1.0
24,2880,4096,1.0
24,2944,4096,1.0
24,3008,4096,1.0
24,3072,4096,1.0
24,3136,4096,1.0
24,3200,4096,1.0
24,3264,4096,1.0
24,3328,4096,1.0
24,3392,4096,1.0
24,3456,4096,1.0
24,3520,4096,1.0
24,3584,4096,1.0
24,3648,4096,1.0
24,3712,4096,1.0
24,3776,4096,1.0
24,3840,4096,1.0
24,3904,4096,1.0
24,3968,4096,1.0
24,4032,4096,1.0
24,4096,4096,1.0
25,64,4096,0.0
25,128,4096,0.0
25,192,4096,0.0
25,256,4096,0.0
25,320,4096,0.0
25,384,4096,0.0
25,448,4096,0.001953125
25,512,4096,0.0205078125
25,576,4096,0.09765625
25,640,4096,0.220703125
25,704,4096,0.3564453125
25,768,4096,0.5234375
25,832,4096,0.6943359375
25,896,4096,0.8056640625
25,960,4096,0.880859375
25,1024,4096,0.9384765625
25,1088,4096,0.9638671875
25,1152,4096,0.9775390625
25,1216,4096,0.9833984375
25,1280,4096,0.99609375
25,1344,4096,0.9970703125
25,1408,4096,1.0
25,1472,4096,1.0
25,1536,4096,1.0
25,1600,4096,1.0
25,1664,4096,0.9990234375
25,1728,4096,1.0
25,1792,4096,1.0
25,1856,4096,1.0
25,1920,4096,1.0
25,1984,4096,1.0
25,2048,4096,1.0
25,2112,4096,1.0
25,2176,4096,1.0
25,2240,4096,1.0
25,2304,4096,1.0
25,2368,4096,1.0
25,2432,4096,1.0
25,2496,4096,1.0
25,2560,4096,1.0
25,2624,4096,1.0
25,2688,4096,1.0
25,2752,4096,1.0
25,2816,4096,1.0
25,2880,4096,1.0
25,2944,4096,1.0
25,3008,4096,1.0
25,3072,4096,1.0
25,3136,4096,1.0
25,3200,4096,1.0
25,3264,4096,1.0
25,3328,4096,1.0
25,3392,4096,1.0
25,3456,4096,1.0
25,3520,4096,1.0
25,3584,4096,1.0
25,3648,4096,1.0
25,3712,4096,1.0
25,3776,4096,1.0
25,3840,4096,1.0
25,3904,4096,1.0
25,3968,4096,1.0
25,4032,4096,1.0
25,4096,4096,1.0
26,64,4096,0.0
26,128,4096,0.0
26,192,4096,0.0
26,256,4096,0.0
26,320,4096,0.0
26,384,4096,0.0
26,448,4096,0.001953125
26,512,4096,0.0126953125
26,576,4096,0.0576171875
26,640,4096,0.15234375
26,704,4096,0.2666015625
26,768,4096,0.455078125
26,832,4096,0.5791015625
26,896,4096,0.734375
26,960,4096,0.818359375
26,1024,4096,0.8935546875
26,1088,4096,0.9345703125
26,1152,4096,0.9599609375
26,1216,4096,0.978515625
26,1280,4096,0.984375
26,1344,4096,0.9921875
26,1408,4096,0.9970703125
26,1472,4096,1.0
26,1536,4096,1.0
26,1600,4096,1.0
26,1664,4096,1.0
26,1728,4096,1.0
26,1792,4096,1.0
26,1856,4096,1.0
26,1920,4096,1.0
26,1984,4096,1.0
26,2048,4096,1.0
26,2112,4096,1.0
26,2176,4096,1.0
26,2240,4096,1.0
26,2304,4096,1.0
26,2368,4096,1.0
26,2432,4096,1.0
26,2496,4096,1.0
26,2560,4096,1.0
26,2624,4096,1.0
26,2688,4096,1.0
26,2752,4096,1.0
26,2816,4096,1.0
26,2880,4096,1.0
26,2944,4096,1.0
26,3008,4096,1.0
26,3072,4096,1.0
26,3136,4096,1.0
26,3200,4096,1.0
26,3264,4096,1.0
26,3328,4096,1.0
26,3392,4096,1.0
26,3456,4096,1.0
26,3520,4096,1.0
26,3584,4096,1.0
26,3648,4096,1.0
26,3712,4096,1.0
26,3776,4096,1.0
26,3840,4096,1.0
26,3904,4096,1.0
26,3968,4096,1.0
26,4032,4096,1.0
26,4096,4096,1.0
27,64,4096,0.0
27,128,4096,0.0
27,192,4096,0.0
27,256,4096,0.0
27,320,4096,0.0
27,384,4096,0.0
27,448,4096,0.001953125
27,512,4096,0.0087890625
27,576,4096,0.0419921875
27,640,4096,0.095703125
27,704,4096,0.234375
27,768,4096,0.375
27,832,4096,0.5322265625
27,896,4096,0.662109375
27,960,4096,0.7763671875
27,1024,4096,0.853515625
27,1088,4096,0.900390625
27,1152,4096,0.9404296875
27,1216,4096,0.9736328125
27,1280,4096,0.9814453125
27,1344,4096,0.982421875
27,1408,4096,0.9951171875
27,1472,4096,0.99609375
27,1536,4096,0.9990234375
27,1600,4096,0.9990234375
27,1664,4096,0.9990234375
27,1728,4096,1.0
27,1792,4096,1.0
27,1856,4096,0.9990234375
27,1920,4096,1.0
27,1984,4096,1.0
27,2048,4096,1.0
27,2112,4096,1.0
27,2176,4096,1.0
27,2240,4096,1.0
27,2304,4096,1.0
27,2368,4096,1.0
27,2432,4096,1.0
27,2496,4096,1.0
27,2560,4096,1.0
27,2624,4096,1.0
27,2688,4096,1.0
27,2752,4096,1.0
27,2816,4096,1.0
27,2880,4096,1.0
27,2944,4096,1.0
27,3008,4096,1.0
27,3072,4096,1.0
27,3136,4096,1.0
27,3200,4096,1.0
27,3264,4096,1.0
27,3328,4096,1.0
27,3392,4096,1.0
27,3456,4096,1.0
27,3520,4096,1.0
27,3584,4096,1.0
27,3648,4096,1.0
27,3712,4096,1.0
27,3776,4096,1.0
27,3840,4096,1.0
27,3904,4096,1.0
27,3968,4096,1.0
27,4032,4096,1.0
27,4096,4096,1.0
28,64,4096,0.0
28,128,4096,0.0
28,192,4096,0.0
28,256,4096,0.0
28,320,4096,0.0
28,384,4096,0.0
28,448,4096,0.0
28,512,4096,0.0029296875
28,576,4096,0.0224609375
28,640,4096,0.06640625
28,704,4096,0.181640625
28,768,4096,0.3017578125
28,832,4096,0.435546875
28,896,4096,0.583984375
28,960,4096,0.7255859375
28,1024,4096,0.7998046875
28,1088,4096,0.859375
28,1152,4096,0.916015625
28,1216,4096,0.9560546875
28,1280,4096,0.96875
28,1344,4096,0.9775390625
28,1408,4096,0.9892578125
28,1472,4096,0.9921875
28,1536,4096,0.9970703125
28,1600,4096,1.0
28,1664,4096,0.9990234375
28,1728,4096,0.9990234375
28,1792,4096,1.0
28,1856,4096,1.0
28,1920,4096,1.0
28,1984,4096,1.0
28,2048,4096,1.0
28,2112,4096,1.0
28,2176,4096,1.0
28,2240,4096,1.0
28,2304,4096,1.0
28,2368,4096,1.0
28,2432,4096,1.0
28,2496,4096,1.0
28,2560,4096,1.0
28,2624,4096,1.0
28,2688,4096,1.0
28,2752,4096,1.0
28,2816,4096,1.0
28,2880,4096,1.0
28,2944,4096,1.0
28,3008,4096,1.0
28,3072,4096,1.0
28,3136,4096,1.0
28,3200,4096,1.0
28,3264,4096,1.0
28,3328,4096,1.0
28,3392,4096,1.0
28,3456,4096,1.0
28,3520,4096,1.0
28,3584,4096,1.0
28,3648,4096,1.0
28,3712,4096,1.0
28,3776,4096,1.0
28,3840,4096,1.0
28,3904,4096,1.0
28,3968,4096,1.0
28,4032,4096,1.0
28,4096,4096,1.0
29,64,4096,0.0
29,128,4096,0.0
29,192,4096,0.0
29,256,4096,0.0
29,320,4096,0.0
29,384,4096,0.0
29,448,4096,0.0
29,512,4096,0.0
29,576,4096,0.0078125
29,640,4096,0.0390625
29,704,4096,0.1103515625
29,768,4096,0.22265625
29,832,4096,0.36328125
29,896,4096,0.501953125
29,960,4096,0.6513671875
29,1024,4096,0.7470703125
29,1088,4096,0.841796875
29,1152,4096,0.9033203125
29,1216,4096,0.9248046875
29,1280,4096,0.95703125
29,1344,4096,0.974609375
29,1408,4096,0.9853515625
29,1472,4096,0.98828125
29,1536,4096,0.99609375
29,1600,4096,0.99609375
29,1664,4096,0.998046875
29,1728,4096,0.9970703125
29,1792,4096,0.9990234375
29,1856,4096,1.0
29,1920,4096,1.0
29,1984,4096,1.0
29,2048,4096,1.0
29,2112,4096,1.0
29,2176,4096,1.0
29,2240,4096,1.0
29,2304,4096,1.0
29,2368,4096,1.0
29,2432,4096,1.0
29,2496,4096,1.0
29,2560,4096,1.0
29,2624,4096,1.0
29,2688,4096,1.0
29,2752,4096,1.0
29,2816,4096,1.0
29,2880,4096,1.0
29,2944,4096,1.0
29,3008,4096,1.0
29,3072,4096,1.0
29,3136,4096,1.0
29,3200,4096,1.0
29,3264,4096,1.0
29,3328,4096,1.0
29,3392,4096,1.0
29,3456,4096,1.0
29,3520,4096,1.0
29,3584,4096,1.0
29,3648,4096,1.0
29,3712,4096,1.0
29,3776,4096,1.0
29,3840,4096,1.0
29,3904,4096,1.0
29,3968,4096,1.0
29,4032,4096,1.0
29,4096,4096,1.0
30,64,4096,0.0
30,128,4096,0.0
30,192,4096,0.0
30,256,4096,0.0
30,320,4096,0.0
30,384,4096,0.0
30,448,4096,0.0
30,512,4096,0.0009765625
30,576,4096,0.00390625
30,640,4096,0.0166015625
30,704,4096,0.0576171875
30,768,4096,0.1484375
30,832,4096,0.2822265625
30,896,4096,0.4375
30,960,4096,0.5478515625
30,1024,4096,0.67578125
30,1088,4096,0.7587890625
30,1152,4096,0.8427734375
30,1216,4096,0.8994140625
30,1280,4096,0.9375
30,1344,4096,0.9462890625
30,1408,4096,0.9697265625
30,1472,4096,0.98046875
30,1536,4096,0.9873046875
30,1600,4096,0.9921875
30,1664,4096,0.9951171875
30,1728,4096,0.9990234375
30,1792,4096,0.998046875
30,1856,4096,1.0
30,1920,4096,0.9990234375
30,1984,4096,1.0
30,2048,4096,1.0
30,2112,4096,1.0
30,2176,4096,1.0
30,2240,4096,1.0
30,2304,4096,1.0
30,2368,4096,1.0
30,2432,4096,1.0
30,2496,4096,1.0
30,2560,4096,1.0
30,2624,4096,1.0
30,2688,4096,1.0
30,2752,4096,1.0
30,2816,4096,1.0
30,2880,4096,1.0
30,2944,4096,1.0
30,3008,4096,1.0
30,3072,4096,1.0
30,3136,4096,1.0
30,3200,4096,1.0
30,3264,4096,1.0
30,3328,4096,1.0
30,3392,4096,1.0
30,3456,4096,1.0
30,3520,4096,1.0
30,3584,4096,1.0
30,3648,4096,1.0
30,3712,4096,1.0
30,3776,4096,1.0
30,3840,4096,1.0
30,3904,4096,1.0
30,3968,4096,1.0
30,4032,4096,1.0
30,4096,4096,1.0
31,64,4096,0.0
31,128,4096,0.0
31,192,4096,0.0
31,256,4096,0.0
31,320,4096,0.0
31,384,4096,0.0
31,448,4096,0.0
31,512,4096,0.0
31,576,4096,0.001953125
31,640,4096,0.009765625
31,704,4096,0.044921875
31,768,4096,0.1005859375
31,832,4096,0.2314453125
31,896,4096,0.35546875
31,960,4096,0.501953125
31,1024,4096,0.6142578125
31,1088,4096,0.7138671875
31,1152,4096,0.822265625
31,1216,4096,0.8740234375
31,1280,4096,0.90625
31,1344,4096,0.9462890625
31,1408,4096,0.96484375
31,1472,4096,0.9814453125
31,1536,4096,0.994140625
31,1600,4096,0.9931640625
31,1664,4096,0.9951171875
31,1728,4096,0.99609375
31,1792,4096,0.9990234375
31,1856,4096,1.0
31,1920,4096,0.9990234375
31,1984,4096,0.9990234375
31,2048,4096,0.9990234375
31,2112,4096,1.0
31,2176,4096,1.0
31,2240,4096,1.0
31,2304,4096,1.0
31,2368,4096,1.0
31,2432,4096,1.0
31,2496,4096,1.0
31,2560,4096,1.0
31,2624,4096,1.0
31,2688,4096,1.0
31,2752,4096,1.0
31,2816,4096,1.0
31,2880,4096,1.0
31,2944,4096,1.0
31,3008,4096,1.0
31,3072,4096,1.0
31,3136,4096,1.0
31,3200,4096,1.0
31,3264,4096,1.0
31,3328,4096,1.0
31,3392,4096,1.0
31,3456,4096,1.0
31,3520,4096,1.0
31,3584,4096,1.0
31,3648,4096,1.0
31,3712,4096,1.0
31,3776,4096,1.0
31,3840,4096,1.0
31,3904,4096,1.0
31,3968,4096,1.0
31,4032,4096,1.0
31,4096,4096,1.0
32,64,4096,0.0
32,128,4096,0.0
32,192,4096,0.0
32,256,4096,0.0
32,320,4096,0.0
32,384,4096,0.0
32,448,4096,0.0
32,512,4096,0.0
32,576,4096,0.0009765625
32,640,4096,0.0087890625
32,704,4096,0.0224609375
32,768,4096,0.08984375
32,832,4096,0.1689453125
32,896,4096,0.271484375
32,960,4096,0.40234375
32,1024,4096,0.548828125
32,1088,4096,0.6533203125
32,1152,4096,0.7431640625
32,1216,4096,0.841796875
32,1280,4096,0.8837890625
32,1344,4096,0.9228515625
32,1408,4096,0.94921875
32,1472,4096,0.9619140625
32,1536,4096,0.9755859375
32,1600,4096,0.9853515625
32,1664,4096,0.994140625
32,1728,4096,0.9970703125
32,1792,4096,1.0
32,1856,4096,0.9951171875
32,1920,4096,0.9990234375
32,1984,4096,1.0
32,2048,4096,0.9990234375
32,2112,4096,1.0
32,2176,4096,1.0
32,2240,4096,1.0
32,2304,4096,1.0
32,2368,4096,1.0
32,2432,4096,1.0
32,2496,4096,1.0
32,2560,4096,1.0
32,2624,4096,1.0
32,2688,4096,1.0
32,2752,4096,1.0
32,2816,4096,1.0
32,2880,4096,1.0
32,2944,4096,1.0
32,3008,4096,1.0
32,3072,4096,1.0
32,3136,4096,1.0
32,3200,4096,1.0
32,3264,4096,1.0
32,3328,4096,1.0
32,3392,4096,1.0
32,3456,4096,1.0
32,3520,4096,1.0
32,3584,4096,1.0
32,3648,4096,1.0
32,3712,4096,1.0
32,3776,4096,1.0
32,3840,4096,1.0
32,3904,4096,1.0
32,3968,4096,1.0
32,4032,4096,1.0
32,4096,4096,1.0
33,64,4096,0.0
33,128,4096,0.0
33,192,4096,0.0
33,256,4096,0.0
33,320,4096,0.0
33,384,4096,0.0
33,448,4096,0.0
33,512,4096,0.0
33,576,4096,0.001953125
33,640,4096,0.001953125
33,704,4096,0.017578125
33,768,4096,0.0546875
33,832,4096,0.1123046875
33,896,4096,0.2294921875
33,960,4096,0.326171875
33,1024,4096,0.4677734375
33,1088,4096,0.5771484375
33,1152,4096,0.6806640625
33,1216,4096,0.7890625
33,1280,4096,0.837890625
33,1344,4096,0.8876953125
33,1408,4096,0.9267578125
33,1472,4096,0.94140625
33,1536,4096,0.958984375
33,1600,4096,0.9755859375
33,1664,4096,0.98046875
33,1728,4096,0.9892578125
33,1792,4096,0.990234375
33,1856,4096,0.99609375
33,1920,4096,0.9990234375
33,1984,4096,0.9970703125
33,2048,4096,0.9990234375
33,2112,4096,1.0
33,2176,4096,1.0
33,2240,4096,0.9990234375
33,2304,4096,1.0
33,2368,4096,1.0
33,2432,4096,1.0
33,2496,4096,1.0
33,2560,4096,1.0
33,2624,4096,1.0
33,2688,4096,1.0
33,2752,4096,1.0
33,2816,4096,1.0
33,2880,4096,1.0
33,2944,4096,1.0
33,3008,4096,1.0
33,3072,4096,1.0
33,3136,4096,1.0
33,3200,4096,1.0
33,3264,4096,1.0
33,3328,4096,1.0
33,3392,4096,1.0
33,3456,4096,1.0
33,3520,4096,1.0
33,3584,4096,1.0
33,3648,4096,1.0
33,3712,4096,1.0
33,3776,4096,1.0
33,3840,4096,1.0
33,3904,4096,1.0
33,3968,4096,1.0
33,4032,4096,1.0
33,4096,4096,1.0
34,64,4096,0.0
34,128,4096,0.0
34,192,4096,0.0
34,256,4096,0.0
34,320,4096,0.0
34,384,4096,0.0
34,448,4096,0.0
34,512,4096,0.0
34,576,4096,0.0
34,640,4096,0.0009765625
34,704,4096,0.013671875
34,768,4096,0.0361328125
34,832,4096,0.1015625
34,896,4096,0.1572265625
34,960,4096,0.29296875
34,1024,4096,0.4208984375
34,1088,4096,0.55859375
34,1152,4096,0.615234375
34,1216,4096,0.701171875
34,1280,4096,0.80859375
34,1344,4096,0.8798828125
34,1408,4096,0.921875
34,1472,4096,0.9326171875
34,1536,4096,0.95703125
34,1600,4096,0.9755859375
34,1664,4096,0.9736328125
34,1728,4096,0.986328125
34,1792,4096,0.990234375
34,1856,4096,0.9951171875
34,1920,4096,0.998046875
34,1984,4096,1.0
34,2048,4096,0.9990234375
34,2112,4096,1.0
34,2176,4096,1.0
34,2240,4096,1.0
34,2304,4096,1.0
34,2368,4096,0.9990234375
34,2432,4096,1.0
34,2496,4096,1.0
34,2560,4096,1.0
34,2624,4096,1.0
34,2688,4096,1.0
34,2752,4096,1.0
34,2816,4096,1.0
34,2880,4096,1.0
34,2944,4096,1.0
34,3008,4096,1.0
34,3072,4096,1.0
34,3136,4096,1.0
34,3200,4096,1.0
34,3264,4096,1.0
34,3328,4096,1.0
34,3392,4096,1.0
34,3456,4096,1.0
34,3520,4096,1.0
34,3584,4096,1.0
34,3648,4096,1.0
34,3712,4096,1.0
34,3776,4096,1.0
34,3840,4096,1.0
34,3904,4096,1.0
34,3968,4096,1.0
34,4032,4096,1.0
34,4096,4096,1.0
35,64,4096,0.0
35,128,4096,0.0
35,192,4096,0.0
35,256,4096,0.0
35,320,4096,0.0
35,384,4096,0.0
35,448,4096,0.0
35,512,4096,0.0
35,576,4096,0.0
35,640,4096,0.0
35,704,4096,0.0087890625
35,768,4096,0.0224609375
35,832,4096,0.0634765625
35,896,4096,0.1337890625
35,960,4096,0.212890625
35,1024,4096,0.3369140625
35,1088,4096,0.4443359375
35,1152,4096,0.587890625
35,1216,4096,0.6552734375
35,1280,4096,0.7509765625
35,1344,4096,0.8251953125
35,1408,4096,0.88671875
35,1472,4096,0.9189453125
35,1536,4096,0.9482421875
35,1600,4096,0.955078125
35,1664,4096,0.9716796875
35,1728,4096,0.982421875
35,1792,4096,0.9873046875
35,1856,4096,0.9912109375
35,1920,4096,0.9951171875
35,1984,4096,0.9951171875
35,2048,4096,0.99609375
35,2112,4096,1.0
35,2176,4096,1.0
35,2240,4096,1.0
35,2304,4096,0.9990234375
35,2368,4096,0.9990234375
35,2432,4096,1.0
35,2496,4096,1.0
35,2560,4096,1.0
35,2624,4096,1.0
35,2688,4096,1.0
35,2752,4096,1.0
35,2816,4096,1.0
35,2880,4096,1.0
35,2944,4096,1.0
35,3008,4096,1.0
35,3072,4096,1.0
35,3136,4096,1.0
35,3200,4096,1.0
35,3264,4096,1.0
35,3328,4096,1.0
35,3392,4096,1.0
35,3456,4096,1.0
35,3520,4096,1.0
35,3584,4096,1.0
35,3648,4096,1.0
35,3712,4096,1.0
35,3776,4096,1.0
35,3840,4096,1.0
35,3904,4096,1.0
35,3968,4096,1.0
35,4032,4096,1.0
35,4096,4096,1.0
36,64,4096,0.0
36,128,4096,0.0
36,192,4096,0.0
36,256,4096,0.0
36,320,4096,0.0
36,384,4096,0.0
36,448,4096,0.0
36,512,4096,0.0
36,576,4096,0.0
36,640,4096,0.0
36,704,4096,0.0048828125
36,768,4096,0.01171875
36,832,4096,0.0302734375
36,896,4096,0.0859375
36,960,4096,0.1796875
36,1024,4096,0.291015625
36,1088,4096,0.3876953125
36,1152,4096,0.505859375
36,1216,4096,0.619140625
36,1280,4096,0.73828125
36,1344,4096,0.779296875
36,1408,4096,0.8310546875
