# run: show-little-cultural-morning
# time: 2025-09-22T16:14:04.412541+00:00
# command: bitrate_experiments/project/symbol_transmission.py --d_step 45 --noise_step 2 --n 65536
# git_commit: 04044e073aa75d9ce9955eb495498b8428cb409c
# config: {"n": 65536, "d_step": 45, "noise_step": 2, "resolution": 50}
n,noise,d,perceptron_success,max_success,step
65536,22,225,0.0,0.125,210
65536,24,225,0.0,0.0625,211
65536,26,225,0.0,0.0625,212
65536,28,225,0.0,0.09375,213
65536,30,225,0.0,0.03125,214
65536,32,225,0.0,0.03125,215
65536,34,225,0.0,0.0625,216
65536,36,225,0.0,0.03125,217
65536,38,225,0.0,0.03125,218
65536,40,225,0.0,0.03125,219
65536,42,225,0.0,0.0625,220
65536,44,225,0.0,0.03125,221
65536,46,225,0.0,0.0,222
65536,48,225,0.0,0.0625,223
65536,50,225,0.0,0.03125,224
65536,52,225,0.0,0.0,225
65536,54,225,0.0,0.03125,226
65536,56,225,0.0,0.0,227
65536,58,225,0.0,0.03125,228
65536,60,225,0.0,0.0,229
65536,62,225,0.0,0.0,230
65536,64,225,0.0,0.0,231
65536,66,225,0.0,0.0,232
65536,68,225,0.0,0.0,233
65536,70,225,0.0,0.03125,234
65536,72,225,0.0,0.0,235
65536,74,225,0.0,0.0,236
65536,76,225,0.0,0.0,237
65536,78,225,0.0,0.0,238
65536,80,225,0.0,0.03125,239
65536,82,225,0.0,0.0,240
65536,84,225,0.0,0.0,241
65536,86,225,0.0,0.0,242
65536,88,225,0.0,0.0,243
65536,90,225,0.0,0.0,244
65536,92,225,0.0,0.0,245
65536,94,225,0.0,0.0,246
65536,96,225,0.0,0.0,247
65536,98,225,0.0,0.0,248
65536,100,225,0.0,0.03125,249
65536,2,270,0.875,1.0,250
65536,4,270,0.03125,1.0,251
65536,6,270,0.0,0.9375,252
65536,8,270,0.0,0.90625,253
65536,10,270,0.0,0.71875,254
65536,12,270,0.0,0.6875,255
65536,14,270,0.0,0.5625,256
65536,16,270,0.0,0.40625,257
65536,18,270,0.0,0.40625,258
65536,20,270,0.0,0.28125,259
65536,22,270,0.0,0.1875,260
65536,24,270,0.0,0.125,261
65536,26,270,0.0,0.03125,262
65536,28,270,0.0,0.25,263
65536,30,270,0.0,0.09375,264
65536,32,270,0.0,0.15625,265
65536,34,270,0.0,0.09375,266
65536,36,270,0.0,0.03125,267
65536,38,270,0.0,0.09375,268
65536,40,270,0.0,0.125,269
65536,42,270,0.0,0.0625,270
65536,44,270,0.0,0.03125,271
65536,46,270,0.0,0.0,272
65536,48,270,0.0,0.03125,273
65536,50,270,0.0,0.0,274
65536,52,270,0.0,0.0,275
65536,54,270,0.0,0.03125,276
65536,56,270,0.0,0.0,277
65536,58,270,0.0,0.03125,278
65536,60,270,0.0,0.0,279
65536,62,270,0.0,0.03125,280
65536,64,270,0.0,0.0,281
65536,66,270,0.0,0.0,282
65536,68,270,0.0,0.0,283
65536,70,270,0.0,0.0,284
65536,72,270,0.0,0.0,285
65536,74,270,0.0,0.0,286
65536,76,270,0.0,0.0,287
65536,78,270,0.0,0.0,288
65536,80,270,0.0,0.0,289
65536,82,270,0.0,0.0,290
65536,84,270,0.0,0.0,291
65536,86,270,0.0,0.0,292
65536,88,270,0.0,0.0,293
65536,90,270,0.0,0.0,294
65536,92,270,0.0,0.0,295
65536,94,270,0.0,0.0,296
65536,96,270,0.0,0.0,297
65536,98,270,0.0,0.0,298
65536,100,270,0.0,0.0,299
65536,2,315,0.96875,1.0,300
65536,4,315,0.1875,1.0,301
65536,6,315,0.0,1.0,302
65536,8,315,0.0,0.96875,303
65536,10,315,0.0,0.90625,304
65536,12,315,0.0,0.84375,305
65536,14,315,0.0,0.65625,306
65536,16,315,0.0,0.5,307
65536,18,315,0.0,0.46875,308
65536,20,315,0.0,0.25,309
65536,22,315,0.0,0.34375,310
65536,24,315,0.0,0.21875,311
65536,26,315,0.0,0.1875,312
65536,28,315,0.0,0.1875,313
65536,30,315,0.0,0.125,314
65536,32,315,0.0,0.0625,315
65536,34,315,0.0,0.15625,316
65536,36,315,0.0,0.03125,317
65536,38,315,0.0,0.09375,318
65536,40,315,0.0,0.03125,319
65536,42,315,0.0,0.0625,320
65536,44,315,0.0,0.0625,321
65536,46,315,0.0,0.09375,322
65536,48,315,0.0,0.03125,323
65536,50,315,0.0,0.0,324
65536,52,315,0.0,0.125,325
65536,54,315,0.0,0.0625,326
65536,56,315,0.0,0.09375,327
65536,58,315,0.0,0.09375,328
65536,60,315,0.0,0.0,329
65536,62,315,0.0,0.0625,330
65536,64,315,0.0,0.03125,331
65536,66,315,0.0,0.03125,332
65536,68,315,0.0,0.0,333
65536,70,315,0.0,0.03125,334
65536,72,315,0.0,0.0,335
65536,74,315,0.0,0.0,336
65536,76,315,0.0,0.0,337
65536,78,315,0.0,0.0,338
65536,80,315,0.0,0.0,339
65536,82,315,0.0,0.0,340
65536,84,315,0.0,0.0,341
65536,86,315,0.0,0.0,342
65536,88,315,0.0,0.03125,343
65536,90,315,0.0,0.0,344
65536,92,315,0.0,0.0,345
65536,94,315,0.0,0.0,346
65536,96,315,0.0,0.0,347
65536,98,315,0.0,0.0,348
65536,100,315,0.0,0.03125,349
65536,2,360,1.0,1.0,350
65536,4,360,0.46875,1.0,351
65536,6,360,0.0,1.0,352
65536,8,360,0.0,0.96875,353
65536,10,360,0.0,0.96875,354
65536,12,360,0.0,0.9375,355
65536,14,360,0.0,0.78125,356
65536,16,360,0.0,0.6875,357
65536,18,360,0.0,0.40625,358
65536,20,360,0.0,0.46875,359
65536,22,360,0.0,0.4375,360
65536,24,360,0.0,0.375,361
65536,26,360,0.0,0.28125,362
65536,28,360,0.0,0.3125,363
65536,30,360,0.0,0.21875,364
65536,32,360,0.0,0.03125,365
65536,34,360,0.0,0.0625,366
65536,36,360,0.0,0.125,367
65536,38,360,0.0,0.1875,368
65536,40,360,0.0,0.0625,369
65536,42,360,0.0,0.0625,370
65536,44,360,0.0,0.03125,371
65536,46,360,0.0,0.09375,372
65536,48,360,0.0,0.0625,373
65536,50,360,0.0,0.0,374
65536,52,360,0.0,0.03125,375
65536,54,360,0.0,0.125,376
65536,56,360,0.0,0.09375,377
65536,58,360,0.0,0.03125,378
65536,60,360,0.0,0.0625,379
65536,62,360,0.0,0.03125,380
65536,64,360,0.0,0.03125,381
65536,66,360,0.0,0.0625,382
65536,68,360,0.0,0.03125,383
65536,70,360,0.0,0.0,384
65536,72,360,0.0,0.03125,385
65536,74,360,0.0,0.03125,386
65536,76,360,0.0,0.0,387
65536,78,360,0.0,0.0,388
65536,80,360,0.0,0.0,389
65536,82,360,0.0,0.0,390
65536,84,360,0.0,0.0,391
65536,86,360,0.0,0.0,392
65536,88,360,0.0,0.0625,393
65536,90,360,0.0,0.0,394
65536,92,360,0.0,0.0,395
65536,94,360,0.0,0.0,396
65536,96,360,0.0,0.0,397
65536,98,360,0.0,0.03125,398
65536,100,360,0.0,0.0,399
65536,2,405,1.0,1.0,400
65536,4,405,0.875,1.0,401
65536,6,405,0.03125,1.0,402
65536,8,405,0.0,0.96875,403
65536,10,405,0.0,0.96875,404
65536,12,405,0.0,0.96875,405
65536,14,405,0.0,0.875,406
65536,16,405,0.0,0.875,407
65536,18,405,0.0,0.6875,408
65536,20,405,0.0,0.46875,409
65536,22,405,0.0,0.59375,410
65536,24,405,0.0,0.40625,411
65536,26,405,0.0,0.21875,412
65536,28,405,0.0,0.34375,413
65536,30,405,0.0,0.21875,414
65536,32,405,0.0,0.15625,415
65536,34,405,0.0,0.15625,416
65536,36,405,0.0,0.21875,417
65536,38,405,0.0,0.1875,418
65536,40,405,0.0,0.1875,419
65536,42,405,0.0,0.125,420
65536,44,405,0.0,0.1875,421
65536,46,405,0.0,0.1875,422
65536,48,405,0.0,0.0625,423
65536,50,405,0.0,0.15625,424
65536,52,405,0.0,0.1875,425
65536,54,405,0.0,0.0,426
65536,56,405,0.0,0.03125,427
65536,58,405,0.0,0.0625,428
65536,60,405,0.0,0.03125,429
65536,62,405,0.0,0.03125,430
65536,64,405,0.0,0.0625,431
65536,66,405,0.0,0.03125,432
65536,68,405,0.0,0.09375,433
65536,70,405,0.0,0.0625,434
65536,72,405,0.0,0.0,435
65536,74,405,0.0,0.0625,436
65536,76,405,0.0,0.0,437
65536,78,405,0.0,0.03125,438
65536,80,405,0.0,0.0,439
65536,82,405,0.0,0.0,440
65536,84,405,0.0,0.0,441
65536,86,405,0.0,0.03125,442
65536,88,405,0.0,0.03125,443
65536,90,405,0.0,0.0,444
65536,92,405,0.0,0.03125,445
65536,94,405,0.0,0.0,446
65536,96,405,0.0,0.0,447
65536,98,405,0.0,0.03125,448
65536,100,405,0.0,0.0,449
65536,2,450,1.0,1.0,450
65536,4,450,0.84375,1.0,451
65536,6,450,0.28125,1.0,452
65536,8,450,0.0,1.0,453
65536,10,450,0.0,1.0,454
65536,12,450,0.0,0.96875,455
65536,14,450,0.0,0.9375,456
65536,16,450,0.0,0.8125,457
65536,18,450,0.0,0.5625,458
65536,20,450,0.0,0.65625,459
65536,22,450,0.0,0.4375,460
65536,24,450,0.0,0.46875,461
65536,26,450,0.0,0.375,462
65536,28,450,0.0,0.375,463
65536,30,450,0.0,0.25,464
65536,32,450,0.0,0.25,465
65536,34,450,0.0,0.25,466
65536,36,450,0.0,0.21875,467
65536,38,450,0.0,0.1875,468
65536,40,450,0.0,0.15625,469
65536,42,450,0.0,0.15625,470
65536,44,450,0.0,0.21875,471
65536,46,450,0.0,0.21875,472
65536,48,450,0.0,0.09375,473
65536,50,450,0.0,0.03125,474
65536,52,450,0.0,0.03125,475
65536,54,450,0.0,0.0625,476
65536,56,450,0.0,0.09375,477
65536,58,450,0.0,0.03125,478
65536,60,450,0.0,0.03125,479
65536,62,450,0.0,0.0,480
65536,64,450,0.0,0.03125,481
65536,66,450,0.0,0.09375,482
65536,68,450,0.0,0.03125,483
65536,70,450,0.0,0.03125,484
65536,72,450,0.0,0.09375,485
65536,74,450,0.0,0.03125,486
65536,76,450,0.0,0.0,487
65536,78,450,0.0,0.03125,488
65536,80,450,0.0,0.0625,489
65536,82,450,0.0,0.0,490
65536,84,450,0.0,0.0625,491
65536,86,450,0.0,0.0,492
65536,88,450,0.0,0.0,493
65536,90,450,0.0,0.0625,494
65536,92,450,0.0,0.03125,495
65536,94,450,0.0,0.03125,496
65536,96,450,0.0,0.0,497
65536,98,450,0.0,0.0,498
65536,100,450,0.0,0.0,499
65536,2,495,1.0,1.0,500
65536,4,495,0.9375,1.0,501
65536,6,495,0.4375,1.0,502
65536,8,495,0.0,1.0,503
65536,10,495,0.0,1.0,504
65536,12,495,0.0,1.0,505
65536,14,495,0.0,0.90625,506
65536,16,495,0.0,0.90625,507
65536,18,495,0.0,0.8125,508
65536,20,495,0.0,0.8125,509
65536,22,495,0.0,0.65625,510
65536,24,495,0.0,0.53125,511
65536,26,495,0.0,0.5625,512
65536,28,495,0.0,0.625,513
65536,30,495,0.0,0.1875,514
65536,32,495,0.0,0.34375,515
65536,34,495,0.0,0.3125,516
65536,36,495,0.0,0.125,517
65536,38,495,0.0,0.28125,518
65536,40,495,0.0,0.25,519
65536,42,495,0.0,0.1875,520
65536,44,495,0.0,0.1875,521
65536,46,495,0.0,0.09375,522
65536,48,495,0.0,0.15625,523
65536,50,495,0.0,0.125,524
65536,52,495,0.0,0.09375,525
65536,54,495,0.0,0.09375,526
65536,56,495,0.0,0.09375,527
65536,58,495,0.0,0.0625,528
65536,60,495,0.0,0.03125,529
65536,62,495,0.0,0.125,530
65536,64,495,0.0,0.0625,531
65536,66,495,0.0,0.0625,532
65536,68,495,0.0,0.0625,533
65536,70,495,0.0,0.0,534
65536,72,495,0.0,0.03125,535
65536,74,495,0.0,0.09375,536
65536,76,495,0.0,0.0,537
65536,78,495,0.0,0.03125,538
65536,80,495,0.0,0.03125,539
65536,82,495,0.0,0.0625,540
65536,84,495,0.0,0.0,541
65536,86,495,0.0,0.03125,542
65536,88,495,0.0,0.0,543
65536,90,495,0.0,0.0625,544
65536,92,495,0.0,0.03125,545
65536,94,495,0.0,0.0,546
65536,96,495,0.0,0.03125,547
65536,98,495,0.0,0.0,548
65536,100,495,0.0,0.0,549
65536,2,540,1.0,1.0,550
65536,4,540,1.0,1.0,551
65536,6,540,0.875,1.0,552
65536,8,540,0.0,1.0,553
65536,10,540,0.0,1.0,554
65536,12,540,0.0,1.0,555
65536,14,540,0.0,1.0,556
65536,16,540,0.0,0.9375,557
65536,18,540,0.0,0.90625,558
65536,20,540,0.0,0.78125,559
65536,22,540,0.0,0.8125,560
65536,24,540,0.0,0.5625,561
65536,26,540,0.0,0.625,562
65536,28,540,0.0,0.53125,563
65536,30,540,0.0,0.40625,564
65536,32,540,0.0,0.34375,565
65536,34,540,0.0,0.3125,566
65536,36,540,0.0,0.46875,567
65536,38,540,0.0,0.3125,568
65536,40,540,0.0,0.21875,569
65536,42,540,0.0,0.1875,570
65536,44,540,0.0,0.25,571
65536,46,540,0.0,0.125,572
65536,48,540,0.0,0.21875,573
65536,50,540,0.0,0.15625,574
65536,52,540,0.0,0.125,575
65536,54,540,0.0,0.125,576
65536,56,540,0.0,0.15625,577
65536,58,540,0.0,0.125,578
65536,60,540,0.0,0.125,579
65536,62,540,0.0,0.0625,580
65536,64,540,0.0,0.0625,581
65536,66,540,0.0,0.09375,582
65536,68,540,0.0,0.0,583
65536,70,540,0.0,0.0625,584
65536,72,540,0.0,0.03125,585
65536,74,540,0.0,0.0,586
65536,76,540,0.0,0.125,587
65536,78,540,0.0,0.03125,588
65536,80,540,0.0,0.03125,589
65536,82,540,0.0,0.03125,590
65536,84,540,0.0,0.0,591
65536,86,540,0.0,0.0,592
65536,88,540,0.0,0.0,593
65536,90,540,0.0,0.0,594
65536,92,540,0.0,0.0625,595
65536,94,540,0.0,0.0,596
65536,96,540,0.0,0.03125,597
65536,98,540,0.0,0.0625,598
65536,100,540,0.0,0.0,599
65536,2,585,1.0,1.0,600
65536,4,585,1.0,1.0,601
65536,6,585,0.875,1.0,602
65536,8,585,0.15625,1.0,603
65536,10,585,0.0,1.0,604
65536,12,585,0.0,0.96875,605
65536,14,585,0.0,0.96875,606
65536,16,585,0.0,1.0,607
65536,18,585,0.0,0.90625,608
65536,20,585,0.0,0.84375,609
65536,22,585,0.0,0.84375,610
65536,24,585,0.0,0.75,611
65536,26,585,0.0,0.625,612
65536,28,585,0.0,0.5625,613
65536,30,585,0.0,0.5,614
65536,32,585,0.0,0.34375,615
65536,34,585,0.0,0.40625,616
65536,36,585,0.0,0.40625,617
65536,38,585,0.0,0.25,618
65536,40,585,0.0,0.4375,619
65536,42,585,0.0,0.1875,620
65536,44,585,0.0,0.15625,621
65536,46,585,0.0,0.3125,622
65536,48,585,0.0,0.1875,623
65536,50,585,0.0,0.21875,624
65536,52,585,0.0,0.1875,625
65536,54,585,0.0,0.125,626
65536,56,585,0.0,0.125,627
65536,58,585,0.0,0.03125,628
65536,60,585,0.0,0.15625,629
65536,62,585,0.0,0.15625,630
65536,64,585,0.0,0.09375,631
65536,66,585,0.0,0.09375,632
65536,68,585,0.0,0.15625,633
65536,70,585,0.0,0.09375,634
65536,72,585,0.0,0.15625,635
65536,74,585,0.0,0.0625,636
65536,76,585,0.0,0.0625,637
65536,78,585,0.0,0.09375,638
65536,80,585,0.0,0.0,639
65536,82,585,0.0,0.0625,640
65536,84,585,0.0,0.03125,641
65536,86,585,0.0,0.03125,642
65536,88,585,0.0,0.0,643
65536,90,585,0.0,0.09375,644
65536,92,585,0.0,0.0625,645
65536,94,585,0.0,0.0625,646
65536,96,585,0.0,0.03125,647
65536,98,585,0.0,0.03125,648
65536,100,585,0.0,0.03125,649
65536,2,630,1.0,1.0,650
65536,4,630,1.0,1.0,651
65536,6,630,0.84375,1.0,652
65536,8,630,0.40625,1.0,653
65536,10,630,0.03125,1.0,654
65536,12,630,0.0,1.0,655
65536,14,630,0.0,0.96875,656
65536,16,630,0.0,1.0,657
65536,18,630,0.0,0.875,658
65536,20,630,0.0,0.90625,659
65536,22,630,0.0,0.875,660
65536,24,630,0.0,0.71875,661
65536,26,630,0.0,0.84375,662
65536,28,630,0.0,0.53125,663
65536,30,630,0.0,0.6875,664
65536,32,630,0.0,0.40625,665
65536,34,630,0.0,0.5625,666
65536,36,630,0.0,0.5625,667
65536,38,630,0.0,0.40625,668
65536,40,630,0.0,0.4375,669
65536,42,630,0.0,0.34375,670
65536,44,630,0.0,0.28125,671
65536,46,630,0.0,0.28125,672
65536,48,630,0.0,0.3125,673
65536,50,630,0.0,0.3125,674
65536,52,630,0.0,0.1875,675
65536,54,630,0.0,0.28125,676
65536,56,630,0.0,0.15625,677
65536,58,630,0.0,0.1875,678
65536,60,630,0.0,0.125,679
65536,62,630,0.0,0.125,680
65536,64,630,0.0,0.09375,681
65536,66,630,0.0,0.21875,682
65536,68,630,0.0,0.0625,683
65536,70,630,0.0,0.0625,684
65536,72,630,0.0,0.0625,685
65536,74,630,0.0,0.125,686
65536,76,630,0.0,0.15625,687
65536,78,630,0.0,0.03125,688
65536,80,630,0.0,0.0625,689
65536,82,630,0.0,0.09375,690
65536,84,630,0.0,0.03125,691
65536,86,630,0.0,0.03125,692
65536,88,630,0.0,0.0625,693
65536,90,630,0.0,0.0,694
65536,92,630,0.0,0.03125,695
65536,94,630,0.0,0.0,696
65536,96,630,0.0,0.0,697
65536,98,630,0.0,0.0,698
65536,100,630,0.0,0.03125,699
65536,2,675,1.0,1.0,700
65536,4,675,1.0,1.0,701
65536,6,675,1.0,1.0,702
65536,8,675,0.4375,1.0,703
65536,10,675,0.09375,1.0,704
65536,12,675,0.0,1.0,705
65536,14,675,0.0,1.0,706
65536,16,675,0.0,1.0,707
65536,18,675,0.0,0.9375,708
65536,20,675,0.0,0.875,709
65536,22,675,0.0,0.71875,710
65536,24,675,0.0,0.84375,711
65536,26,675,0.0,0.6875,712
65536,28,675,0.0,0.71875,713
65536,30,675,0.0,0.5625,714
65536,32,675,0.0,0.625,715
65536,34,675,0.0,0.5,716
65536,36,675,0.0,0.4375,717
65536,38,675,0.0,0.1875,718
65536,40,675,0.0,0.375,719
65536,42,675,0.0,0.21875,720
65536,44,675,0.0,0.28125,721
65536,46,675,0.0,0.21875,722
65536,48,675,0.0,0.34375,723
65536,50,675,0.0,0.28125,724
65536,52,675,0.0,0.3125,725
65536,54,675,0.0,0.21875,726
65536,56,675,0.0,0.21875,727
65536,58,675,0.0,0.15625,728
65536,60,675,0.0,0.1875,729
65536,62,675,0.0,0.25,730
65536,64,675,0.0,0.21875,731
65536,66,675,0.0,0.15625,732
65536,68,675,0.0,0.1875,733
65536,70,675,0.0,0.0625,734
65536,72,675,0.0,0.09375,735
65536,74,675,0.0,0.03125,736
65536,76,675,0.0,0.09375,737
65536,78,675,0.0,0.1875,738
65536,80,675,0.0,0.15625,739
65536,82,675,0.0,0.21875,740
65536,84,675,0.0,0.15625,741
65536,86,675,0.0,0.03125,742
65536,88,675,0.0,0.0625,743
65536,90,675,0.0,0.0,744
65536,92,675,0.0,0.15625,745
65536,94,675,0.0,0.09375,746
65536,96,675,0.0,0.125,747
65536,98,675,0.0,0.03125,748
65536,100,675,0.0,0.03125,749
65536,2,720,1.0,1.0,750
65536,4,720,1.0,1.0,751
65536,6,720,0.96875,1.0,752
65536,8,720,0.84375,1.0,753
65536,10,720,0.21875,1.0,754
65536,12,720,0.0,1.0,755
65536,14,720,0.0,1.0,756
65536,16,720,0.0,1.0,757
65536,18,720,0.0,1.0,758
65536,20,720,0.0,1.0,759
65536,22,720,0.0,0.90625,760
65536,24,720,0.0,0.90625,761
65536,26,720,0.0,0.90625,762
65536,28,720,0.0,0.71875,763
65536,30,720,0.0,0.71875,764
65536,32,720,0.0,0.71875,765
65536,34,720,0.0,0.59375,766
65536,36,720,0.0,0.5625,767
65536,38,720,0.0,0.625,768
65536,40,720,0.0,0.5,769
65536,42,720,0.0,0.4375,770
65536,44,720,0.0,0.4375,771
65536,46,720,0.0,0.40625,772
65536,48,720,0.0,0.34375,773
65536,50,720,0.0,0.34375,774
65536,52,720,0.0,0.1875,775
65536,54,720,0.0,0.15625,776
65536,56,720,0.0,0.25,777
65536,58,720,0.0,0.25,778
