# run: show-little-cultural-morning
# time: 2025-09-22T16:14:04.412541+00:00
# command: bitrate_experiments/project/symbol_transmission.py --d_step 45 --noise_step 2 --n 65536
# git_commit: 04044e073aa75d9ce9955eb495498b8428cb409c
# config: {"n": 65536, "d_step": 45, "noise_step": 2, "resolution": 50}
n,noise,d,perceptron_success,max_success,step
65536,60,720,0.0,0.21875,779
65536,62,720,0.0,0.3125,780
65536,64,720,0.0,0.15625,781
65536,66,720,0.0,0.1875,782
65536,68,720,0.0,0.09375,783
65536,70,720,0.0,0.125,784
65536,72,720,0.0,0.1875,785
65536,74,720,0.0,0.15625,786
65536,76,720,0.0,0.15625,787
65536,78,720,0.0,0.15625,788
65536,80,720,0.0,0.0625,789
65536,82,720,0.0,0.03125,790
65536,84,720,0.0,0.09375,791
65536,86,720,0.0,0.03125,792
65536,88,720,0.0,0.125,793
65536,90,720,0.0,0.0625,794
65536,92,720,0.0,0.0625,795
65536,94,720,0.0,0.15625,796
65536,96,720,0.0,0.0625,797
65536,98,720,0.0,0.0,798
65536,100,720,0.0,0.125,799
65536,2,765,1.0,1.0,800
65536,4,765,1.0,1.0,801
65536,6,765,1.0,1.0,802
65536,8,765,0.96875,1.0,803
65536,10,765,0.25,1.0,804
65536,12,765,0.0,1.0,805
65536,14,765,0.0,1.0,806
65536,16,765,0.0,1.0,807
65536,18,765,0.0,1.0,808
65536,20,765,0.0,0.9375,809
65536,22,765,0.0,0.96875,810
65536,24,765,0.0,0.875,811
65536,26,765,0.0,0.90625,812
65536,28,765,0.0,0.75,813
65536,30,765,0.0,0.625,814
65536,32,765,0.0,0.65625,815
65536,34,765,0.0,0.625,816
65536,36,765,0.0,0.53125,817
65536,38,765,0.0,0.4375,818
65536,40,765,0.0,0.46875,819
65536,42,765,0.0,0.4375,820
65536,44,765,0.0,0.375,821
65536,46,765,0.0,0.46875,822
65536,48,765,0.0,0.4375,823
65536,50,765,0.0,0.3125,824
65536,52,765,0.0,0.28125,825
65536,54,765,0.0,0.34375,826
65536,56,765,0.0,0.25,827
65536,58,765,0.0,0.1875,828
65536,60,765,0.0,0.28125,829
65536,62,765,0.0,0.28125,830
65536,64,765,0.0,0.28125,831
65536,66,765,0.0,0.3125,832
65536,68,765,0.0,0.21875,833
65536,70,765,0.0,0.15625,834
65536,72,765,0.0,0.1875,835
65536,74,765,0.0,0.15625,836
65536,76,765,0.0,0.1875,837
65536,78,765,0.0,0.25,838
65536,80,765,0.0,0.09375,839
65536,82,765,0.0,0.125,840
65536,84,765,0.0,0.0625,841
65536,86,765,0.0,0.15625,842
65536,88,765,0.0,0.03125,843
65536,90,765,0.0,0.03125,844
65536,92,765,0.0,0.03125,845
65536,94,765,0.0,0.0625,846
65536,96,765,0.0,0.09375,847
65536,98,765,0.0,0.09375,848
65536,100,765,0.0,0.09375,849
65536,2,810,1.0,1.0,850
65536,4,810,1.0,1.0,851
65536,6,810,1.0,1.0,852
65536,8,810,0.9375,1.0,853
65536,10,810,0.53125,1.0,854
65536,12,810,0.125,1.0,855
65536,14,810,0.0,1.0,856
65536,16,810,0.0,1.0,857
65536,18,810,0.0,1.0,858
65536,20,810,0.0,1.0,859
65536,22,810,0.0,0.9375,860
65536,24,810,0.0,0.875,861
65536,26,810,0.0,0.9375,862
65536,28,810,0.0,0.875,863
65536,30,810,0.0,0.8125,864
65536,32,810,0.0,0.78125,865
65536,34,810,0.0,0.71875,866
65536,36,810,0.0,0.5625,867
65536,38,810,0.0,0.625,868
65536,40,810,0.0,0.59375,869
65536,42,810,0.0,0.4375,870
65536,44,810,0.0,0.53125,871
65536,46,810,0.0,0.53125,872
65536,48,810,0.0,0.3125,873
65536,50,810,0.0,0.25,874
65536,52,810,0.0,0.34375,875
65536,54,810,0.0,0.375,876
65536,56,810,0.0,0.375,877
65536,58,810,0.0,0.28125,878
65536,60,810,0.0,0.34375,879
65536,62,810,0.0,0.25,880
65536,64,810,0.0,0.28125,881
65536,66,810,0.0,0.28125,882
65536,68,810,0.0,0.1875,883
65536,70,810,0.0,0.15625,884
65536,72,810,0.0,0.15625,885
65536,74,810,0.0,0.0625,886
65536,76,810,0.0,0.1875,887
65536,78,810,0.0,0.125,888
65536,80,810,0.0,0.21875,889
65536,82,810,0.0,0.0625,890
65536,84,810,0.0,0.15625,891
65536,86,810,0.0,0.09375,892
65536,88,810,0.0,0.125,893
65536,90,810,0.0,0.0,894
65536,92,810,0.0,0.09375,895
65536,94,810,0.0,0.125,896
65536,96,810,0.0,0.125,897
65536,98,810,0.0,0.0625,898
65536,100,810,0.0,0.0625,899
65536,2,855,1.0,1.0,900
65536,4,855,1.0,1.0,901
65536,6,855,1.0,1.0,902
65536,8,855,0.96875,1.0,903
65536,10,855,0.53125,1.0,904
65536,12,855,0.125,1.0,905
65536,14,855,0.0,1.0,906
65536,16,855,0.0,0.96875,907
65536,18,855,0.0,0.96875,908
65536,20,855,0.0,0.9375,909
65536,22,855,0.0,0.9375,910
65536,24,855,0.0,0.9375,911
65536,26,855,0.0,0.875,912
65536,28,855,0.0,0.84375,913
65536,30,855,0.0,0.9375,914
65536,32,855,0.0,0.75,915
65536,34,855,0.0,0.6875,916
65536,36,855,0.0,0.65625,917
65536,38,855,0.0,0.6875,918
65536,40,855,0.0,0.625,919
65536,42,855,0.0,0.59375,920
65536,44,855,0.0,0.53125,921
65536,46,855,0.0,0.40625,922
65536,48,855,0.0,0.40625,923
65536,50,855,0.0,0.46875,924
65536,52,855,0.0,0.375,925
65536,54,855,0.0,0.46875,926
65536,56,855,0.0,0.34375,927
65536,58,855,0.0,0.46875,928
65536,60,855,0.0,0.4375,929
65536,62,855,0.0,0.28125,930
65536,64,855,0.0,0.09375,931
65536,66,855,0.0,0.25,932
65536,68,855,0.0,0.375,933
65536,70,855,0.0,0.21875,934
65536,72,855,0.0,0.3125,935
65536,74,855,0.0,0.125,936
65536,76,855,0.0,0.25,937
65536,78,855,0.0,0.21875,938
65536,80,855,0.0,0.1875,939
65536,82,855,0.0,0.15625,940
65536,84,855,0.0,0.15625,941
65536,86,855,0.0,0.09375,942
65536,88,855,0.0,0.125,943
65536,90,855,0.0,0.125,944
65536,92,855,0.0,0.0625,945
65536,94,855,0.0,0.125,946
65536,96,855,0.0,0.15625,947
65536,98,855,0.0,0.03125,948
65536,100,855,0.0,0.09375,949
65536,2,900,1.0,1.0,950
65536,4,900,1.0,1.0,951
65536,6,900,1.0,1.0,952
65536,8,900,1.0,1.0,953
65536,10,900,0.84375,1.0,954
65536,12,900,0.59375,1.0,955
65536,14,900,0.03125,1.0,956
65536,16,900,0.0,1.0,957
65536,18,900,0.0,1.0,958
65536,20,900,0.0,1.0,959
65536,22,900,0.0,0.96875,960
65536,24,900,0.0,0.9375,961
65536,26,900,0.0,0.9375,962
65536,28,900,0.0,0.8125,963
65536,30,900,0.0,0.875,964
65536,32,900,0.0,0.84375,965
65536,34,900,0.0,0.75,966
65536,36,900,0.0,0.75,967
65536,38,900,0.0,0.75,968
65536,40,900,0.0,0.6875,969
65536,42,900,0.0,0.5625,970
65536,44,900,0.0,0.53125,971
65536,46,900,0.0,0.46875,972
65536,48,900,0.0,0.4375,973
65536,50,900,0.0,0.375,974
65536,52,900,0.0,0.40625,975
65536,54,900,0.0,0.34375,976
65536,56,900,0.0,0.375,977
65536,58,900,0.0,0.5,978
65536,60,900,0.0,0.28125,979
65536,62,900,0.0,0.25,980
65536,64,900,0.0,0.15625,981
65536,66,900,0.0,0.28125,982
65536,68,900,0.0,0.15625,983
65536,70,900,0.0,0.25,984
65536,72,900,0.0,0.1875,985
65536,74,900,0.0,0.15625,986
65536,76,900,0.0,0.21875,987
65536,78,900,0.0,0.15625,988
65536,80,900,0.0,0.1875,989
65536,82,900,0.0,0.21875,990
65536,84,900,0.0,0.25,991
65536,86,900,0.0,0.09375,992
65536,88,900,0.0,0.25,993
65536,90,900,0.0,0.1875,994
65536,92,900,0.0,0.09375,995
65536,94,900,0.0,0.0625,996
65536,96,900,0.0,0.125,997
65536,98,900,0.0,0.15625,998
65536,100,900,0.0,0.09375,999
65536,2,945,1.0,1.0,1000
65536,4,945,1.0,1.0,1001
65536,6,945,1.0,1.0,1002
65536,8,945,0.96875,1.0,1003
65536,10,945,0.875,1.0,1004
65536,12,945,0.65625,1.0,1005
65536,14,945,0.125,1.0,1006
65536,16,945,0.0,1.0,1007
65536,18,945,0.0,1.0,1008
65536,20,945,0.0,1.0,1009
65536,22,945,0.0,1.0,1010
65536,24,945,0.0,0.9375,1011
65536,26,945,0.0,0.96875,1012
65536,28,945,0.0,0.96875,1013
65536,30,945,0.0,0.9375,1014
65536,32,945,0.0,0.96875,1015
65536,34,945,0.0,0.8125,1016
65536,36,945,0.0,0.78125,1017
65536,38,945,0.0,0.78125,1018
65536,40,945,0.0,0.59375,1019
65536,42,945,0.0,0.5625,1020
65536,44,945,0.0,0.65625,1021
65536,46,945,0.0,0.59375,1022
65536,48,945,0.0,0.59375,1023
65536,50,945,0.0,0.4375,1024
65536,52,945,0.0,0.4375,1025
65536,54,945,0.0,0.4375,1026
65536,56,945,0.0,0.40625,1027
65536,58,945,0.0,0.34375,1028
65536,60,945,0.0,0.5,1029
65536,62,945,0.0,0.40625,1030
65536,64,945,0.0,0.34375,1031
65536,66,945,0.0,0.3125,1032
65536,68,945,0.0,0.21875,1033
65536,70,945,0.0,0.1875,1034
65536,72,945,0.0,0.5,1035
65536,74,945,0.0,0.25,1036
65536,76,945,0.0,0.3125,1037
65536,78,945,0.0,0.21875,1038
65536,80,945,0.0,0.21875,1039
65536,82,945,0.0,0.15625,1040
65536,84,945,0.0,0.1875,1041
65536,86,945,0.0,0.25,1042
65536,88,945,0.0,0.25,1043
65536,90,945,0.0,0.1875,1044
65536,92,945,0.0,0.1875,1045
65536,94,945,0.0,0.15625,1046
65536,96,945,0.0,0.1875,1047
65536,98,945,0.0,0.21875,1048
65536,100,945,0.0,0.0625,1049
65536,2,990,1.0,1.0,1050
65536,4,990,1.0,1.0,1051
65536,6,990,1.0,1.0,1052
65536,8,990,1.0,1.0,1053
65536,10,990,0.96875,1.0,1054
65536,12,990,0.8125,1.0,1055
65536,14,990,0.125,1.0,1056
65536,16,990,0.0,1.0,1057
65536,18,990,0.0,1.0,1058
65536,20,990,0.0,1.0,1059
65536,22,990,0.0,0.96875,1060
65536,24,990,0.0,0.90625,1061
65536,26,990,0.0,0.96875,1062
65536,28,990,0.0,0.9375,1063
65536,30,990,0.0,1.0,1064
65536,32,990,0.0,0.84375,1065
65536,34,990,0.0,0.8125,1066
65536,36,990,0.0,0.84375,1067
65536,38,990,0.0,0.90625,1068
65536,40,990,0.0,0.84375,1069
65536,42,990,0.0,0.78125,1070
65536,44,990,0.0,0.625,1071
65536,46,990,0.0,0.5625,1072
65536,48,990,0.0,0.625,1073
65536,50,990,0.0,0.65625,1074
65536,52,990,0.0,0.59375,1075
65536,54,990,0.0,0.46875,1076
65536,56,990,0.0,0.59375,1077
65536,58,990,0.0,0.59375,1078
65536,60,990,0.0,0.375,1079
65536,62,990,0.0,0.25,1080
65536,64,990,0.0,0.34375,1081
65536,66,990,0.0,0.34375,1082
65536,68,990,0.0,0.3125,1083
65536,70,990,0.0,0.34375,1084
65536,72,990,0.0,0.1875,1085
65536,74,990,0.0,0.25,1086
65536,76,990,0.0,0.21875,1087
65536,78,990,0.0,0.3125,1088
65536,80,990,0.0,0.21875,1089
65536,82,990,0.0,0.21875,1090
65536,84,990,0.0,0.34375,1091
65536,86,990,0.0,0.1875,1092
65536,88,990,0.0,0.09375,1093
65536,90,990,0.0,0.0625,1094
65536,92,990,0.0,0.21875,1095
65536,94,990,0.0,0.25,1096
65536,96,990,0.0,0.09375,1097
65536,98,990,0.0,0.125,1098
65536,100,990,0.0,0.1875,1099
65536,2,1035,1.0,1.0,1100
65536,4,1035,1.0,1.0,1101
65536,6,1035,1.0,1.0,1102
65536,8,1035,1.0,1.0,1103
65536,10,1035,0.96875,1.0,1104
65536,12,1035,0.875,1.0,1105
65536,14,1035,0.40625,1.0,1106
65536,16,1035,0.0,1.0,1107
65536,18,1035,0.0,1.0,1108
65536,20,1035,0.0,1.0,1109
65536,22,1035,0.0,1.0,1110
65536,24,1035,0.0,0.9375,1111
65536,26,1035,0.0,1.0,1112
65536,28,1035,0.0,0.96875,1113
65536,30,1035,0.0,0.9375,1114
65536,32,1035,0.0,0.875,1115
65536,34,1035,0.0,0.875,1116
65536,36,1035,0.0,0.875,1117
65536,38,1035,0.0,0.8125,1118
65536,40,1035,0.0,0.71875,1119
65536,42,1035,0.0,0.8125,1120
65536,44,1035,0.0,0.71875,1121
65536,46,1035,0.0,0.75,1122
65536,48,1035,0.0,0.75,1123
65536,50,1035,0.0,0.46875,1124
65536,52,1035,0.0,0.65625,1125
65536,54,1035,0.0,0.46875,1126
65536,56,1035,0.0,0.53125,1127
65536,58,1035,0.0,0.4375,1128
65536,60,1035,0.0,0.40625,1129
65536,62,1035,0.0,0.4375,1130
65536,64,1035,0.0,0.34375,1131
65536,66,1035,0.0,0.3125,1132
65536,68,1035,0.0,0.3125,1133
65536,70,1035,0.0,0.28125,1134
65536,72,1035,0.0,0.46875,1135
65536,74,1035,0.0,0.3125,1136
65536,76,1035,0.0,0.1875,1137
65536,78,1035,0.0,0.1875,1138
65536,80,1035,0.0,0.25,1139
65536,82,1035,0.0,0.1875,1140
65536,84,1035,0.0,0.15625,1141
65536,86,1035,0.0,0.28125,1142
65536,88,1035,0.0,0.125,1143
65536,90,1035,0.0,0.28125,1144
65536,92,1035,0.0,0.125,1145
65536,94,1035,0.0,0.1875,1146
65536,96,1035,0.0,0.15625,1147
65536,98,1035,0.0,0.1875,1148
65536,100,1035,0.0,0.15625,1149
65536,2,1080,1.0,1.0,1150
65536,4,1080,1.0,1.0,1151
65536,6,1080,1.0,1.0,1152
65536,8,1080,1.0,1.0,1153
65536,10,1080,1.0,1.0,1154
65536,12,1080,0.84375,1.0,1155
65536,14,1080,0.53125,1.0,1156
65536,16,1080,0.25,1.0,1157
65536,18,1080,0.0,1.0,1158
65536,20,1080,0.0,1.0,1159
65536,22,1080,0.0,1.0,1160
65536,24,1080,0.0,1.0,1161
65536,26,1080,0.0,0.96875,1162
65536,28,1080,0.0,1.0,1163
65536,30,1080,0.0,0.96875,1164
65536,32,1080,0.0,0.875,1165
65536,34,1080,0.0,0.90625,1166
65536,36,1080,0.0,0.9375,1167
65536,38,1080,0.0,0.78125,1168
65536,40,1080,0.0,0.75,1169
65536,42,1080,0.0,0.75,1170
65536,44,1080,0.0,0.625,1171
65536,46,1080,0.0,0.78125,1172
65536,48,1080,0.0,0.71875,1173
65536,50,1080,0.0,0.625,1174
65536,52,1080,0.0,0.65625,1175
65536,54,1080,0.0,0.625,1176
65536,56,1080,0.0,0.46875,1177
65536,58,1080,0.0,0.65625,1178
65536,60,1080,0.0,0.59375,1179
65536,62,1080,0.0,0.53125,1180
65536,64,1080,0.0,0.59375,1181
65536,66,1080,0.0,0.59375,1182
65536,68,1080,0.0,0.46875,1183
65536,70,1080,0.0,0.34375,1184
65536,72,1080,0.0,0.3125,1185
65536,74,1080,0.0,0.25,1186
65536,76,1080,0.0,0.21875,1187
65536,78,1080,0.0,0.375,1188
65536,80,1080,0.0,0.4375,1189
65536,82,1080,0.0,0.15625,1190
65536,84,1080,0.0,0.28125,1191
65536,86,1080,0.0,0.25,1192
65536,88,1080,0.0,0.15625,1193
65536,90,1080,0.0,0.28125,1194
65536,92,1080,0.0,0.25,1195
65536,94,1080,0.0,0.1875,1196
65536,96,1080,0.0,0.1875,1197
65536,98,1080,0.0,0.21875,1198
65536,100,1080,0.0,0.28125,1199
65536,2,1125,1.0,1.0,1200
65536,4,1125,1.0,1.0,1201
65536,6,1125,1.0,1.0,1202
65536,8,1125,1.0,1.0,1203
65536,10,1125,1.0,1.0,1204
65536,12,1125,0.9375,1.0,1205
65536,14,1125,0.65625,1.0,1206
65536,16,1125,0.03125,1.0,1207
65536,18,1125,0.0625,1.0,1208
65536,20,1125,0.0,1.0,1209
65536,22,1125,0.0,1.0,1210
65536,24,1125,0.0,1.0,1211
65536,26,1125,0.0,1.0,1212
65536,28,1125,0.0,1.0,1213
65536,30,1125,0.0,1.0,1214
65536,32,1125,0.0,0.90625,1215
65536,34,1125,0.0,0.84375,1216
65536,36,1125,0.0,0.90625,1217
65536,38,1125,0.0,0.875,1218
65536,40,1125,0.0,0.84375,1219
65536,42,1125,0.0,0.6875,1220
65536,44,1125,0.0,0.78125,1221
65536,46,1125,0.0,0.75,1222
65536,48,1125,0.0,0.8125,1223
65536,50,1125,0.0,0.71875,1224
65536,52,1125,0.0,0.5625,1225
65536,54,1125,0.0,0.5,1226
65536,56,1125,0.0,0.40625,1227
65536,58,1125,0.0,0.5,1228
65536,60,1125,0.0,0.34375,1229
65536,62,1125,0.0,0.28125,1230
65536,64,1125,0.0,0.375,1231
65536,66,1125,0.0,0.6875,1232
65536,68,1125,0.0,0.375,1233
65536,70,1125,0.0,0.375,1234
65536,72,1125,0.0,0.375,1235
65536,74,1125,0.0,0.375,1236
65536,76,1125,0.0,0.1875,1237
65536,78,1125,0.0,0.375,1238
65536,80,1125,0.0,0.375,1239
65536,82,1125,0.0,0.34375,1240
65536,84,1125,0.0,0.3125,1241
65536,86,1125,0.0,0.25,1242
65536,88,1125,0.0,0.25,1243
65536,90,1125,0.0,0.125,1244
65536,92,1125,0.0,0.375,1245
65536,94,1125,0.0,0.09375,1246
65536,96,1125,0.0,0.25,1247
65536,98,1125,0.0,0.0625,1248
65536,100,1125,0.0,0.1875,1249
65536,2,1170,1.0,1.0,1250
65536,4,1170,1.0,1.0,1251
65536,6,1170,1.0,1.0,1252
65536,8,1170,1.0,1.0,1253
65536,10,1170,1.0,1.0,1254
65536,12,1170,1.0,1.0,1255
65536,14,1170,0.75,1.0,1256
65536,16,1170,0.28125,1.0,1257
65536,18,1170,0.03125,1.0,1258
65536,20,1170,0.0,1.0,1259
65536,22,1170,0.0,1.0,1260
65536,24,1170,0.0,1.0,1261
65536,26,1170,0.0,1.0,1262
65536,28,1170,0.0,1.0,1263
65536,30,1170,0.0,0.9375,1264
65536,32,1170,0.0,0.875,1265
65536,34,1170,0.0,0.875,1266
65536,36,1170,0.0,0.90625,1267
65536,38,1170,0.0,0.9375,1268
65536,40,1170,0.0,0.8125,1269
65536,42,1170,0.0,0.84375,1270
65536,44,1170,0.0,0.84375,1271
65536,46,1170,0.0,0.75,1272
65536,48,1170,0.0,0.71875,1273
65536,50,1170,0.0,0.71875,1274
65536,52,1170,0.0,0.78125,1275
65536,54,1170,0.0,0.84375,1276
65536,56,1170,0.0,0.59375,1277
65536,58,1170,0.0,0.625,1278
65536,60,1170,0.0,0.46875,1279
65536,62,1170,0.0,0.4375,1280
65536,64,1170,0.0,0.375,1281
65536,66,1170,0.0,0.53125,1282
65536,68,1170,0.0,0.375,1283
65536,70,1170,0.0,0.53125,1284
65536,72,1170,0.0,0.28125,1285
65536,74,1170,0.0,0.1875,1286
65536,76,1170,0.0,0.25,1287
65536,78,1170,0.0,0.4375,1288
65536,80,1170,0.0,0.25,1289
65536,82,1170,0.0,0.3125,1290
65536,84,1170,0.0,0.3125,1291
65536,86,1170,0.0,0.40625,1292
65536,88,1170,0.0,0.3125,1293
65536,90,1170,0.0,0.3125,1294
65536,92,1170,0.0,0.28125,1295
65536,94,1170,0.0,0.09375,1296
65536,96,1170,0.0,0.1875,1297
65536,98,1170,0.0,0.125,1298
65536,100,1170,0.0,0.15625,1299
65536,2,1215,1.0,1.0,1300
65536,4,1215,1.0,1.0,1301
65536,6,1215,1.0,1.0,1302
65536,8,1215,1.0,1.0,1303
65536,10,1215,1.0,1.0,1304
65536,12,1215,0.9375,1.0,1305
65536,14,1215,0.875,1.0,1306
65536,16,1215,0.5,1.0,1307
65536,18,1215,0.21875,1.0,1308
65536,20,1215,0.0625,1.0,1309
65536,22,1215,0.0,1.0,1310
65536,24,1215,0.0,1.0,1311
65536,26,1215,0.0,1.0,1312
65536,28,1215,0.0,1.0,1313
65536,30,1215,0.0,0.9375,1314
65536,32,1215,0.0,0.96875,1315
65536,34,1215,0.0,0.875,1316
65536,36,1215,0.0,0.90625,1317
65536,38,1215,0.0,0.96875,1318
65536,40,1215,0.0,0.90625,1319
65536,42,1215,0.0,0.71875,1320
65536,44,1215,0.0,0.8125,1321
65536,46,1215,0.0,0.8125,1322
65536,48,1215,0.0,0.71875,1323
65536,50,1215,0.0,0.6875,1324
65536,52,1215,0.0,0.78125,1325
65536,54,1215,0.0,0.6875,1326
65536,56,1215,0.0,0.5625,1327
65536,58,1215,0.0,0.5625,1328
65536,60,1215,0.0,0.59375,1329
65536,62,1215,0.0,0.46875,1330
65536,64,1215,0.0,0.6875,1331
65536,66,1215,0.0,0.625,1332
65536,68,1215,0.0,0.4375,1333
65536,70,1215,0.0,0.53125,1334
65536,72,1215,0.0,0.53125,1335
65536,74,1215,0.0,0.25,1336
65536,76,1215,0.0,0.375,1337
65536,78,1215,0.0,0.3125,1338
65536,80,1215,0.0,0.40625,1339
65536,82,1215,0.0,0.15625,1340
65536,84,1215,0.0,0.25,1341
65536,86,1215,0.0,0.28125,1342
65536,88,1215,0.0,0.15625,1343
65536,90,1215,0.0,0.28125,1344
65536,92,1215,0.0,0.28125,1345
65536,94,1215,0.0,0.1875,1346
65536,96,1215,0.0,0.15625,1347
65536,98,1215,0.0,0.34375,1348
65536,100,1215,0.0,0.28125,1349
65536,2,1260,1.0,1.0,1350
65536,4,1260,1.0,1.0,1351
65536,6,1260,1.0,1.0,1352
65536,8,1260,1.0,1.0,1353
65536,10,1260,1.0,1.0,1354
65536,12,1260,0.9375,1.0,1355
65536,14,1260,0.9375,1.0,1356
65536,16,1260,0.46875,1.0,1357
65536,18,1260,0.21875,1.0,1358
65536,20,1260,0.0,1.0,1359
65536,22,1260,0.0,1.0,1360
65536,24,1260,0.0,0.96875,1361
65536,26,1260,0.0,1.0,1362
65536,28,1260,0.0,1.0,1363
65536,30,1260,0.0,0.96875,1364
65536,32,1260,0.0,0.96875,1365
65536,34,1260,0.0,0.9375,1366
65536,36,1260,0.0,0.90625,1367
65536,38,1260,0.0,0.9375,1368
65536,40,1260,0.0,0.90625,1369
65536,42,1260,0.0,0.8125,1370
65536,44,1260,0.0,0.84375,1371
65536,46,1260,0.0,0.75,1372
65536,48,1260,0.0,0.8125,1373
65536,50,1260,0.0,0.59375,1374
65536,52,1260,0.0,0.65625,1375
65536,54,1260,0.0,0.59375,1376
65536,56,1260,0.0,0.75,1377
65536,58,1260,0.0,0.59375,1378
65536,60,1260,0.0,0.625,1379
65536,62,1260,0.0,0.5625,1380
65536,64,1260,0.0,0.5625,1381
65536,66,1260,0.0,0.65625,1382
65536,68,1260,0.0,0.5,1383
65536,70,1260,0.0,0.5,1384
65536,72,1260,0.0,0.5,1385
65536,74,1260,0.0,0.40625,1386
65536,76,1260,0.0,0.375,1387
65536,78,1260,0.0,0.5,1388
65536,80,1260,0.0,0.4375,1389
65536,82,1260,0.0,0.3125,1390
65536,84,1260,0.0,0.34375,1391
65536,86,1260,0.0,0.25,1392
65536,88,1260,0.0,0.25,1393
65536,90,1260,0.0,0.28125,1394
65536,92,1260,0.0,0.3125,1395
65536,94,1260,0.0,0.34375,1396
65536,96,1260,0.0,0.25,1397
65536,98,1260,0.0,0.25,1398
65536,100,1260,0.0,0.1875,1399
65536,2,1305,1.0,1.0,1400
65536,4,1305,1.0,1.0,1401
65536,6,1305,1.0,1.0,1402
65536,8,1305,1.0,1.0,1403
65536,10,1305,1.0,1.0,1404
65536,12,1305,1.0,1.0,1405
65536,14,1305,0.875,1.0,1406
65536,16,1305,0.65625,1.0,1407
65536,18,1305,0.34375,1.0,1408
65536,20,1305,0.1875,1.0,1409
65536,22,1305,0.03125,1.0,1410
65536,24,1305,0.0,1.0,1411
65536,26,1305,0.0,1.0,1412
65536,28,1305,0.0,1.0,1413
65536,30,1305,0.0,1.0,1414
65536,32,1305,0.0,1.0,1415
65536,34,1305,0.0,0.96875,1416
65536,36,1305,0.0,0.9375,1417
65536,38,1305,0.0,0.96875,1418
65536,40,1305,0.0,0.96875,1419
65536,42,1305,0.0,0.875,1420
65536,44,1305,0.0,0.90625,1421
65536,46,1305,0.0,0.8125,1422
65536,48,1305,0.0,0.84375,1423
65536,50,1305,0.0,0.75,1424
65536,52,1305,0.0,0.875,1425
65536,54,1305,0.0,0.6875,1426
65536,56,1305,0.0,0.71875,1427
65536,58,1305,0.0,0.75,1428
65536,60,1305,0.0,0.53125,1429
65536,62,1305,0.0,0.53125,1430
65536,64,1305,0.0,0.40625,1431
65536,66,1305,0.0,0.53125,1432
65536,68,1305,0.0,0.40625,1433
65536,70,1305,0.0,0.4375,1434
65536,72,1305,0.0,0.65625,1435
65536,74,1305,0.0,0.5,1436
65536,76,1305,0.0,0.1875,1437
65536,78,1305,0.0,0.3125,1438
65536,80,1305,0.0,0.4375,1439
65536,82,1305,0.0,0.375,1440
65536,84,1305,0.0,0.15625,1441
65536,86,1305,0.0,0.34375,1442
65536,88,1305,0.0,0.25,1443
65536,90,1305,0.0,0.25,1444
65536,92,1305,0.0,0.34375,1445
65536,94,1305,0.0,0.28125,1446
65536,96,1305,0.0,0.34375,1447
65536,98,1305,0.0,0.34375,1448
65536,100,1305,0.0,0.3125,1449
65536,2,1350,1.0,1.0,1450
65536,4,1350,1.0,1.0,1451
65536,6,1350,1.0,1.0,1452
65536,8,1350,1.0,1.0,1453
65536,10,1350,1.0,1.0,1454
65536,12,1350,1.0,1.0,1455
65536,14,1350,0.9375,1.0,1456
65536,16,1350,0.78125,1.0,1457
65536,18,1350,0.4375,1.0,1458
65536,20,1350,0.125,1.0,1459
65536,22,1350,0.0,1.0,1460
65536,24,1350,0.0,1.0,1461
65536,26,1350,0.0,1.0,1462
65536,28,1350,0.0,1.0,1463
65536,30,1350,0.0,1.0,1464
65536,32,1350,0.0,1.0,1465
65536,34,1350,0.0,1.0,1466
65536,36,1350,0.0,1.0,1467
65536,38,1350,0.0,0.96875,1468
65536,40,1350,0.0,1.0,1469
65536,42,1350,0.0,0.9375,1470
65536,44,1350,0.0,0.8125,1471
65536,46,1350,0.0,0.84375,1472
65536,48,1350,0.0,0.84375,1473
65536,50,1350,0.0,0.84375,1474
65536,52,1350,0.0,0.78125,1475
65536,54,1350,0.0,0.71875,1476
65536,56,1350,0.0,0.78125,1477
65536,58,1350,0.0,0.6875,1478
65536,60,1350,0.0,0.8125,1479
65536,62,1350,0.0,0.78125,1480
65536,64,1350,0.0,0.53125,1481
65536,66,1350,0.0,0.65625,1482
65536,68,1350,0.0,0.5,1483
65536,70,1350,0.0,0.65625,1484
65536,72,1350,0.0,0.53125,1485
65536,74,1350,0.0,0.4375,1486
65536,76,1350,0.0,0.375,1487
65536,78,1350,0.0,0.3125,1488
65536,80,1350,0.0,0.5,1489
65536,82,1350,0.0,0.40625,1490
65536,84,1350,0.0,0.34375,1491
65536,86,1350,0.0,0.28125,1492
65536,88,1350,0.0,0.46875,1493
65536,90,1350,0.0,0.3125,1494
65536,92,1350,0.0,0.375,1495
65536,94,1350,0.0,0.375,1496
65536,96,1350,0.0,0.34375,1497
65536,98,1350,0.0,0.3125,1498
65536,100,1350,0.0,0.40625,1499
65536,2,1395,1.0,1.0,1500
65536,4,1395,1.0,1.0,1501
65536,6,1395,1.0,1.0,1502
65536,8,1395,1.0,1.0,1503
65536,10,1395,1.0,1.0,1504
65536,12,1395,1.0,1.0,1505
65536,14,1395,0.875,1.0,1506
65536,16,1395,0.875,1.0,1507
65536,18,1395,0.6875,1.0,1508
65536,20,1395,0.25,1.0,1509
65536,22,1395,0.03125,1.0,1510
