d,n,k,errs
644,65536,50,0
188,65536,26,3
668,65536,50,0
212,65536,26,5
692,65536,50,0
236,65536,26,0
716,65536,50,0
260,65536,26,0
284,65536,26,0
740,65536,50,0
764,65536,50,0
308,65536,26,0
788,65536,50,0
332,65536,26,0
812,65536,50,0
356,65536,26,0
836,65536,50,0
380,65536,26,0
404,65536,26,0
860,65536,50,0
428,65536,26,0
884,65536,50,0
452,65536,26,0
908,65536,50,0
476,65536,26,0
500,65536,26,0
932,65536,50,0
524,65536,26,0
548,65536,26,0
956,65536,50,0
572,65536,26,0
980,65536,50,0
596,65536,26,0
620,65536,26,0
1004,65536,50,0
20,65536,52,35
44,65536,52,27
68,65536,52,15
644,65536,26,0
92,65536,52,23
668,65536,26,0
116,65536,52,33
692,65536,26,0
140,65536,52,37
716,65536,26,0
740,65536,26,0
164,65536,52,34
764,65536,26,0
788,65536,26,0
188,65536,52,36
812,65536,26,0
212,65536,52,38
836,65536,26,0
860,65536,26,0
236,65536,52,35
884,65536,26,0
908,65536,26,0
260,65536,52,45
932,65536,26,0
956,65536,26,0
284,65536,52,43
980,65536,26,0
1004,65536,26,0
20,65536,28,16
44,65536,28,8
68,65536,28,6
308,65536,52,36
92,65536,28,18
116,65536,28,9
332,65536,52,34
140,65536,28,1
164,65536,28,3
356,65536,52,37
188,65536,28,9
212,65536,28,1
236,65536,28,1
380,65536,52,30
260,65536,28,2
284,65536,28,0
404,65536,52,7
308,65536,28,0
332,65536,28,0
428,65536,52,0
356,65536,28,0
452,65536,52,0
380,65536,28,0
476,65536,52,0
404,65536,28,0
428,65536,28,0
500,65536,52,0
452,65536,28,0
476,65536,28,0
524,65536,52,0
500,65536,28,0
548,65536,52,0
524,65536,28,0
548,65536,28,0
572,65536,52,0
572,65536,28,0
596,65536,28,0
596,65536,52,0
620,65536,28,0
620,65536,52,0
644,65536,28,0
668,65536,28,0
644,65536,52,0
692,65536,28,0
668,65536,52,0
716,65536,28,0
692,65536,52,0
740,65536,28,0
716,65536,52,0
764,65536,28,0
740,65536,52,0
788,65536,28,0
812,65536,28,0
764,65536,52,0
836,65536,28,0
788,65536,52,0
860,65536,28,0
812,65536,52,0
884,65536,28,0
836,65536,52,0
908,65536,28,0
860,65536,52,0
932,65536,28,0
884,65536,52,0
956,65536,28,0
908,65536,52,0
980,65536,28,0
932,65536,52,0
1004,65536,28,0
20,65536,30,15
44,65536,30,6
68,65536,30,9
956,65536,52,0
92,65536,30,6
980,65536,52,0
116,65536,30,17
1004,65536,52,0
20,65536,54,37
44,65536,54,32
140,65536,30,15
68,65536,54,18
92,65536,54,21
164,65536,30,16
116,65536,54,39
188,65536,30,2
140,65536,54,31
164,65536,54,34
212,65536,30,16
236,65536,30,0
260,65536,30,0
188,65536,54,38
284,65536,30,0
308,65536,30,0
212,65536,54,34
332,65536,30,0
236,65536,54,43
356,65536,30,0
380,65536,30,0
260,65536,54,45
404,65536,30,0
428,65536,30,0
452,65536,30,0
284,65536,54,41
476,65536,30,0
500,65536,30,0
524,65536,30,0
308,65536,54,42
548,65536,30,0
572,65536,30,0
332,65536,54,29
596,65536,30,0
620,65536,30,0
644,65536,30,0
356,65536,54,28
668,65536,30,0
692,65536,30,0
380,65536,54,35
716,65536,30,0
740,65536,30,0
404,65536,54,10
764,65536,30,0
788,65536,30,0
428,65536,54,7
812,65536,30,0
836,65536,30,0
452,65536,54,26
860,65536,30,0
476,65536,54,0
884,65536,30,0
500,65536,54,0
908,65536,30,0
524,65536,54,0
932,65536,30,0
956,65536,30,0
548,65536,54,0
980,65536,30,0
572,65536,54,0
1004,65536,30,0
20,65536,32,17
44,65536,32,12
596,65536,54,0
68,65536,32,13
92,65536,32,9
620,65536,54,0
116,65536,32,10
644,65536,54,0
140,65536,32,12
164,65536,32,7
668,65536,54,0
692,65536,54,0
188,65536,32,20
212,65536,32,1
716,65536,54,0
740,65536,54,0
236,65536,32,9
764,65536,54,0
260,65536,32,21
788,65536,54,0
284,65536,32,1
308,65536,32,0
812,65536,54,0
332,65536,32,0
836,65536,54,0
356,65536,32,0
860,65536,54,0
380,65536,32,0
884,65536,54,0
404,65536,32,0
908,65536,54,0
428,65536,32,0
932,65536,54,0
452,65536,32,0
476,65536,32,0
956,65536,54,0
500,65536,32,0
980,65536,54,0
524,65536,32,0
548,65536,32,0
1004,65536,54,0
20,65536,56,38
44,65536,56,30
68,65536,56,25
572,65536,32,0
92,65536,56,29
596,65536,32,0
116,65536,56,26
620,65536,32,0
140,65536,56,37
644,65536,32,0
164,65536,56,33
668,65536,32,0
692,65536,32,0
188,65536,56,47
716,65536,32,0
740,65536,32,0
212,65536,56,39
764,65536,32,0
788,65536,32,0
236,65536,56,42
812,65536,32,0
836,65536,32,0
260,65536,56,45
860,65536,32,0
884,65536,32,0
284,65536,56,34
908,65536,32,0
932,65536,32,0
308,65536,56,48
956,65536,32,0
980,65536,32,0
332,65536,56,45
1004,65536,32,0
20,65536,34,16
44,65536,34,17
68,65536,34,7
356,65536,56,42
92,65536,34,22
116,65536,34,13
140,65536,34,17
380,65536,56,35
164,65536,34,23
188,65536,34,26
404,65536,56,38
212,65536,34,14
428,65536,56,1
236,65536,34,15
452,65536,56,0
260,65536,34,1
476,65536,56,0
284,65536,34,7
500,65536,56,0
308,65536,34,0
524,65536,56,0
332,65536,34,0
356,65536,34,0
548,65536,56,0
380,65536,34,0
404,65536,34,0
572,65536,56,0
428,65536,34,0
596,65536,56,0
452,65536,34,0
476,65536,34,0
620,65536,56,0
500,65536,34,0
644,65536,56,0
524,65536,34,0
668,65536,56,0
548,65536,34,0
572,65536,34,0
692,65536,56,0
596,65536,34,0
716,65536,56,0
620,65536,34,0
740,65536,56,0
644,65536,34,0
764,65536,56,0
668,65536,34,0
692,65536,34,0
788,65536,56,0
716,65536,34,0
812,65536,56,0
740,65536,34,0
836,65536,56,0
764,65536,34,0
860,65536,56,0
788,65536,34,0
812,65536,34,0
884,65536,56,0
836,65536,34,0
908,65536,56,0
860,65536,34,0
932,65536,56,0
884,65536,34,0
956,65536,56,0
908,65536,34,0
980,65536,56,0
932,65536,34,0
1004,65536,56,0
20,65536,58,37
44,65536,58,31
956,65536,34,0
68,65536,58,34
92,65536,58,33
980,65536,34,0
116,65536,58,28
1004,65536,34,0
20,65536,36,20
44,65536,36,20
68,65536,36,11
92,65536,36,5
140,65536,58,43
116,65536,36,16
164,65536,58,51
140,65536,36,15
188,65536,58,39
164,65536,36,27
212,65536,58,39
188,65536,36,21
236,65536,58,43
212,65536,36,22
260,65536,58,50
236,65536,36,26
260,65536,36,21
284,65536,58,48
284,65536,36,0
308,65536,36,0
332,65536,36,0
308,65536,58,44
356,65536,36,0
380,65536,36,0
332,65536,58,41
404,65536,36,0
356,65536,58,36
428,65536,36,0
452,65536,36,0
380,65536,58,45
476,65536,36,0
500,65536,36,0
404,65536,58,15
524,65536,36,0
548,65536,36,0
572,65536,36,0
428,65536,58,22
596,65536,36,0
620,65536,36,0
452,65536,58,0
644,65536,36,0
476,65536,58,0
668,65536,36,0
500,65536,58,0
692,65536,36,0
716,65536,36,0
524,65536,58,0
740,65536,36,0
548,65536,58,0
764,65536,36,0
788,65536,36,0
572,65536,58,0
812,65536,36,0
836,65536,36,0
596,65536,58,0
860,65536,36,0
884,65536,36,0
620,65536,58,0
908,65536,36,0
932,65536,36,0
644,65536,58,0
956,65536,36,0
668,65536,58,0
980,65536,36,0
692,65536,58,0
1004,65536,36,0
20,65536,38,21
44,65536,38,22
68,65536,38,12
92,65536,38,8
716,65536,58,0
116,65536,38,13
740,65536,58,0
140,65536,38,16
764,65536,58,0
164,65536,38,31
788,65536,58,0
188,65536,38,17
812,65536,58,0
836,65536,58,0
212,65536,38,32
860,65536,58,0
236,65536,38,18
884,65536,58,0
260,65536,38,0
908,65536,58,0
284,65536,38,0
308,65536,38,0
932,65536,58,0
332,65536,38,0
956,65536,58,0
356,65536,38,0
980,65536,58,0
380,65536,38,0
404,65536,38,0
1004,65536,58,0
20,65536,60,40
44,65536,60,32
68,65536,60,36
92,65536,60,24
428,65536,38,0
116,65536,60,34
140,65536,60,39
452,65536,38,0
164,65536,60,47
476,65536,38,0
500,65536,38,0
188,65536,60,31
524,65536,38,0
212,65536,60,34
548,65536,38,0
572,65536,38,0
236,65536,60,44
596,65536,38,0
260,65536,60,45
620,65536,38,0
644,65536,38,0
668,65536,38,0
284,65536,60,47
692,65536,38,0
716,65536,38,0
308,65536,60,44
740,65536,38,0
764,65536,38,0
332,65536,60,50
788,65536,38,0
812,65536,38,0
356,65536,60,49
836,65536,38,0
860,65536,38,0
380,65536,60,34
884,65536,38,0
908,65536,38,0
932,65536,38,0
404,65536,60,38
956,65536,38,0
980,65536,38,0
428,65536,60,35
1004,65536,38,0
20,65536,40,22
44,65536,40,22
68,65536,40,15
452,65536,60,2
92,65536,40,21
116,65536,40,22
476,65536,60,0
140,65536,40,30
500,65536,60,2
164,65536,40,19
524,65536,60,0
188,65536,40,25
548,65536,60,0
212,65536,40,28
236,65536,40,16
572,65536,60,0
260,65536,40,13
596,65536,60,0
620,65536,60,0
284,65536,40,31
644,65536,60,0
308,65536,40,15
668,65536,60,0
692,65536,60,0
332,65536,40,20
716,65536,60,0
356,65536,40,0
380,65536,40,0
740,65536,60,0
404,65536,40,0
764,65536,60,0
428,65536,40,0
788,65536,60,0
812,65536,60,0
452,65536,40,0
836,65536,60,0
476,65536,40,0
860,65536,60,0
500,65536,40,0
524,65536,40,0
884,65536,60,0
548,65536,40,0
908,65536,60,0
572,65536,40,0
932,65536,60,0
596,65536,40,0
620,65536,40,0
956,65536,60,0
644,65536,40,0
980,65536,60,0
668,65536,40,0
1004,65536,60,0
692,65536,40,0
20,65536,62,44
44,65536,62,32
68,65536,62,29
92,65536,62,30
716,65536,40,0
116,65536,62,34
740,65536,40,0
140,65536,62,47
764,65536,40,0
164,65536,62,42
788,65536,40,0
812,65536,40,0
188,65536,62,50
836,65536,40,0
212,65536,62,44
860,65536,40,0
884,65536,40,0
236,65536,62,53
908,65536,40,0
260,65536,62,49
932,65536,40,0
956,65536,40,0
284,65536,62,45
980,65536,40,0
1004,65536,40,0
20,65536,42,25
44,65536,42,27
68,65536,42,13
92,65536,42,14
308,65536,62,39
116,65536,42,29
140,65536,42,19
332,65536,62,55
164,65536,42,23
356,65536,62,51
188,65536,42,33
212,65536,42,33
380,65536,62,55
236,65536,42,17
260,65536,42,15
404,65536,62,48
284,65536,42,36
428,65536,62,36
308,65536,42,28
452,65536,62,31
332,65536,42,36
356,65536,42,0
476,65536,62,28
380,65536,42,0
500,65536,62,0
404,65536,42,0
428,65536,42,0
524,65536,62,0
452,65536,42,0
548,65536,62,0
476,65536,42,0
572,65536,62,0
500,65536,42,0
596,65536,62,0
524,65536,42,0
548,65536,42,0
572,65536,42,0
620,65536,62,0
596,65536,42,0
620,65536,42,0
644,65536,62,0
644,65536,42,0
668,65536,42,0
668,65536,62,0
692,65536,42,0
692,65536,62,0
716,65536,42,0
740,65536,42,0
716,65536,62,0
764,65536,42,0
740,65536,62,0
788,65536,42,0
764,65536,62,0
812,65536,42,0
788,65536,62,0
836,65536,42,0
812,65536,62,0
860,65536,42,0
836,65536,62,0
884,65536,42,0
860,65536,62,0
908,65536,42,0
932,65536,42,0
884,65536,62,0
956,65536,42,0
908,65536,62,0
980,65536,42,0
932,65536,62,0
1004,65536,42,0
20,65536,44,27
44,65536,44,24
68,65536,44,17
956,65536,62,0
92,65536,44,12
980,65536,62,0
116,65536,44,22
1004,65536,62,0
140,65536,44,24
20,65536,64,44
44,65536,64,47
68,65536,64,31
92,65536,64,26
164,65536,44,19
116,65536,64,44
188,65536,44,30
140,65536,64,48
164,65536,64,38
212,65536,44,33
188,65536,64,30
236,65536,44,24
212,65536,64,47
260,65536,44,31
236,65536,64,50
284,65536,44,28
260,65536,64,57
308,65536,44,1
332,65536,44,6
284,65536,64,47
356,65536,44,2
380,65536,44,0
308,65536,64,37
404,65536,44,0
428,65536,44,0
332,65536,64,37
452,65536,44,2
476,65536,44,0
500,65536,44,0
356,65536,64,54
524,65536,44,0
548,65536,44,0
380,65536,64,51
572,65536,44,0
596,65536,44,0
620,65536,44,0
404,65536,64,49
644,65536,44,0
668,65536,44,0
692,65536,44,0
428,65536,64,40
716,65536,44,0
740,65536,44,0
452,65536,64,48
764,65536,44,0
788,65536,44,0
476,65536,64,5
812,65536,44,0
500,65536,64,0
836,65536,44,0
524,65536,64,0
860,65536,44,0
548,65536,64,0
884,65536,44,0
572,65536,64,0
908,65536,44,0
596,65536,64,0
932,65536,44,0
956,65536,44,0
620,65536,64,0
980,65536,44,0
644,65536,64,0
1004,65536,44,0
20,65536,46,31
44,65536,46,25
68,65536,46,24
92,65536,46,14
116,65536,46,26
668,65536,64,0
140,65536,46,27
164,65536,46,26
692,65536,64,0
188,65536,46,28
716,65536,64,0
212,65536,46,29
740,65536,64,0
236,65536,46,28
764,65536,64,0
260,65536,46,34
788,65536,64,0
812,65536,64,0
284,65536,46,33
836,65536,64,0
860,65536,64,0
308,65536,46,31
884,65536,64,0
332,65536,46,0
908,65536,64,0
356,65536,46,1
932,65536,64,0
956,65536,64,0
380,65536,46,13
404,65536,46,0
980,65536,64,0
428,65536,46,0
1004,65536,64,0
20,65536,66,38
44,65536,66,37
68,65536,66,35
452,65536,46,0
92,65536,66,32
116,65536,66,43
476,65536,46,0
140,65536,66,39
500,65536,46,0
164,65536,66,47
524,65536,46,0
188,65536,66,52
548,65536,46,0
212,65536,66,50
572,65536,46,0
596,65536,46,0
236,65536,66,49
620,65536,46,0
260,65536,66,57
644,65536,46,0
668,65536,46,0
692,65536,46,0
284,65536,66,47
716,65536,46,0
740,65536,46,0
308,65536,66,55
764,65536,46,0
788,65536,46,0
332,65536,66,51
812,65536,46,0
836,65536,46,0
356,65536,66,56
860,65536,46,0
884,65536,46,0
380,65536,66,60
908,65536,46,0
932,65536,46,0
956,65536,46,0
404,65536,66,44
980,65536,46,0
428,65536,66,34
1004,65536,46,0
20,65536,48,28
44,65536,48,25
68,65536,48,20
92,65536,48,13
116,65536,48,26
452,65536,66,49
140,65536,48,30
476,65536,66,0
164,65536,48,34
500,65536,66,1
188,65536,48,30
524,65536,66,0
548,65536,66,0
212,65536,48,39
572,65536,66,0
236,65536,48,35
260,65536,48,38
596,65536,66,0
284,65536,48,36
620,65536,66,0
308,65536,48,4
644,65536,66,0
668,65536,66,0
332,65536,48,41
692,65536,66,0
356,65536,48,30
716,65536,66,0
740,65536,66,0
380,65536,48,30
764,65536,66,0
404,65536,48,0
788,65536,66,0
428,65536,48,0
452,65536,48,0
812,65536,66,0
476,65536,48,0
836,65536,66,0
860,65536,66,0
500,65536,48,0
884,65536,66,0
524,65536,48,0
908,65536,66,0
548,65536,48,0
932,65536,66,0
572,65536,48,0
596,65536,48,0
956,65536,66,0
980,65536,66,0
620,65536,48,0
644,65536,48,0
1004,65536,66,0
20,65536,68,49
44,65536,68,44
68,65536,68,40
92,65536,68,31
116,65536,68,36
668,65536,48,0
140,65536,68,28
692,65536,48,0
164,65536,68,39
716,65536,48,0
188,65536,68,46
740,65536,48,0
764,65536,48,0
212,65536,68,51
788,65536,48,0
812,65536,48,0
236,65536,68,52
836,65536,48,0
260,65536,68,50
860,65536,48,0
884,65536,48,0
284,65536,68,53
908,65536,48,0
932,65536,48,0
308,65536,68,56
956,65536,48,0
980,65536,48,0
332,65536,68,46
1004,65536,48,0
20,65536,50,35
44,65536,50,26
68,65536,50,22
92,65536,50,32
356,65536,68,52
116,65536,50,33
140,65536,50,23
380,65536,68,51
164,65536,50,37
188,65536,50,33
404,65536,68,44
212,65536,50,35
236,65536,50,24
428,65536,68,35
260,65536,50,33
452,65536,68,44
284,65536,50,38
476,65536,68,50
308,65536,50,37
500,65536,68,0
332,65536,50,19
524,65536,68,1
548,65536,68,3
356,65536,50,26
380,65536,50,0
572,65536,68,1
404,65536,50,0
596,65536,68,0
428,65536,50,0
452,65536,50,0
620,65536,68,0
476,65536,50,0
500,65536,50,0
644,65536,68,0
524,65536,50,0
668,65536,68,0
548,65536,50,0
572,65536,50,0
692,65536,68,0
596,65536,50,0
716,65536,68,0
620,65536,50,0
644,65536,50,0
740,65536,68,0
668,65536,50,0
764,65536,68,0
692,65536,50,0
788,65536,68,0
716,65536,50,0
740,65536,50,0
812,65536,68,0
764,65536,50,0
836,65536,68,0
788,65536,50,0
860,65536,68,0
812,65536,50,0
884,65536,68,0
836,65536,50,0
860,65536,50,0
908,65536,68,0
884,65536,50,0
932,65536,68,0
908,65536,50,0
956,65536,68,0
932,65536,50,0
980,65536,68,0
956,65536,50,0
1004,65536,68,0
20,65536,70,48
44,65536,70,39
68,65536,70,32
980,65536,50,0
92,65536,70,42
1004,65536,50,0
20,65536,52,34
44,65536,52,30
68,65536,52,21
116,65536,70,26
140,65536,70,35
92,65536,52,39
116,65536,52,17
164,65536,70,58
140,65536,52,33
188,65536,70,55
164,65536,52,43
212,65536,70,56
188,65536,52,42
236,65536,70,61
212,65536,52,37
260,65536,70,60
236,65536,52,36
260,65536,52,21
284,65536,70,56
284,65536,52,40
308,65536,70,55
308,65536,52,36
332,65536,70,57
332,65536,52,37
356,65536,70,51
356,65536,52,30
380,65536,70,58
380,65536,52,18
404,65536,70,56
404,65536,52,11
428,65536,52,0
452,65536,52,0
428,65536,70,57
476,65536,52,0
500,65536,52,0
452,65536,70,50
524,65536,52,0
476,65536,70,38
548,65536,52,0
572,65536,52,0
596,65536,52,0
500,65536,70,38
620,65536,52,0
644,65536,52,0
524,65536,70,38
668,65536,52,0
548,65536,70,0
692,65536,52,0
572,65536,70,0
716,65536,52,0
596,65536,70,0
740,65536,52,0
620,65536,70,0
764,65536,52,0
788,65536,52,0
812,65536,52,0
644,65536,70,0
836,65536,52,0
860,65536,52,0
668,65536,70,0
884,65536,52,0
908,65536,52,0
692,65536,70,0
932,65536,52,0
716,65536,70,0
956,65536,52,0
980,65536,52,0
740,65536,70,0
1004,65536,52,0
20,65536,54,35
44,65536,54,21
68,65536,54,17
764,65536,70,0
92,65536,54,24
788,65536,70,0
116,65536,54,29
140,65536,54,24
812,65536,70,0
164,65536,54,34
836,65536,70,0
188,65536,54,37
860,65536,70,0
212,65536,54,34
884,65536,70,0
908,65536,70,0
236,65536,54,39
932,65536,70,0
260,65536,54,45
956,65536,70,0
980,65536,70,0
284,65536,54,38
1004,65536,70,0
20,65536,72,50
44,65536,72,39
68,65536,72,44
92,65536,72,28
116,65536,72,37
308,65536,54,24
332,65536,54,51
140,65536,72,51
164,65536,72,52
356,65536,54,36
188,65536,72,57
380,65536,54,2
212,65536,72,56
404,65536,54,0
236,65536,72,57
428,65536,54,0
260,65536,72,55
452,65536,54,6
476,65536,54,0
284,65536,72,63
500,65536,54,0
308,65536,72,59
524,65536,54,0
332,65536,72,50
548,65536,54,0
356,65536,72,51
572,65536,54,0
596,65536,54,0
620,65536,54,0
380,65536,72,60
644,65536,54,0
668,65536,54,0
404,65536,72,63
692,65536,54,0
716,65536,54,0
428,65536,72,63
740,65536,54,0
764,65536,54,0
452,65536,72,50
788,65536,54,0
812,65536,54,0
836,65536,54,0
476,65536,72,48
860,65536,54,0
884,65536,54,0
908,65536,54,0
500,65536,72,57
932,65536,54,0
524,65536,72,9
956,65536,54,0
548,65536,72,1
980,65536,54,0
572,65536,72,0
1004,65536,54,0
20,65536,56,29
44,65536,56,31
68,65536,56,23
596,65536,72,0
92,65536,56,23
620,65536,72,0
116,65536,56,35
140,65536,56,38
644,65536,72,0
164,65536,56,44
188,65536,56,44
668,65536,72,0
212,65536,56,42
692,65536,72,0
236,65536,56,46
716,65536,72,0
260,65536,56,43
740,65536,72,0
764,65536,72,0
284,65536,56,38
788,65536,72,0
308,65536,56,34
812,65536,72,0
836,65536,72,0
332,65536,56,39
860,65536,72,0
356,65536,56,34
884,65536,72,0
908,65536,72,0
380,65536,56,36
932,65536,72,0
956,65536,72,0
404,65536,56,37
980,65536,72,0
1004,65536,72,0
20,65536,74,43
44,65536,74,49
68,65536,74,35
92,65536,74,27
428,65536,56,34
116,65536,74,35
452,65536,56,0
140,65536,74,55
476,65536,56,0
164,65536,74,53
500,65536,56,0
188,65536,74,56
524,65536,56,0
212,65536,74,60
236,65536,74,59
548,65536,56,0
260,65536,74,65
572,65536,56,0
596,65536,56,0
284,65536,74,63
620,65536,56,0
308,65536,74,67
644,65536,56,0
668,65536,56,0
332,65536,74,62
692,65536,56,0
356,65536,74,62
716,65536,56,0
740,65536,56,0
764,65536,56,0
380,65536,74,55
788,65536,56,0
812,65536,56,0
404,65536,74,66
836,65536,56,0
860,65536,56,0
428,65536,74,56
884,65536,56,0
908,65536,56,0
452,65536,74,64
932,65536,56,0
956,65536,56,0
476,65536,74,60
980,65536,56,0
1004,65536,56,0
20,65536,58,36
44,65536,58,22
500,65536,74,3
68,65536,58,30
92,65536,58,19
116,65536,58,46
140,65536,58,26
524,65536,74,20
164,65536,58,40
188,65536,58,44
548,65536,74,50
212,65536,58,44
236,65536,58,31
260,65536,58,51
572,65536,74,53
596,65536,74,0
284,65536,58,47
620,65536,74,1
308,65536,58,42
644,65536,74,0
332,65536,58,47
668,65536,74,0
356,65536,58,46
692,65536,74,0
716,65536,74,0
380,65536,58,42
740,65536,74,0
404,65536,58,30
764,65536,74,0
428,65536,58,32
788,65536,74,0
812,65536,74,0
452,65536,58,29
476,65536,58,0
836,65536,74,0
500,65536,58,0
860,65536,74,0
524,65536,58,0
884,65536,74,0
548,65536,58,0
908,65536,74,0
932,65536,74,0
572,65536,58,0
956,65536,74,0
596,65536,58,0
980,65536,74,0
620,65536,58,0
1004,65536,74,0
20,65536,76,54
44,65536,76,43
68,65536,76,33
92,65536,76,45
116,65536,76,32
644,65536,58,0
140,65536,76,44
668,65536,58,0
164,65536,76,49
692,65536,58,0
188,65536,76,63
716,65536,58,0
212,65536,76,61
740,65536,58,0
764,65536,58,0
236,65536,76,57
788,65536,58,0
260,65536,76,58
812,65536,58,0
836,65536,58,0
284,65536,76,66
860,65536,58,0
884,65536,58,0
308,65536,76,57
908,65536,58,0
932,65536,58,0
332,65536,76,59
956,65536,58,0
980,65536,58,0
356,65536,76,68
1004,65536,58,0
20,65536,60,41
44,65536,60,27
68,65536,60,25
92,65536,60,29
116,65536,60,38
380,65536,76,61
140,65536,60,30
164,65536,60,36
404,65536,76,41
188,65536,60,45
428,65536,76,60
212,65536,60,45
236,65536,60,50
452,65536,76,62
260,65536,60,51
476,65536,76,40
284,65536,60,42
308,65536,60,48
500,65536,76,55
332,65536,60,47
524,65536,76,50
356,65536,60,45
548,65536,76,1
380,65536,60,43
572,65536,76,1
596,65536,76,1
404,65536,60,21
620,65536,76,0
428,65536,60,41
644,65536,76,0
452,65536,60,14
668,65536,76,0
476,65536,60,2
692,65536,76,0
500,65536,60,48
524,65536,60,1
716,65536,76,0
548,65536,60,0
572,65536,60,0
740,65536,76,0
764,65536,76,0
596,65536,60,0
788,65536,76,0
812,65536,76,0
836,65536,76,0
620,65536,60,0
644,65536,60,0
860,65536,76,0
884,65536,76,0
668,65536,60,0
692,65536,60,0
908,65536,76,0
716,65536,60,0
932,65536,76,0
740,65536,60,0
956,65536,76,0
764,65536,60,0
980,65536,76,0
788,65536,60,0
1004,65536,76,0
812,65536,60,0
20,65536,78,53
44,65536,78,52
68,65536,78,47
92,65536,78,39
836,65536,60,0
116,65536,78,48
860,65536,60,0
140,65536,78,49
884,65536,60,0
164,65536,78,61
908,65536,60,0
188,65536,78,57
932,65536,60,0
212,65536,78,56
956,65536,60,0
980,65536,60,0
236,65536,78,61
1004,65536,60,0
20,65536,62,35
44,65536,62,37
68,65536,62,26
92,65536,62,25
260,65536,78,72
116,65536,62,42
140,65536,62,32
284,65536,78,64
164,65536,62,44
308,65536,78,65
188,65536,62,48
332,65536,78,68
212,65536,62,47
236,65536,62,53
356,65536,78,67
260,65536,62,46
380,65536,78,64
284,65536,62,46
308,65536,62,49
404,65536,78,62
332,65536,62,46
428,65536,78,65
356,65536,62,46
452,65536,78,70
380,65536,62,48
476,65536,78,57
404,65536,62,25
500,65536,78,61
428,65536,62,37
452,65536,62,47
524,65536,78,40
548,65536,78,52
476,65536,62,31
500,65536,62,0
572,65536,78,20
524,65536,62,0
596,65536,78,0
548,65536,62,0
572,65536,62,0
620,65536,78,34
596,65536,62,0
644,65536,78,0
620,65536,62,0
668,65536,78,0
644,65536,62,0
668,65536,62,0
692,65536,78,0
692,65536,62,0
716,65536,78,0
716,65536,62,0
740,65536,62,0
740,65536,78,0
764,65536,62,0
764,65536,78,0
788,65536,62,0
812,65536,62,0
788,65536,78,0
836,65536,62,0
812,65536,78,0
860,65536,62,0
836,65536,78,0
884,65536,62,0
860,65536,78,0
908,65536,62,0
884,65536,78,0
932,65536,62,0
908,65536,78,0
956,65536,62,0
932,65536,78,0
980,65536,62,0
956,65536,78,0
1004,65536,62,0
20,65536,64,45
44,65536,64,44
68,65536,64,34
92,65536,64,27
116,65536,64,25
980,65536,78,0
140,65536,64,41
1004,65536,78,0
20,65536,80,51
44,65536,80,53
68,65536,80,38
92,65536,80,44
164,65536,64,47
116,65536,80,45
140,65536,80,54
188,65536,64,49
164,65536,80,66
212,65536,64,47
188,65536,80,68
236,65536,64,49
212,65536,80,66
260,65536,64,39
236,65536,80,58
284,65536,64,49
260,65536,80,62
308,65536,64,47
284,65536,80,67
332,65536,64,51
308,65536,80,71
356,65536,64,53
332,65536,80,60
380,65536,64,53
356,65536,80,65
404,65536,64,54
380,65536,80,71
428,65536,64,30
452,65536,64,15
404,65536,80,57
428,65536,80,70
476,65536,64,29
500,65536,64,0
452,65536,80,64
524,65536,64,0
548,65536,64,0
572,65536,64,1
476,65536,80,72
596,65536,64,0
500,65536,80,58
620,65536,64,0
644,65536,64,0
524,65536,80,58
668,65536,64,0
