method,n,eta,k,d_per_nat,d,dict_type,acc
2_step,1048576,0.1777777820825576,11,1.4285714626312256,195,spherical,0.04461348684210526
2_step,1048576,0.1777777820825576,11,1.571428656578064,215,rademacher,0.14720394736842105
2_step,1048576,0.1777777820825576,11,1.571428656578064,215,spherical,0.14987664473684212
2_step,1048576,0.1777777820825576,11,1.7142858505249023,235,rademacher,0.33614309210526316
2_step,1048576,0.1777777820825576,11,1.7142858505249023,235,spherical,0.3412828947368421
2_step,1048576,0.1777777820825576,11,1.8571429252624512,254,rademacher,0.5341282894736842
2_step,1048576,0.1777777820825576,11,1.8571429252624512,254,spherical,0.5361842105263158
2_step,1048576,0.1777777820825576,11,2.0,274,rademacher,0.7201891447368421
2_step,1048576,0.1777777820825576,11,2.0,274,spherical,0.7197779605263158
2_step,1048576,0.1777777820825576,11,2.142857313156128,293,rademacher,0.854235197368421
2_step,1048576,0.1777777820825576,11,2.142857313156128,293,spherical,0.8480674342105263
2_step,1048576,0.1777777820825576,11,2.2857143878936768,313,rademacher,0.9280427631578947
2_step,1048576,0.1777777820825576,11,2.2857143878936768,313,spherical,0.93359375
2_step,1048576,0.1777777820825576,11,2.4285714626312256,332,rademacher,0.9617598684210527
2_step,1048576,0.1777777820825576,11,2.4285714626312256,332,spherical,0.9640213815789473
2_step,1048576,0.1777777820825576,11,2.5714287757873535,352,rademacher,0.9868421052631579
2_step,1048576,0.1777777820825576,11,2.5714287757873535,352,spherical,0.985608552631579
2_step,1048576,0.1777777820825576,11,2.7142858505249023,372,rademacher,0.9936266447368421
2_step,1048576,0.1777777820825576,11,2.7142858505249023,372,spherical,0.9944490131578947
2_step,1048576,0.1777777820825576,11,2.857142925262451,391,rademacher,0.997327302631579
2_step,1048576,0.1777777820825576,11,2.857142925262451,391,spherical,0.9971217105263158
2_step,1048576,0.1777777820825576,11,3.000000238418579,411,rademacher,0.998766447368421
2_step,1048576,0.1777777820825576,11,3.000000238418579,411,spherical,0.9991776315789473
2_step,1048576,0.1777777820825576,11,3.142857313156128,430,rademacher,1.0
2_step,1048576,0.1777777820825576,11,3.142857313156128,430,spherical,0.9993832236842105
2_step,1048576,0.1777777820825576,11,3.2857143878936768,450,rademacher,1.0
2_step,1048576,0.1777777820825576,11,3.2857143878936768,450,spherical,0.9995888157894737
2_step,1048576,0.1777777820825576,11,3.4285717010498047,470,rademacher,1.0
2_step,1048576,0.1777777820825576,11,3.4285717010498047,470,spherical,0.9997944078947368
2_step,1048576,0.1777777820825576,11,3.5714287757873535,489,rademacher,1.0
2_step,1048576,0.1777777820825576,11,3.5714287757873535,489,spherical,1.0
2_step,1048576,0.1777777820825576,11,3.7142858505249023,509,rademacher,1.0
2_step,1048576,0.1777777820825576,11,3.7142858505249023,509,spherical,1.0
2_step,1048576,0.1777777820825576,11,3.857142925262451,528,rademacher,1.0
2_step,1048576,0.1777777820825576,11,3.857142925262451,528,spherical,1.0
2_step,1048576,0.1777777820825576,11,4.0,548,rademacher,1.0
2_step,1048576,0.1777777820825576,11,4.0,548,spherical,1.0
2_step,1048576,0.1777777820825576,11,4.142857551574707,568,rademacher,1.0
2_step,1048576,0.1777777820825576,11,4.142857551574707,568,spherical,1.0
2_step,1048576,0.1777777820825576,11,4.285714626312256,587,rademacher,1.0
2_step,1048576,0.1777777820825576,11,4.285714626312256,587,spherical,1.0
2_step,1048576,0.1777777820825576,11,4.428571701049805,607,rademacher,1.0
2_step,1048576,0.1777777820825576,11,4.428571701049805,607,spherical,1.0
2_step,1048576,0.1777777820825576,11,4.571428298950195,626,rademacher,1.0
2_step,1048576,0.1777777820825576,11,4.571428298950195,626,spherical,1.0
2_step,1048576,0.1777777820825576,11,4.714285373687744,646,rademacher,1.0
2_step,1048576,0.1777777820825576,11,4.714285373687744,646,spherical,1.0
2_step,1048576,0.1777777820825576,11,4.857142448425293,665,rademacher,1.0
2_step,1048576,0.1777777820825576,11,4.857142448425293,665,spherical,1.0
2_step,1048576,0.1777777820825576,11,5.0,685,rademacher,1.0
2_step,1048576,0.1777777820825576,11,5.0,685,spherical,1.0
2_step,1048576,0.1777777820825576,11,5.142857074737549,705,rademacher,1.0
2_step,1048576,0.1777777820825576,11,5.142857074737549,705,spherical,1.0
2_step,1048576,0.1777777820825576,11,5.285714149475098,724,rademacher,1.0
2_step,1048576,0.1777777820825576,11,5.285714149475098,724,spherical,1.0
2_step,1048576,0.1777777820825576,11,5.4285712242126465,744,rademacher,1.0
2_step,1048576,0.1777777820825576,11,5.4285712242126465,744,spherical,1.0
2_step,1048576,0.1777777820825576,11,5.571428298950195,763,rademacher,1.0
2_step,1048576,0.1777777820825576,11,5.571428298950195,763,spherical,1.0
2_step,1048576,0.1777777820825576,11,5.714285373687744,783,rademacher,1.0
2_step,1048576,0.1777777820825576,11,5.714285373687744,783,spherical,1.0
2_step,1048576,0.1777777820825576,11,5.857142925262451,803,rademacher,1.0
2_step,1048576,0.1777777820825576,11,5.857142925262451,803,spherical,1.0
2_step,1048576,0.1777777820825576,11,6.0,822,rademacher,1.0
2_step,1048576,0.1777777820825576,11,6.0,822,spherical,1.0
2_step,1048576,0.1777777820825576,11,6.142857074737549,842,rademacher,1.0
2_step,1048576,0.1777777820825576,11,6.142857074737549,842,spherical,1.0
2_step,1048576,0.1777777820825576,11,6.285714149475098,861,rademacher,1.0
2_step,1048576,0.1777777820825576,11,6.285714149475098,861,spherical,1.0
2_step,1048576,0.1777777820825576,11,6.4285712242126465,881,rademacher,1.0
2_step,1048576,0.1777777820825576,11,6.4285712242126465,881,spherical,1.0
2_step,1048576,0.1777777820825576,11,6.571428298950195,901,rademacher,1.0
2_step,1048576,0.1777777820825576,11,6.571428298950195,901,spherical,1.0
2_step,1048576,0.1777777820825576,11,6.714285850524902,920,rademacher,1.0
2_step,1048576,0.1777777820825576,11,6.714285850524902,920,spherical,1.0
2_step,1048576,0.1777777820825576,11,6.857142925262451,940,rademacher,1.0
2_step,1048576,0.1777777820825576,11,6.857142925262451,940,spherical,1.0
2_step,1048576,0.1777777820825576,11,7.0,959,rademacher,1.0
2_step,1048576,0.1777777820825576,11,7.0,959,spherical,1.0
2_step,1048576,0.1777777820825576,11,7.142857074737549,979,rademacher,1.0
2_step,1048576,0.1777777820825576,11,7.142857074737549,979,spherical,1.0
2_step,1048576,0.1777777820825576,11,7.285714149475098,998,rademacher,1.0
2_step,1048576,0.1777777820825576,11,7.285714149475098,998,spherical,1.0
2_step,1048576,0.1777777820825576,11,7.4285712242126465,1018,rademacher,1.0
2_step,1048576,0.1777777820825576,11,7.4285712242126465,1018,spherical,1.0
2_step,1048576,0.1777777820825576,11,7.571428298950195,1038,rademacher,1.0
2_step,1048576,0.1777777820825576,11,7.571428298950195,1038,spherical,1.0
2_step,1048576,0.1777777820825576,11,7.714285850524902,1057,rademacher,1.0
2_step,1048576,0.1777777820825576,11,7.714285850524902,1057,spherical,1.0
2_step,1048576,0.1777777820825576,11,7.857142925262451,1077,rademacher,1.0
2_step,1048576,0.1777777820825576,11,7.857142925262451,1077,spherical,1.0
2_step,1048576,0.1777777820825576,11,8.0,1096,rademacher,1.0
2_step,1048576,0.1777777820825576,11,8.0,1096,spherical,1.0
2_step,1048576,0.1777777820825576,11,8.142857551574707,1116,rademacher,1.0
2_step,1048576,0.1777777820825576,11,8.142857551574707,1116,spherical,1.0
2_step,1048576,0.1777777820825576,11,8.285714149475098,1136,rademacher,1.0
2_step,1048576,0.1777777820825576,11,8.285714149475098,1136,spherical,1.0
2_step,1048576,0.1777777820825576,11,8.428571701049805,1155,rademacher,1.0
2_step,1048576,0.1777777820825576,11,8.428571701049805,1155,spherical,1.0
2_step,1048576,0.1777777820825576,11,8.571428298950195,1175,rademacher,1.0
2_step,1048576,0.1777777820825576,11,8.571428298950195,1175,spherical,1.0
2_step,1048576,0.1777777820825576,11,8.714285850524902,1194,rademacher,1.0
2_step,1048576,0.1777777820825576,11,8.714285850524902,1194,spherical,1.0
2_step,1048576,0.1777777820825576,11,8.857142448425293,1214,rademacher,1.0
2_step,1048576,0.1777777820825576,11,8.857142448425293,1214,spherical,1.0
2_step,1048576,0.1777777820825576,11,9.0,1234,rademacher,1.0
2_step,1048576,0.1777777820825576,11,9.0,1234,spherical,1.0
2_step,1048576,0.1841269880533218,12,0.0,1,rademacher,0.0
2_step,1048576,0.1841269880533218,12,0.0,1,spherical,0.0
2_step,1048576,0.1841269880533218,12,0.1428571492433548,21,rademacher,0.0
2_step,1048576,0.1841269880533218,12,0.1428571492433548,21,spherical,0.0
2_step,1048576,0.1841269880533218,12,0.2857142984867096,42,rademacher,0.0
2_step,1048576,0.1841269880533218,12,0.2857142984867096,42,spherical,0.0
2_step,1048576,0.1841269880533218,12,0.4285714626312256,63,rademacher,0.0
2_step,1048576,0.1841269880533218,12,0.4285714626312256,63,spherical,0.0
2_step,1048576,0.1841269880533218,12,0.5714285969734192,84,rademacher,0.0
2_step,1048576,0.1841269880533218,12,0.5714285969734192,84,spherical,0.0
2_step,1048576,0.1841269880533218,12,0.7142857313156128,106,rademacher,0.0
2_step,1048576,0.1841269880533218,12,0.7142857313156128,106,spherical,0.0
2_step,1048576,0.1841269880533218,12,0.8571429252624512,127,rademacher,0.0
2_step,1048576,0.1841269880533218,12,0.8571429252624512,127,spherical,0.0
2_step,1048576,0.1841269880533218,12,1.0,148,rademacher,0.0
2_step,1048576,0.1841269880533218,12,1.0,148,spherical,0.0
2_step,1048576,0.1841269880533218,12,1.1428571939468384,169,rademacher,0.00020559210526315788
2_step,1048576,0.1841269880533218,12,1.1428571939468384,169,spherical,0.00020559210526315788
2_step,1048576,0.1841269880533218,12,1.2857143878936768,190,rademacher,0.004523026315789474
2_step,1048576,0.1841269880533218,12,1.2857143878936768,190,spherical,0.004523026315789474
2_step,1048576,0.1841269880533218,12,1.4285714626312256,212,rademacher,0.03721217105263158
2_step,1048576,0.1841269880533218,12,1.4285714626312256,212,spherical,0.035567434210526314
2_step,1048576,0.1841269880533218,12,1.571428656578064,233,rademacher,0.12643914473684212
2_step,1048576,0.1841269880533218,12,1.571428656578064,233,spherical,0.1395970394736842
2_step,1048576,0.1841269880533218,12,1.7142858505249023,254,rademacher,0.32010690789473684
2_step,1048576,0.1841269880533218,12,1.7142858505249023,254,spherical,0.32442434210526316
2_step,1048576,0.1841269880533218,12,1.8571429252624512,275,rademacher,0.5433799342105263
2_step,1048576,0.1841269880533218,12,1.8571429252624512,275,spherical,0.5427631578947368
2_step,1048576,0.1841269880533218,12,2.0,297,rademacher,0.748766447368421
2_step,1048576,0.1841269880533218,12,2.0,297,spherical,0.7423930921052632
2_step,1048576,0.1841269880533218,12,2.142857313156128,318,rademacher,0.8636924342105263
2_step,1048576,0.1841269880533218,12,2.142857313156128,318,spherical,0.869860197368421
2_step,1048576,0.1841269880533218,12,2.2857143878936768,339,rademacher,0.936266447368421
2_step,1048576,0.1841269880533218,12,2.2857143878936768,339,spherical,0.9350328947368421
2_step,1048576,0.1841269880533218,12,2.4285714626312256,360,rademacher,0.9755345394736842
2_step,1048576,0.1841269880533218,12,2.4285714626312256,360,spherical,0.9710115131578947
2_step,1048576,0.1841269880533218,12,2.5714287757873535,381,rademacher,0.9854029605263158
2_step,1048576,0.1841269880533218,12,2.5714287757873535,381,spherical,0.9884868421052632
2_step,1048576,0.1841269880533218,12,2.7142858505249023,403,rademacher,0.9936266447368421
2_step,1048576,0.1841269880533218,12,2.7142858505249023,403,spherical,0.9956825657894737
2_step,1048576,0.1841269880533218,12,2.857142925262451,424,rademacher,0.9979440789473685
2_step,1048576,0.1841269880533218,12,2.857142925262451,424,spherical,0.9979440789473685
2_step,1048576,0.1841269880533218,12,3.000000238418579,445,rademacher,0.9993832236842105
2_step,1048576,0.1841269880533218,12,3.000000238418579,445,spherical,0.9991776315789473
2_step,1048576,0.1841269880533218,12,3.142857313156128,466,rademacher,0.9997944078947368
2_step,1048576,0.1841269880533218,12,3.142857313156128,466,spherical,1.0
2_step,1048576,0.1841269880533218,12,3.2857143878936768,488,rademacher,1.0
2_step,1048576,0.1841269880533218,12,3.2857143878936768,488,spherical,1.0
2_step,1048576,0.1841269880533218,12,3.4285717010498047,509,rademacher,1.0
2_step,1048576,0.1841269880533218,12,3.4285717010498047,509,spherical,1.0
2_step,1048576,0.1841269880533218,12,3.5714287757873535,530,rademacher,1.0
2_step,1048576,0.1841269880533218,12,3.5714287757873535,530,spherical,1.0
2_step,1048576,0.1841269880533218,12,3.7142858505249023,551,rademacher,1.0
2_step,1048576,0.1841269880533218,12,3.7142858505249023,551,spherical,1.0
2_step,1048576,0.1841269880533218,12,3.857142925262451,572,rademacher,1.0
2_step,1048576,0.1841269880533218,12,3.857142925262451,572,spherical,1.0
2_step,1048576,0.1841269880533218,12,4.0,594,rademacher,1.0
2_step,1048576,0.1841269880533218,12,4.0,594,spherical,1.0
2_step,1048576,0.1841269880533218,12,4.142857551574707,615,rademacher,1.0
2_step,1048576,0.1841269880533218,12,4.142857551574707,615,spherical,1.0
2_step,1048576,0.1841269880533218,12,4.285714626312256,636,rademacher,1.0
2_step,1048576,0.1841269880533218,12,4.285714626312256,636,spherical,1.0
2_step,1048576,0.1841269880533218,12,4.428571701049805,657,rademacher,1.0
2_step,1048576,0.1841269880533218,12,4.428571701049805,657,spherical,1.0
2_step,1048576,0.1841269880533218,12,4.571428298950195,679,rademacher,1.0
2_step,1048576,0.1841269880533218,12,4.571428298950195,679,spherical,1.0
2_step,1048576,0.1841269880533218,12,4.714285373687744,700,rademacher,1.0
2_step,1048576,0.1841269880533218,12,4.714285373687744,700,spherical,1.0
2_step,1048576,0.1841269880533218,12,4.857142448425293,721,rademacher,1.0
2_step,1048576,0.1841269880533218,12,4.857142448425293,721,spherical,1.0
2_step,1048576,0.1841269880533218,12,5.0,742,rademacher,1.0
2_step,1048576,0.1841269880533218,12,5.0,742,spherical,1.0
2_step,1048576,0.1841269880533218,12,5.142857074737549,763,rademacher,1.0
2_step,1048576,0.1841269880533218,12,5.142857074737549,763,spherical,1.0
2_step,1048576,0.1841269880533218,12,5.285714149475098,785,rademacher,1.0
2_step,1048576,0.1841269880533218,12,5.285714149475098,785,spherical,1.0
2_step,1048576,0.1841269880533218,12,5.4285712242126465,806,rademacher,1.0
2_step,1048576,0.1841269880533218,12,5.4285712242126465,806,spherical,1.0
2_step,1048576,0.1841269880533218,12,5.571428298950195,827,rademacher,1.0
2_step,1048576,0.1841269880533218,12,5.571428298950195,827,spherical,1.0
2_step,1048576,0.1841269880533218,12,5.714285373687744,848,rademacher,1.0
2_step,1048576,0.1841269880533218,12,5.714285373687744,848,spherical,1.0
2_step,1048576,0.1841269880533218,12,5.857142925262451,869,rademacher,1.0
2_step,1048576,0.1841269880533218,12,5.857142925262451,869,spherical,1.0
2_step,1048576,0.1841269880533218,12,6.0,891,rademacher,1.0
2_step,1048576,0.1841269880533218,12,6.0,891,spherical,1.0
2_step,1048576,0.1841269880533218,12,6.142857074737549,912,rademacher,1.0
2_step,1048576,0.1841269880533218,12,6.142857074737549,912,spherical,1.0
2_step,1048576,0.1841269880533218,12,6.285714149475098,933,rademacher,1.0
2_step,1048576,0.1841269880533218,12,6.285714149475098,933,spherical,1.0
2_step,1048576,0.1841269880533218,12,6.4285712242126465,954,rademacher,1.0
2_step,1048576,0.1841269880533218,12,6.4285712242126465,954,spherical,1.0
2_step,1048576,0.1841269880533218,12,6.571428298950195,976,rademacher,1.0
2_step,1048576,0.1841269880533218,12,6.571428298950195,976,spherical,1.0
2_step,1048576,0.1841269880533218,12,6.714285850524902,997,rademacher,1.0
2_step,1048576,0.1841269880533218,12,6.714285850524902,997,spherical,1.0
2_step,1048576,0.1841269880533218,12,6.857142925262451,1018,rademacher,1.0
2_step,1048576,0.1841269880533218,12,6.857142925262451,1018,spherical,1.0
2_step,1048576,0.1841269880533218,12,7.0,1039,rademacher,1.0
2_step,1048576,0.1841269880533218,12,7.0,1039,spherical,1.0
2_step,1048576,0.1841269880533218,12,7.142857074737549,1060,rademacher,1.0
2_step,1048576,0.1841269880533218,12,7.142857074737549,1060,spherical,1.0
2_step,1048576,0.1841269880533218,12,7.285714149475098,1082,rademacher,1.0
2_step,1048576,0.1841269880533218,12,7.285714149475098,1082,spherical,1.0
2_step,1048576,0.1841269880533218,12,7.4285712242126465,1103,rademacher,1.0
2_step,1048576,0.1841269880533218,12,7.4285712242126465,1103,spherical,1.0
2_step,1048576,0.1841269880533218,12,7.571428298950195,1124,rademacher,1.0
2_step,1048576,0.1841269880533218,12,7.571428298950195,1124,spherical,1.0
2_step,1048576,0.1841269880533218,12,7.714285850524902,1145,rademacher,1.0
2_step,1048576,0.1841269880533218,12,7.714285850524902,1145,spherical,1.0
2_step,1048576,0.1841269880533218,12,7.857142925262451,1167,rademacher,1.0
2_step,1048576,0.1841269880533218,12,7.857142925262451,1167,spherical,1.0
2_step,1048576,0.1841269880533218,12,8.0,1188,rademacher,1.0
2_step,1048576,0.1841269880533218,12,8.0,1188,spherical,1.0
2_step,1048576,0.1841269880533218,12,8.142857551574707,1209,rademacher,1.0
2_step,1048576,0.1841269880533218,12,8.142857551574707,1209,spherical,1.0
2_step,1048576,0.1841269880533218,12,8.285714149475098,1230,rademacher,1.0
2_step,1048576,0.1841269880533218,12,8.285714149475098,1230,spherical,1.0
2_step,1048576,0.1841269880533218,12,8.428571701049805,1251,rademacher,1.0
2_step,1048576,0.1841269880533218,12,8.428571701049805,1251,spherical,1.0
2_step,1048576,0.1841269880533218,12,8.571428298950195,1273,rademacher,1.0
2_step,1048576,0.1841269880533218,12,8.571428298950195,1273,spherical,1.0
2_step,1048576,0.1841269880533218,12,8.714285850524902,1294,rademacher,1.0
2_step,1048576,0.1841269880533218,12,8.714285850524902,1294,spherical,1.0
2_step,1048576,0.1841269880533218,12,8.857142448425293,1315,rademacher,1.0
2_step,1048576,0.1841269880533218,12,8.857142448425293,1315,spherical,1.0
2_step,1048576,0.1841269880533218,12,9.0,1336,rademacher,1.0
2_step,1048576,0.1841269880533218,12,9.0,1336,spherical,1.0
2_step,1048576,0.190476194024086,14,0.0,1,rademacher,0.0
2_step,1048576,0.190476194024086,14,0.0,1,spherical,0.0
2_step,1048576,0.190476194024086,14,0.1428571492433548,24,rademacher,0.0
2_step,1048576,0.190476194024086,14,0.1428571492433548,24,spherical,0.0
2_step,1048576,0.190476194024086,14,0.2857142984867096,48,rademacher,0.0
2_step,1048576,0.190476194024086,14,0.2857142984867096,48,spherical,0.0
2_step,1048576,0.190476194024086,14,0.4285714626312256,73,rademacher,0.0
2_step,1048576,0.190476194024086,14,0.4285714626312256,73,spherical,0.0
2_step,1048576,0.190476194024086,14,0.5714285969734192,97,rademacher,0.0
2_step,1048576,0.190476194024086,14,0.5714285969734192,97,spherical,0.0
2_step,1048576,0.190476194024086,14,0.7142857313156128,122,rademacher,0.0
2_step,1048576,0.190476194024086,14,0.7142857313156128,122,spherical,0.0
2_step,1048576,0.190476194024086,14,0.8571429252624512,146,rademacher,0.0
2_step,1048576,0.190476194024086,14,0.8571429252624512,146,spherical,0.0
2_step,1048576,0.190476194024086,14,1.0,171,rademacher,0.0
2_step,1048576,0.190476194024086,14,1.0,171,spherical,0.0
2_step,1048576,0.190476194024086,14,1.1428571939468384,195,rademacher,0.0
2_step,1048576,0.190476194024086,14,1.1428571939468384,195,spherical,0.0
2_step,1048576,0.190476194024086,14,1.2857143878936768,220,rademacher,0.0026726973684210527
2_step,1048576,0.190476194024086,14,1.2857143878936768,220,spherical,0.0028782894736842104
2_step,1048576,0.190476194024086,14,1.4285714626312256,244,rademacher,0.01644736842105263
2_step,1048576,0.190476194024086,14,1.4285714626312256,244,spherical,0.015008223684210526
2_step,1048576,0.190476194024086,14,1.571428656578064,268,rademacher,0.0766858552631579
2_step,1048576,0.190476194024086,14,1.571428656578064,268,spherical,0.09066611842105263
2_step,1048576,0.190476194024086,14,1.7142858505249023,293,rademacher,0.24568256578947367
2_step,1048576,0.190476194024086,14,1.7142858505249023,293,spherical,0.24259868421052633
2_step,1048576,0.190476194024086,14,1.8571429252624512,317,rademacher,0.46196546052631576
2_step,1048576,0.190476194024086,14,1.8571429252624512,317,spherical,0.4642269736842105
2_step,1048576,0.190476194024086,14,2.0,342,rademacher,0.6696134868421053
2_step,1048576,0.190476194024086,14,2.0,342,spherical,0.6644736842105263
2_step,1048576,0.190476194024086,14,2.142857313156128,366,rademacher,0.8162006578947368
2_step,1048576,0.190476194024086,14,2.142857313156128,366,spherical,0.8225740131578947
2_step,1048576,0.190476194024086,14,2.2857143878936768,391,rademacher,0.9136513157894737
2_step,1048576,0.190476194024086,14,2.2857143878936768,391,spherical,0.9109786184210527
2_step,1048576,0.190476194024086,14,2.4285714626312256,415,rademacher,0.9613486842105263
2_step,1048576,0.190476194024086,14,2.4285714626312256,415,spherical,0.962171052631579
2_step,1048576,0.190476194024086,14,2.5714287757873535,440,rademacher,0.9847861842105263
2_step,1048576,0.190476194024086,14,2.5714287757873535,440,spherical,0.9851973684210527
2_step,1048576,0.190476194024086,14,2.7142858505249023,464,rademacher,0.9936266447368421
2_step,1048576,0.190476194024086,14,2.7142858505249023,464,spherical,0.993421052631579
2_step,1048576,0.190476194024086,14,2.857142925262451,488,rademacher,0.9962993421052632
2_step,1048576,0.190476194024086,14,2.857142925262451,488,spherical,0.9971217105263158
2_step,1048576,0.190476194024086,14,3.000000238418579,513,rademacher,0.9985608552631579
2_step,1048576,0.190476194024086,14,3.000000238418579,513,spherical,0.998766447368421
2_step,1048576,0.190476194024086,14,3.142857313156128,537,rademacher,0.9993832236842105
2_step,1048576,0.190476194024086,14,3.142857313156128,537,spherical,0.9995888157894737
2_step,1048576,0.190476194024086,14,3.2857143878936768,562,rademacher,1.0
2_step,1048576,0.190476194024086,14,3.2857143878936768,562,spherical,1.0
2_step,1048576,0.190476194024086,14,3.4285717010498047,586,rademacher,1.0
2_step,1048576,0.190476194024086,14,3.4285717010498047,586,spherical,0.9997944078947368
2_step,1048576,0.190476194024086,14,3.5714287757873535,611,rademacher,0.9995888157894737
2_step,1048576,0.190476194024086,14,3.5714287757873535,611,spherical,1.0
2_step,1048576,0.190476194024086,14,3.7142858505249023,635,rademacher,1.0
2_step,1048576,0.190476194024086,14,3.7142858505249023,635,spherical,1.0
2_step,1048576,0.190476194024086,14,3.857142925262451,660,rademacher,1.0
2_step,1048576,0.190476194024086,14,3.857142925262451,660,spherical,1.0
2_step,1048576,0.190476194024086,14,4.0,684,rademacher,1.0
2_step,1048576,0.190476194024086,14,4.0,684,spherical,1.0
2_step,1048576,0.190476194024086,14,4.142857551574707,708,rademacher,1.0
2_step,1048576,0.190476194024086,14,4.142857551574707,708,spherical,1.0
2_step,1048576,0.190476194024086,14,4.285714626312256,733,rademacher,1.0
2_step,1048576,0.190476194024086,14,4.285714626312256,733,spherical,1.0
2_step,1048576,0.190476194024086,14,4.428571701049805,757,rademacher,1.0
2_step,1048576,0.190476194024086,14,4.428571701049805,757,spherical,1.0
2_step,1048576,0.190476194024086,14,4.571428298950195,782,rademacher,1.0
2_step,1048576,0.190476194024086,14,4.571428298950195,782,spherical,1.0
2_step,1048576,0.190476194024086,14,4.714285373687744,806,rademacher,1.0
2_step,1048576,0.190476194024086,14,4.714285373687744,806,spherical,1.0
2_step,1048576,0.190476194024086,14,4.857142448425293,831,rademacher,1.0
2_step,1048576,0.190476194024086,14,4.857142448425293,831,spherical,1.0
2_step,1048576,0.190476194024086,14,5.0,855,rademacher,1.0
2_step,1048576,0.190476194024086,14,5.0,855,spherical,1.0
2_step,1048576,0.190476194024086,14,5.142857074737549,880,rademacher,1.0
2_step,1048576,0.190476194024086,14,5.142857074737549,880,spherical,1.0
2_step,1048576,0.190476194024086,14,5.285714149475098,904,rademacher,1.0
2_step,1048576,0.190476194024086,14,5.285714149475098,904,spherical,1.0
2_step,1048576,0.190476194024086,14,5.4285712242126465,929,rademacher,1.0
2_step,1048576,0.190476194024086,14,5.4285712242126465,929,spherical,1.0
2_step,1048576,0.190476194024086,14,5.571428298950195,953,rademacher,1.0
2_step,1048576,0.190476194024086,14,5.571428298950195,953,spherical,1.0
2_step,1048576,0.190476194024086,14,5.714285373687744,977,rademacher,1.0
2_step,1048576,0.190476194024086,14,5.714285373687744,977,spherical,1.0
2_step,1048576,0.190476194024086,14,5.857142925262451,1002,rademacher,1.0
2_step,1048576,0.190476194024086,14,5.857142925262451,1002,spherical,1.0
2_step,1048576,0.190476194024086,14,6.0,1026,rademacher,1.0
2_step,1048576,0.190476194024086,14,6.0,1026,spherical,1.0
2_step,1048576,0.190476194024086,14,6.142857074737549,1051,rademacher,1.0
2_step,1048576,0.190476194024086,14,6.142857074737549,1051,spherical,1.0
2_step,1048576,0.190476194024086,14,6.285714149475098,1075,rademacher,1.0
2_step,1048576,0.190476194024086,14,6.285714149475098,1075,spherical,1.0
2_step,1048576,0.190476194024086,14,6.4285712242126465,1100,rademacher,1.0
2_step,1048576,0.190476194024086,14,6.4285712242126465,1100,spherical,1.0
2_step,1048576,0.190476194024086,14,6.571428298950195,1124,rademacher,1.0
2_step,1048576,0.190476194024086,14,6.571428298950195,1124,spherical,1.0
2_step,1048576,0.190476194024086,14,6.714285850524902,1149,rademacher,1.0
2_step,1048576,0.190476194024086,14,6.714285850524902,1149,spherical,1.0
2_step,1048576,0.190476194024086,14,6.857142925262451,1173,rademacher,1.0
2_step,1048576,0.190476194024086,14,6.857142925262451,1173,spherical,1.0
2_step,1048576,0.190476194024086,14,7.0,1197,rademacher,1.0
2_step,1048576,0.190476194024086,14,7.0,1197,spherical,1.0
2_step,1048576,0.190476194024086,14,7.142857074737549,1222,rademacher,1.0
2_step,1048576,0.190476194024086,14,7.142857074737549,1222,spherical,1.0
2_step,1048576,0.190476194024086,14,7.285714149475098,1246,rademacher,1.0
2_step,1048576,0.190476194024086,14,7.285714149475098,1246,spherical,1.0
2_step,1048576,0.190476194024086,14,7.4285712242126465,1271,rademacher,1.0
2_step,1048576,0.190476194024086,14,7.4285712242126465,1271,spherical,1.0
2_step,1048576,0.190476194024086,14,7.571428298950195,1295,rademacher,1.0
2_step,1048576,0.190476194024086,14,7.571428298950195,1295,spherical,1.0
2_step,1048576,0.190476194024086,14,7.714285850524902,1320,rademacher,1.0
2_step,1048576,0.190476194024086,14,7.714285850524902,1320,spherical,1.0
2_step,1048576,0.190476194024086,14,7.857142925262451,1344,rademacher,1.0
2_step,1048576,0.190476194024086,14,7.857142925262451,1344,spherical,1.0
2_step,1048576,0.190476194024086,14,8.0,1369,rademacher,1.0
2_step,1048576,0.190476194024086,14,8.0,1369,spherical,1.0
2_step,1048576,0.190476194024086,14,8.142857551574707,1393,rademacher,1.0
2_step,1048576,0.190476194024086,14,8.142857551574707,1393,spherical,1.0
2_step,1048576,0.190476194024086,14,8.285714149475098,1417,rademacher,1.0
2_step,1048576,0.190476194024086,14,8.285714149475098,1417,spherical,1.0
2_step,1048576,0.190476194024086,14,8.428571701049805,1442,rademacher,1.0
2_step,1048576,0.190476194024086,14,8.428571701049805,1442,spherical,1.0
2_step,1048576,0.190476194024086,14,8.571428298950195,1466,rademacher,1.0
2_step,1048576,0.190476194024086,14,8.571428298950195,1466,spherical,1.0
2_step,1048576,0.190476194024086,14,8.714285850524902,1491,rademacher,1.0
2_step,1048576,0.190476194024086,14,8.714285850524902,1491,spherical,1.0
2_step,1048576,0.190476194024086,14,8.857142448425293,1515,rademacher,1.0
2_step,1048576,0.190476194024086,14,8.857142448425293,1515,spherical,1.0
2_step,1048576,0.190476194024086,14,9.0,1540,rademacher,1.0
2_step,1048576,0.190476194024086,14,9.0,1540,spherical,1.0
2_step,1048576,0.1968253999948501,15,0.0,1,rademacher,0.0
