type,n,k,d,success_rate,b
topk,65536,62,1148,0.0,80
threshold,65536,62,1476,0.0,80
threshold,65536,62,2624,0.0,80
threshold,65536,62,4920,0.85,80
threshold,65536,62,5412,0.9375,80
threshold,65536,62,6232,1.0,80
topk,65536,62,6724,1.0,80
threshold,65536,62,6888,1.0,80
threshold,65536,62,7544,1.0,80
threshold,65536,62,7708,1.0,80
topk,131072,62,164,0.0,80
topk,131072,62,328,0.0,80
topk,131072,62,1148,0.0,80
threshold,131072,62,1640,0.0,80
topk,131072,62,6724,1.0,80
threshold,131072,62,8036,1.0,80
threshold,262144,62,1476,0.0,80
topk,262144,62,1968,0.0,80
topk,262144,62,2132,0.0,80
topk,262144,62,2460,0.075,80
threshold,262144,62,2624,0.0,80
topk,262144,62,3116,0.6375,80
topk,262144,62,3936,0.9625,80
topk,262144,62,4264,0.975,80
threshold,262144,62,4920,0.325,80
threshold,262144,62,5412,0.6,80
threshold,262144,62,6232,0.9375,80
threshold,262144,62,6888,0.975,80
topk,262144,62,7216,1.0,80
topk,262144,62,7380,1.0,80
threshold,262144,62,7544,0.9875,80
threshold,262144,62,7708,0.9875,80
topk,262144,62,7872,1.0,80
threshold,524288,62,492,0.0,80
threshold,524288,62,656,0.0,80
threshold,524288,62,1804,0.0,80
topk,524288,62,1968,0.0,80
topk,524288,62,2132,0.0,80
threshold,524288,62,2296,0.0,80
topk,524288,62,2460,0.05,80
topk,524288,62,3116,0.575,80
threshold,524288,62,3280,0.0,80
topk,524288,62,3936,0.95,80
threshold,524288,62,4100,0.0,80
topk,524288,62,4264,0.9625,80
threshold,524288,62,4756,0.075,80
threshold,524288,62,7052,0.975,80
topk,524288,62,7216,1.0,80
topk,524288,62,7380,1.0,80
topk,524288,62,7872,1.0,80
topk,1048576,26,984,0.15,80
topk,1048576,26,1312,0.7,80
threshold,1048576,26,1640,0.0,80
topk,1048576,26,3444,1.0,80
topk,1048576,26,3608,1.0,80
topk,1048576,26,3772,1.0,80
topk,1048576,26,4592,1.0,80
threshold,1048576,26,8036,1.0,80
topk,256,28,984,0.95,80
topk,256,28,1312,1.0,80
threshold,256,28,2952,1.0,80
topk,256,28,3444,1.0,80
topk,256,28,3608,1.0,80
topk,256,28,3772,1.0,80
threshold,256,28,4428,1.0,80
topk,256,28,4592,1.0,80
threshold,256,28,5084,1.0,80
threshold,256,28,5248,1.0,80
threshold,256,28,5576,1.0,80
threshold,256,28,5740,1.0,80
threshold,256,28,6068,1.0,80
threshold,256,28,6396,1.0,80
threshold,512,28,164,0.0,80
threshold,512,28,328,0.0,80
threshold,512,28,1148,0.675,80
topk,512,28,2952,1.0,80
topk,512,28,4428,1.0,80
topk,512,28,5084,1.0,80
topk,512,28,5248,1.0,80
topk,512,28,5576,1.0,80
topk,512,28,5740,1.0,80
topk,512,28,6068,1.0,80
topk,512,28,6396,1.0,80
threshold,512,28,6724,1.0,80
threshold,1024,28,820,0.0375,80
topk,1024,28,1476,1.0,80
topk,1024,28,2624,1.0,80
threshold,1024,28,2788,1.0,80
topk,1024,28,4920,1.0,80
topk,1024,28,5412,1.0,80
threshold,1024,28,5904,1.0,80
topk,1024,28,6232,1.0,80
threshold,1024,28,6560,1.0,80
topk,1024,28,6888,1.0,80
topk,1024,28,7544,1.0,80
topk,1024,28,7708,1.0,80
threshold,2048,28,492,0.0,80
threshold,2048,28,656,0.0,80
topk,2048,28,1640,1.0,80
threshold,2048,28,1804,0.9625,80
threshold,2048,28,2296,0.9875,80
threshold,2048,28,3280,1.0,80
threshold,2048,28,4100,1.0,80
threshold,2048,28,4756,1.0,80
threshold,2048,28,7052,1.0,80
topk,2048,28,8036,1.0,80
topk,4096,28,984,0.775,80
topk,4096,28,1312,0.95,80
threshold,4096,28,1968,0.9625,80
threshold,4096,28,2132,0.9625,80
threshold,4096,28,2460,1.0,80
threshold,4096,28,3116,1.0,80
topk,4096,28,3444,1.0,80
topk,4096,28,3608,1.0,80
topk,4096,28,3772,1.0,80
threshold,4096,28,3936,1.0,80
threshold,4096,28,4264,1.0,80
topk,4096,28,4592,1.0,80
threshold,4096,28,7216,1.0,80
threshold,4096,28,7380,1.0,80
threshold,4096,28,7872,1.0,80
threshold,8192,28,1968,0.8875,80
threshold,8192,28,2132,0.925,80
threshold,8192,28,2460,1.0,80
topk,8192,28,2952,1.0,80
threshold,8192,28,3116,1.0,80
threshold,8192,28,3936,1.0,80
threshold,8192,28,4264,1.0,80
topk,8192,28,4428,1.0,80
topk,8192,28,5084,1.0,80
topk,8192,28,5248,1.0,80
topk,8192,28,5576,1.0,80
topk,8192,28,5740,1.0,80
topk,8192,28,6068,1.0,80
topk,8192,28,6396,1.0,80
threshold,8192,28,7216,1.0,80
threshold,8192,28,7380,1.0,80
threshold,8192,28,7872,1.0,80
topk,16384,28,164,0.0,80
topk,16384,28,328,0.0,80
threshold,16384,28,820,0.0,80
topk,16384,28,1148,0.8375,80
threshold,16384,28,2788,0.9875,80
threshold,16384,28,5904,1.0,80
threshold,16384,28,6560,1.0,80
topk,16384,28,6724,1.0,80
threshold,32768,28,492,0.0,80
threshold,32768,28,656,0.0,80
topk,32768,28,1640,0.9875,80
threshold,32768,28,1804,0.4,80
threshold,32768,28,2296,0.875,80
threshold,32768,28,3280,1.0,80
threshold,32768,28,4100,1.0,80
threshold,32768,28,4756,1.0,80
threshold,32768,28,7052,1.0,80
topk,32768,28,8036,1.0,80
threshold,65536,28,984,0.0,80
topk,65536,28,984,0.3,80
threshold,65536,28,1312,0.0,80
topk,65536,28,1312,0.875,80
threshold,65536,28,3444,1.0,80
topk,65536,28,3444,1.0,80
threshold,65536,28,3608,1.0,80
topk,65536,28,3608,1.0,80
threshold,65536,28,3772,1.0,80
topk,65536,28,3772,1.0,80
threshold,65536,28,4592,1.0,80
topk,65536,28,4592,1.0,80
topk,131072,28,1968,1.0,80
topk,131072,28,2132,1.0,80
topk,131072,28,2460,1.0,80
threshold,131072,28,2952,0.9875,80
topk,131072,28,3116,1.0,80
topk,131072,28,3936,1.0,80
topk,131072,28,4264,1.0,80
threshold,131072,28,4428,1.0,80
threshold,131072,28,5084,1.0,80
threshold,131072,28,5248,1.0,80
threshold,131072,28,5576,1.0,80
threshold,131072,28,5740,1.0,80
threshold,131072,28,6068,1.0,80
threshold,131072,28,6396,1.0,80
topk,131072,28,7216,1.0,80
topk,131072,28,7380,1.0,80
topk,131072,28,7872,1.0,80
topk,262144,28,820,0.0,80
threshold,262144,28,1476,0.0,80
threshold,262144,28,2624,0.875,80
topk,262144,28,2788,1.0,80
threshold,262144,28,4920,1.0,80
threshold,262144,28,5412,1.0,80
topk,262144,28,5904,1.0,80
threshold,262144,28,6232,1.0,80
topk,262144,28,6560,1.0,80
threshold,262144,28,6888,1.0,80
threshold,262144,28,7544,1.0,80
threshold,262144,28,7708,1.0,80
topk,1048576,62,984,0.0,80
topk,1048576,62,1312,0.0,80
threshold,1048576,62,1640,0.0,80
topk,1048576,62,3444,0.725,80
topk,1048576,62,3608,0.825,80
topk,1048576,62,3772,0.8875,80
topk,1048576,62,4592,0.9875,80
threshold,1048576,62,8036,0.9875,80
threshold,256,64,1476,0.05,80
topk,256,64,1640,0.55,80
threshold,256,64,2624,0.8625,80
threshold,256,64,4920,1.0,80
threshold,256,64,5412,1.0,80
threshold,256,64,6232,1.0,80
threshold,256,64,6888,1.0,80
threshold,256,64,7544,1.0,80
threshold,256,64,7708,1.0,80
topk,256,64,8036,1.0,80
threshold,512,64,164,0.0,80
topk,512,64,164,0.0,80
threshold,512,64,328,0.0,80
topk,512,64,328,0.0,80
threshold,512,64,1148,0.0,80
topk,512,64,1148,0.025,80
threshold,512,64,6724,1.0,80
topk,512,64,6724,1.0,80
threshold,1024,64,164,0.0,80
topk,1024,64,164,0.0,80
threshold,1024,64,328,0.0,80
topk,1024,64,328,0.0,80
threshold,1024,64,1148,0.0,80
topk,1024,64,1148,0.0125,80
threshold,1024,64,6724,1.0,80
topk,1024,64,6724,1.0,80
threshold,2048,64,1968,0.0125,80
topk,2048,64,1968,0.325,80
threshold,2048,64,2132,0.0125,80
topk,2048,64,2132,0.5,80
threshold,2048,64,2460,0.1125,80
topk,2048,64,2460,0.7875,80
threshold,2048,64,3116,0.6,80
topk,2048,64,3116,0.9625,80
threshold,2048,64,3936,0.9125,80
topk,2048,64,3936,1.0,80
threshold,2048,64,4264,0.9625,80
topk,2048,64,4264,1.0,80
threshold,2048,64,7216,1.0,80
topk,2048,64,7216,1.0,80
threshold,2048,64,7380,1.0,80
topk,2048,64,7380,1.0,80
threshold,2048,64,7872,1.0,80
topk,2048,64,7872,1.0,80
threshold,4096,64,2952,0.225,80
topk,4096,64,2952,0.925,80
threshold,4096,64,4428,0.95,80
topk,4096,64,4428,1.0,80
threshold,4096,64,5084,0.975,80
topk,4096,64,5084,1.0,80
threshold,4096,64,5248,0.9875,80
topk,4096,64,5248,1.0,80
threshold,4096,64,5576,1.0,80
topk,4096,64,5576,1.0,80
threshold,4096,64,5740,1.0,80
topk,4096,64,5740,1.0,80
threshold,4096,64,6068,1.0,80
topk,4096,64,6068,1.0,80
threshold,4096,64,6396,1.0,80
topk,4096,64,6396,1.0,80
topk,8192,64,492,0.0,80
topk,8192,64,656,0.0,80
topk,8192,64,1804,0.0375,80
threshold,8192,64,1968,0.0,80
threshold,8192,64,2132,0.0,80
topk,8192,64,2296,0.35,80
threshold,8192,64,2460,0.0,80
threshold,8192,64,3116,0.15,80
topk,8192,64,3280,0.9625,80
threshold,8192,64,3936,0.6875,80
topk,8192,64,4100,1.0,80
threshold,8192,64,4264,0.9,80
topk,8192,64,4756,1.0,80
topk,8192,64,7052,1.0,80
threshold,8192,64,7216,1.0,80
threshold,8192,64,7380,1.0,80
threshold,8192,64,7872,1.0,80
topk,16384,64,1476,0.0,80
threshold,16384,64,1968,0.0,80
threshold,16384,64,2132,0.0,80
threshold,16384,64,2460,0.0,80
topk,16384,64,2624,0.575,80
threshold,16384,64,3116,0.025,80
threshold,16384,64,3936,0.425,80
threshold,16384,64,4264,0.7375,80
topk,16384,64,4920,1.0,80
topk,16384,64,5412,1.0,80
topk,16384,64,6232,1.0,80
topk,16384,64,6888,1.0,80
threshold,16384,64,7216,1.0,80
threshold,16384,64,7380,1.0,80
topk,16384,64,7544,1.0,80
topk,16384,64,7708,1.0,80
threshold,16384,64,7872,1.0,80
threshold,32768,64,820,0.0,80
topk,32768,64,820,0.0,80
threshold,32768,64,2788,0.0,80
topk,32768,64,2788,0.6625,80
threshold,32768,64,5904,0.95,80
topk,32768,64,5904,1.0,80
threshold,32768,64,6560,1.0,80
topk,32768,64,6560,1.0,80
topk,524288,28,984,0.05,80
topk,524288,28,1312,0.65,80
threshold,524288,28,1968,0.0,80
threshold,524288,28,2132,0.05,80
threshold,524288,28,2460,0.4875,80
threshold,524288,28,3116,1.0,80
topk,524288,28,3444,1.0,80
topk,524288,28,3608,1.0,80
topk,524288,28,3772,1.0,80
threshold,524288,28,3936,1.0,80
threshold,524288,28,4264,1.0,80
topk,524288,28,4592,1.0,80
threshold,524288,28,7216,1.0,80
threshold,524288,28,7380,1.0,80
threshold,524288,28,7872,1.0,80
topk,65536,64,164,0.0,80
topk,65536,64,328,0.0,80
threshold,65536,64,492,0.0,80
threshold,65536,64,656,0.0,80
topk,65536,64,1148,0.0,80
threshold,65536,64,1804,0.0,80
threshold,65536,64,2296,0.0,80
threshold,65536,64,3280,0.0,80
threshold,65536,64,4100,0.075,80
threshold,65536,64,4756,0.575,80
topk,65536,64,6724,1.0,80
threshold,65536,64,7052,1.0,80
topk,131072,64,1476,0.0,80
threshold,131072,64,1968,0.0,80
threshold,131072,64,2132,0.0,80
threshold,131072,64,2460,0.0,80
topk,131072,64,2624,0.3125,80
threshold,131072,64,3116,0.0,80
threshold,131072,64,3936,0.025,80
threshold,131072,64,4264,0.075,80
topk,131072,64,4920,1.0,80
topk,131072,64,5412,1.0,80
topk,131072,64,6232,1.0,80
topk,131072,64,6888,1.0,80
threshold,131072,64,7216,1.0,80
threshold,131072,64,7380,1.0,80
topk,131072,64,7544,1.0,80
topk,131072,64,7708,1.0,80
threshold,131072,64,7872,1.0,80
topk,262144,64,492,0.0,80
topk,262144,64,656,0.0,80
threshold,262144,64,1640,0.0,80
topk,262144,64,1804,0.0,80
topk,262144,64,2296,0.025,80
topk,262144,64,3280,0.65,80
topk,262144,64,4100,0.95,80
topk,262144,64,4756,1.0,80
topk,262144,64,7052,1.0,80
threshold,262144,64,8036,1.0,80
threshold,524288,64,492,0.0,80
threshold,524288,64,656,0.0,80
topk,524288,64,1640,0.0,80
threshold,524288,64,1804,0.0,80
threshold,524288,64,2296,0.0,80
threshold,524288,64,3280,0.0,80
threshold,524288,64,4100,0.0,80
threshold,524288,64,4756,0.0125,80
threshold,524288,64,7052,0.9875,80
topk,524288,64,8036,1.0,80
topk,1048576,28,1476,0.8625,80
threshold,1048576,28,1640,0.0,80
topk,1048576,28,2624,1.0,80
topk,1048576,28,4920,1.0,80
topk,1048576,28,5412,1.0,80
topk,1048576,28,6232,1.0,80
topk,1048576,28,6888,1.0,80
topk,1048576,28,7544,1.0,80
topk,1048576,28,7708,1.0,80
threshold,1048576,28,8036,1.0,80
topk,256,30,492,0.125,80
topk,256,30,656,0.475,80
topk,256,30,1804,1.0,80
threshold,256,30,1968,1.0,80
threshold,256,30,2132,1.0,80
topk,256,30,2296,1.0,80
threshold,256,30,2460,1.0,80
threshold,256,30,3116,1.0,80
topk,256,30,3280,1.0,80
threshold,256,30,3936,1.0,80
topk,256,30,4100,1.0,80
threshold,256,30,4264,1.0,80
topk,256,30,4756,1.0,80
topk,256,30,7052,1.0,80
threshold,256,30,7216,1.0,80
threshold,256,30,7380,1.0,80
threshold,256,30,7872,1.0,80
threshold,512,30,820,0.125,80
threshold,512,30,2788,1.0,80
topk,512,30,2952,1.0,80
topk,512,30,4428,1.0,80
topk,512,30,5084,1.0,80
topk,512,30,5248,1.0,80
topk,512,30,5576,1.0,80
topk,512,30,5740,1.0,80
threshold,512,30,5904,1.0,80
topk,512,30,6068,1.0,80
topk,512,30,6396,1.0,80
threshold,512,30,6560,1.0,80
threshold,1024,30,492,0.0,80
threshold,1024,30,656,0.0,80
topk,1024,30,984,0.85,80
topk,1024,30,1312,0.9875,80
threshold,1024,30,1804,0.9625,80
threshold,1024,30,2296,0.9875,80
threshold,1024,30,3280,1.0,80
topk,1024,30,3444,1.0,80
topk,1024,30,3608,1.0,80
topk,1024,30,3772,1.0,80
threshold,1024,30,4100,1.0,80
topk,1024,30,4592,1.0,80
threshold,1024,30,4756,1.0,80
threshold,1024,30,7052,1.0,80
threshold,2048,30,820,0.0,80
threshold,2048,30,2788,1.0,80
topk,2048,30,2952,1.0,80
topk,2048,30,4428,1.0,80
topk,2048,30,5084,1.0,80
topk,2048,30,5248,1.0,80
topk,2048,30,5576,1.0,80
topk,2048,30,5740,1.0,80
threshold,2048,30,5904,1.0,80
topk,2048,30,6068,1.0,80
topk,2048,30,6396,1.0,80
threshold,2048,30,6560,1.0,80
threshold,4096,30,1476,0.35,80
topk,4096,30,1476,0.9875,80
threshold,4096,30,2624,1.0,80
topk,4096,30,2624,1.0,80
threshold,4096,30,4920,1.0,80
topk,4096,30,4920,1.0,80
threshold,4096,30,5412,1.0,80
topk,4096,30,5412,1.0,80
threshold,4096,30,6232,1.0,80
topk,4096,30,6232,1.0,80
threshold,4096,30,6888,1.0,80
topk,4096,30,6888,1.0,80
threshold,4096,30,7544,1.0,80
topk,4096,30,7544,1.0,80
threshold,4096,30,7708,1.0,80
topk,4096,30,7708,1.0,80
threshold,8192,30,1640,0.375,80
topk,8192,30,1968,1.0,80
topk,8192,30,2132,1.0,80
topk,8192,30,2460,1.0,80
topk,8192,30,3116,1.0,80
topk,8192,30,3936,1.0,80
topk,8192,30,4264,1.0,80
topk,8192,30,7216,1.0,80
topk,8192,30,7380,1.0,80
topk,8192,30,7872,1.0,80
threshold,8192,30,8036,1.0,80
topk,16384,30,164,0.0,80
topk,16384,30,328,0.0,80
topk,16384,30,1148,0.75,80
threshold,16384,30,1476,0.025,80
threshold,16384,30,2624,1.0,80
threshold,16384,30,4920,1.0,80
threshold,16384,30,5412,1.0,80
threshold,16384,30,6232,1.0,80
topk,16384,30,6724,1.0,80
threshold,16384,30,6888,1.0,80
threshold,16384,30,7544,1.0,80
threshold,16384,30,7708,1.0,80
topk,32768,30,164,0.0,80
topk,32768,30,328,0.0,80
threshold,32768,30,492,0.0,80
threshold,32768,30,656,0.0,80
topk,32768,30,1148,0.6875,80
threshold,32768,30,1804,0.175,80
threshold,32768,30,2296,0.8125,80
threshold,32768,30,3280,1.0,80
threshold,32768,30,4100,1.0,80
threshold,32768,30,4756,1.0,80
topk,32768,30,6724,1.0,80
threshold,32768,30,7052,1.0,80
threshold,65536,30,1968,0.1625,80
threshold,65536,30,2132,0.4375,80
threshold,65536,30,2460,0.8375,80
topk,65536,30,2952,1.0,80
threshold,65536,30,3116,1.0,80
threshold,65536,30,3936,1.0,80
threshold,65536,30,4264,1.0,80
topk,65536,30,4428,1.0,80
topk,65536,30,5084,1.0,80
topk,65536,30,5248,1.0,80
topk,65536,30,5576,1.0,80
topk,65536,30,5740,1.0,80
topk,65536,30,6068,1.0,80
topk,65536,30,6396,1.0,80
threshold,65536,30,7216,1.0,80
threshold,65536,30,7380,1.0,80
threshold,65536,30,7872,1.0,80
threshold,131072,30,984,0.0,80
topk,131072,30,984,0.1,80
threshold,131072,30,1312,0.0,80
topk,131072,30,1312,0.75,80
threshold,131072,30,3444,1.0,80
topk,131072,30,3444,1.0,80
threshold,131072,30,3608,1.0,80
topk,131072,30,3608,1.0,80
threshold,131072,30,3772,1.0,80
topk,131072,30,3772,1.0,80
threshold,131072,30,4592,1.0,80
topk,131072,30,4592,1.0,80
topk,262144,30,164,0.0,80
topk,262144,30,328,0.0,80
threshold,262144,30,820,0.0,80
topk,262144,30,1148,0.325,80
threshold,262144,30,2788,0.8,80
threshold,262144,30,5904,1.0,80
threshold,262144,30,6560,1.0,80
topk,262144,30,6724,1.0,80
threshold,1048576,64,820,0.0,80
topk,1048576,64,1640,0.0,80
threshold,1048576,64,2788,0.0,80
threshold,1048576,64,5904,0.575,80
threshold,1048576,64,6560,0.95,80
topk,1048576,64,8036,1.0,80
threshold,256,66,1476,0.075,80
topk,256,66,1476,0.25,80
threshold,256,66,2624,0.7875,80
topk,256,66,2624,0.95,80
threshold,256,66,4920,1.0,80
topk,256,66,4920,1.0,80
threshold,256,66,5412,1.0,80
topk,256,66,5412,1.0,80
threshold,256,66,6232,1.0,80
topk,256,66,6232,1.0,80
threshold,256,66,6888,1.0,80
topk,256,66,6888,1.0,80
threshold,256,66,7544,1.0,80
topk,256,66,7544,1.0,80
threshold,256,66,7708,1.0,80
topk,256,66,7708,1.0,80
topk,512,66,820,0.0,80
topk,512,66,2788,0.9875,80
threshold,512,66,2952,0.875,80
threshold,512,66,4428,1.0,80
threshold,512,66,5084,1.0,80
threshold,512,66,5248,1.0,80
threshold,512,66,5576,1.0,80
threshold,512,66,5740,1.0,80
topk,512,66,5904,1.0,80
threshold,512,66,6068,1.0,80
threshold,512,66,6396,1.0,80
topk,512,66,6560,1.0,80
threshold,1024,66,492,0.0,80
threshold,1024,66,656,0.0,80
topk,1024,66,1476,0.025,80
threshold,1024,66,1804,0.0,80
threshold,1024,66,2296,0.1625,80
topk,1024,66,2624,0.875,80
threshold,1024,66,3280,0.7625,80
threshold,1024,66,4100,0.9375,80
threshold,1024,66,4756,0.9875,80
topk,1024,66,4920,1.0,80
topk,1024,66,5412,1.0,80
topk,1024,66,6232,1.0,80
topk,1024,66,6888,1.0,80
threshold,1024,66,7052,1.0,80
topk,1024,66,7544,1.0,80
topk,1024,66,7708,1.0,80
topk,2048,66,164,0.0,80
topk,2048,66,328,0.0,80
threshold,2048,66,984,0.0,80
topk,2048,66,1148,0.0,80
threshold,2048,66,1312,0.0,80
threshold,2048,66,3444,0.625,80
threshold,2048,66,3608,0.7375,80
threshold,2048,66,3772,0.8375,80
threshold,2048,66,4592,0.95,80
topk,2048,66,6724,1.0,80
topk,4096,66,164,0.0,80
topk,4096,66,328,0.0,80
topk,4096,66,1148,0.0,80
threshold,4096,66,2952,0.1875,80
threshold,4096,66,4428,0.9125,80
threshold,4096,66,5084,0.9625,80
threshold,4096,66,5248,0.975,80
threshold,4096,66,5576,0.975,80
threshold,4096,66,5740,0.975,80
threshold,4096,66,6068,0.9625,80
threshold,4096,66,6396,1.0,80
topk,4096,66,6724,1.0,80
threshold,8192,66,2952,0.0125,80
topk,8192,66,2952,0.7875,80
threshold,8192,66,4428,0.825,80
topk,8192,66,4428,1.0,80
threshold,8192,66,5084,0.95,80
topk,8192,66,5084,1.0,80
threshold,8192,66,5248,0.975,80
topk,8192,66,5248,1.0,80
threshold,8192,66,5576,0.975,80
topk,8192,66,5576,1.0,80
threshold,8192,66,5740,0.975,80
topk,8192,66,5740,1.0,80
threshold,8192,66,6068,0.9625,80
topk,8192,66,6068,1.0,80
threshold,8192,66,6396,1.0,80
topk,8192,66,6396,1.0,80
threshold,16384,66,164,0.0,80
threshold,16384,66,328,0.0,80
threshold,16384,66,1148,0.0,80
topk,16384,66,2952,0.725,80
topk,16384,66,4428,1.0,80
topk,16384,66,5084,1.0,80
topk,16384,66,5248,1.0,80
topk,16384,66,5576,1.0,80
topk,16384,66,5740,1.0,80
topk,16384,66,6068,1.0,80
topk,16384,66,6396,1.0,80
threshold,16384,66,6724,1.0,80
topk,32768,66,492,0.0,80
topk,32768,66,656,0.0,80
threshold,32768,66,820,0.0,80
topk,32768,66,1804,0.0,80
topk,32768,66,2296,0.1125,80
threshold,32768,66,2788,0.0,80
topk,32768,66,3280,0.9,80
topk,32768,66,4100,0.9875,80
topk,32768,66,4756,1.0,80
threshold,32768,66,5904,0.925,80
threshold,32768,66,6560,1.0,80
topk,32768,66,7052,1.0,80
topk,524288,30,820,0.0,80
threshold,524288,30,1476,0.0,80
threshold,524288,30,2624,0.425,80
topk,524288,30,2788,1.0,80
threshold,524288,30,4920,1.0,80
threshold,524288,30,5412,1.0,80
topk,524288,30,5904,1.0,80
threshold,524288,30,6232,1.0,80
topk,524288,30,6560,1.0,80
threshold,524288,30,6888,1.0,80
threshold,524288,30,7544,1.0,80
threshold,524288,30,7708,1.0,80
threshold,65536,66,1968,0.0,80
threshold,65536,66,2132,0.0,80
threshold,65536,66,2460,0.0,80
topk,65536,66,2952,0.5375,80
threshold,65536,66,3116,0.0,80
threshold,65536,66,3936,0.05,80
threshold,65536,66,4264,0.1125,80
topk,65536,66,4428,1.0,80
topk,65536,66,5084,1.0,80
topk,65536,66,5248,1.0,80
topk,65536,66,5576,1.0,80
topk,65536,66,5740,1.0,80
topk,65536,66,6068,1.0,80
topk,65536,66,6396,1.0,80
threshold,65536,66,7216,1.0,80
threshold,65536,66,7380,1.0,80
threshold,65536,66,7872,1.0,80
threshold,131072,66,164,0.0,80
threshold,131072,66,328,0.0,80
topk,131072,66,820,0.0,80
threshold,131072,66,1148,0.0,80
topk,131072,66,2788,0.3125,80
topk,131072,66,5904,1.0,80
topk,131072,66,6560,1.0,80
threshold,131072,66,6724,0.975,80
threshold,262144,66,984,0.0,80
threshold,262144,66,1312,0.0,80
topk,262144,66,2952,0.35,80
threshold,262144,66,3444,0.0,80
threshold,262144,66,3608,0.0,80
threshold,262144,66,3772,0.0,80
topk,262144,66,4428,0.9875,80
threshold,262144,66,4592,0.0125,80
topk,262144,66,5084,1.0,80
topk,262144,66,5248,1.0,80
topk,262144,66,5576,1.0,80
topk,262144,66,5740,1.0,80
topk,262144,66,6068,1.0,80
topk,262144,66,6396,1.0,80
threshold,524288,66,820,0.0,80
topk,524288,66,820,0.0,80
threshold,524288,66,2788,0.0,80
topk,524288,66,2788,0.075,80
threshold,524288,66,5904,0.55,80
topk,524288,66,5904,1.0,80
threshold,524288,66,6560,0.875,80
topk,524288,66,6560,1.0,80
threshold,1048576,30,1476,0.0,80
topk,1048576,30,1640,0.875,80
threshold,1048576,30,2624,0.2125,80
threshold,1048576,30,4920,1.0,80
threshold,1048576,30,5412,1.0,80
threshold,1048576,30,6232,1.0,80
threshold,1048576,30,6888,1.0,80
threshold,1048576,30,7544,1.0,80
threshold,1048576,30,7708,1.0,80
topk,1048576,30,8036,1.0,80
threshold,256,32,164,0.0,80
threshold,256,32,328,0.0,80
topk,256,32,984,0.9,80
threshold,256,32,1148,0.6625,80
topk,256,32,1312,1.0,80
topk,256,32,3444,1.0,80
topk,256,32,3608,1.0,80
topk,256,32,3772,1.0,80
topk,256,32,4592,1.0,80
threshold,256,32,6724,1.0,80
topk,512,32,820,0.6,80
threshold,512,32,1476,0.8875,80
threshold,512,32,2624,0.9875,80
topk,512,32,2788,1.0,80
threshold,512,32,4920,1.0,80
threshold,512,32,5412,1.0,80
topk,512,32,5904,1.0,80
threshold,512,32,6232,1.0,80
topk,512,32,6560,1.0,80
threshold,512,32,6888,1.0,80
threshold,512,32,7544,1.0,80
threshold,512,32,7708,1.0,80
threshold,1024,32,492,0.0,80
threshold,1024,32,656,0.0,80
topk,1024,32,1476,0.9875,80
threshold,1024,32,1804,0.8875,80
threshold,1024,32,2296,0.9625,80
topk,1024,32,2624,1.0,80
threshold,1024,32,3280,1.0,80
threshold,1024,32,4100,1.0,80
threshold,1024,32,4756,1.0,80
topk,1024,32,4920,1.0,80
topk,1024,32,5412,1.0,80
topk,1024,32,6232,1.0,80
topk,1024,32,6888,1.0,80
threshold,1024,32,7052,1.0,80
topk,1024,32,7544,1.0,80
topk,1024,32,7708,1.0,80
threshold,2048,32,1476,0.5,80
threshold,2048,32,2624,0.975,80
topk,2048,32,2952,1.0,80
topk,2048,32,4428,1.0,80
threshold,2048,32,4920,1.0,80
topk,2048,32,5084,1.0,80
topk,2048,32,5248,1.0,80
threshold,2048,32,5412,1.0,80
topk,2048,32,5576,1.0,80
topk,2048,32,5740,1.0,80
topk,2048,32,6068,1.0,80
threshold,2048,32,6232,1.0,80
topk,2048,32,6396,1.0,80
threshold,2048,32,6888,1.0,80
threshold,2048,32,7544,1.0,80
threshold,2048,32,7708,1.0,80
topk,4096,32,492,0.0,80
topk,4096,32,656,0.0125,80
topk,4096,32,1804,1.0,80
threshold,4096,32,1968,0.8375,80
threshold,4096,32,2132,0.8625,80
topk,4096,32,2296,1.0,80
threshold,4096,32,2460,0.95,80
threshold,4096,32,3116,1.0,80
