n,k,d,method,acc
256,55,1792,top_k,0.8760221962616822
256,55,1856,threshold,0.697794976635514
256,55,1856,top_k,0.9058119158878505
256,55,1920,threshold,0.7338639018691588
256,55,1920,top_k,0.9307096962616822
256,55,1984,threshold,0.7705899532710281
256,55,1984,top_k,0.9420268691588785
256,55,2048,threshold,0.798992406542056
256,55,2048,top_k,0.9564836448598131
256,55,2112,threshold,0.8273948598130841
256,55,2112,top_k,0.9651723130841121
256,55,2176,threshold,0.8460134345794392
256,55,2176,top_k,0.9734959112149533
256,55,2240,threshold,0.8712032710280374
256,55,2240,top_k,0.9803592289719626
256,55,2304,threshold,0.889018691588785
256,55,2304,top_k,0.9837908878504673
256,55,2368,threshold,0.907856308411215
256,55,2368,top_k,0.9888288551401869
256,55,2432,threshold,0.9157418224299065
256,55,2432,top_k,0.9903621495327103
256,55,2496,threshold,0.930563668224299
256,55,2496,top_k,0.992552570093458
256,55,2560,threshold,0.9393253504672897
256,55,2560,top_k,0.9955461448598131
256,55,2624,threshold,0.9478679906542056
256,55,2624,top_k,0.9961302570093458
256,55,2688,threshold,0.9575058411214953
256,55,2688,top_k,0.9976635514018691
256,55,2752,threshold,0.9622517523364486
256,55,2752,top_k,0.9974445093457944
256,55,2816,threshold,0.9639310747663551
256,55,2816,top_k,0.9988317757009346
256,55,2880,threshold,0.970867406542056
256,55,2880,top_k,0.9990508177570093
256,55,2944,threshold,0.9759783878504673
256,55,2944,top_k,0.9995619158878505
256,55,3008,threshold,0.9789719626168224
256,55,3008,top_k,0.9994889018691588
256,55,3072,threshold,0.9826956775700935
256,55,3072,top_k,0.9993428738317757
256,55,3136,threshold,0.9837178738317757
256,55,3136,top_k,0.9997079439252337
256,55,3200,threshold,0.986857476635514
256,55,3200,top_k,0.9998539719626168
256,55,3264,threshold,0.9899970794392523
256,55,3264,top_k,0.9997809579439252
256,55,3328,threshold,0.9905081775700935
256,55,3328,top_k,0.9999269859813084
256,55,3392,threshold,0.9917494158878505
256,55,3392,top_k,0.9998539719626168
256,55,3456,threshold,0.9935747663551402
256,55,3456,top_k,1.0
256,55,3520,threshold,0.9929176401869159
256,55,3520,top_k,1.0
256,55,3584,threshold,0.9960572429906542
256,55,3584,top_k,0.9999269859813084
256,55,3648,threshold,0.9962762850467289
256,55,3648,top_k,0.9999269859813084
256,55,3712,threshold,0.9960572429906542
256,55,3712,top_k,1.0
256,55,3776,threshold,0.9964953271028038
256,55,3776,top_k,1.0
256,55,3840,threshold,0.9980286214953271
256,55,3840,top_k,1.0
256,55,3904,threshold,0.9970794392523364
256,55,3904,top_k,1.0
256,55,3968,threshold,0.997517523364486
256,55,3968,top_k,0.9999269859813084
256,55,4032,threshold,0.9980286214953271
256,55,4032,top_k,1.0
256,55,4096,threshold,0.998758761682243
256,55,4096,top_k,1.0
256,56,64,threshold,0.0
256,56,64,top_k,0.0
256,56,128,threshold,0.0
256,56,128,top_k,0.0
256,56,192,threshold,0.0
256,56,192,top_k,0.0
256,56,256,threshold,0.0
256,56,256,top_k,0.0
256,56,320,threshold,0.0
256,56,320,top_k,0.0
256,56,384,threshold,0.0
256,56,384,top_k,0.0
256,56,448,threshold,0.0
256,56,448,top_k,0.0
256,56,512,threshold,0.0
256,56,512,top_k,0.0
256,56,576,threshold,0.0
256,56,576,top_k,0.00014602803738317756
256,56,640,threshold,0.0
256,56,640,top_k,0.00021904205607476635
256,56,704,threshold,7.301401869158878e-05
256,56,704,top_k,0.0005841121495327102
256,56,768,threshold,0.0012412383177570093
256,56,768,top_k,0.005110981308411215
256,56,832,threshold,0.00416179906542056
256,56,832,top_k,0.013142523364485981
256,56,896,threshold,0.010148948598130841
256,56,896,top_k,0.028548481308411214
256,56,960,threshold,0.019275700934579438
256,56,960,top_k,0.055782710280373834
256,56,1024,threshold,0.03387850467289719
256,56,1024,top_k,0.09579439252336448
256,56,1088,threshold,0.05782710280373832
256,56,1088,top_k,0.14814544392523366
256,56,1152,threshold,0.08885806074766354
256,56,1152,top_k,0.21663259345794392
256,56,1216,threshold,0.12901577102803738
256,56,1216,top_k,0.2918370327102804
256,56,1280,threshold,0.17494158878504673
256,56,1280,top_k,0.3767523364485981
256,56,1344,threshold,0.2329877336448598
256,56,1344,top_k,0.4524678738317757
256,56,1408,threshold,0.2881133177570093
256,56,1408,top_k,0.5345356308411215
256,56,1472,threshold,0.3422897196261682
256,56,1472,top_k,0.6038989485981309
256,56,1536,threshold,0.4075642523364486
256,56,1536,top_k,0.6673481308411215
256,56,1600,threshold,0.473714953271028
256,56,1600,top_k,0.7353241822429907
256,56,1664,threshold,0.5239485981308412
256,56,1664,top_k,0.7823452102803738
256,56,1728,threshold,0.5725029205607477
256,56,1728,top_k,0.8270297897196262
256,56,1792,threshold,0.6333966121495327
256,56,1792,top_k,0.8626606308411215
256,56,1856,threshold,0.6660338785046729
256,56,1856,top_k,0.8936185747663551
256,56,1920,threshold,0.713054906542056
256,56,1920,top_k,0.9168370327102804
256,56,1984,threshold,0.7537237149532711
256,56,1984,top_k,0.9339223130841121
256,56,2048,threshold,0.7792786214953271
256,56,2048,top_k,0.944436331775701
256,56,2112,threshold,0.8154935747663551
256,56,2112,top_k,0.9615216121495327
256,56,2176,threshold,0.8376168224299065
256,56,2176,top_k,0.969626168224299
256,56,2240,threshold,0.8620765186915887
256,56,2240,top_k,0.9745911214953271
256,56,2304,threshold,0.8744889018691588
256,56,2304,top_k,0.9815274532710281
256,56,2368,threshold,0.8903329439252337
256,56,2368,top_k,0.9875876168224299
256,56,2432,threshold,0.9038405373831776
256,56,2432,top_k,0.9889018691588785
256,56,2496,threshold,0.9184433411214953
256,56,2496,top_k,0.991822429906542
256,56,2560,threshold,0.931293808411215
256,56,2560,top_k,0.9950350467289719
256,56,2624,threshold,0.938376168224299
256,56,2624,top_k,0.9967143691588785
256,56,2688,threshold,0.9510806074766355
256,56,2688,top_k,0.9964953271028038
256,56,2752,threshold,0.9620327102803738
256,56,2752,top_k,0.9973714953271028
256,56,2816,threshold,0.9641501168224299
256,56,2816,top_k,0.9978095794392523
256,56,2880,threshold,0.9664865654205608
256,56,2880,top_k,0.998758761682243
256,56,2944,threshold,0.9723276869158879
256,56,2944,top_k,0.9991968457943925
256,56,3008,threshold,0.974956191588785
256,56,3008,top_k,0.9994889018691588
256,56,3072,threshold,0.9808703271028038
256,56,3072,top_k,0.9989047897196262
256,56,3136,threshold,0.9808703271028038
256,56,3136,top_k,0.999634929906542
256,56,3200,threshold,0.9835718457943925
256,56,3200,top_k,0.9994158878504673
256,56,3264,threshold,0.9883907710280374
256,56,3264,top_k,0.9997079439252337
256,56,3328,threshold,0.9897780373831776
256,56,3328,top_k,0.9997809579439252
256,56,3392,threshold,0.9899970794392523
256,56,3392,top_k,0.9998539719626168
256,56,3456,threshold,0.9924795560747663
256,56,3456,top_k,0.9997809579439252
256,56,3520,threshold,0.9929176401869159
256,56,3520,top_k,0.9999269859813084
256,56,3584,threshold,0.9945969626168224
256,56,3584,top_k,0.9999269859813084
256,56,3648,threshold,0.9952540887850467
256,56,3648,top_k,1.0
256,56,3712,threshold,0.9954731308411215
256,56,3712,top_k,1.0
256,56,3776,threshold,0.9959842289719626
256,56,3776,top_k,1.0
256,56,3840,threshold,0.997517523364486
256,56,3840,top_k,0.9999269859813084
256,56,3904,threshold,0.9972254672897196
256,56,3904,top_k,1.0
256,56,3968,threshold,0.9978095794392523
256,56,3968,top_k,0.9999269859813084
256,56,4032,threshold,0.9974445093457944
256,56,4032,top_k,1.0
256,56,4096,threshold,0.9979556074766355
256,56,4096,top_k,1.0
256,57,64,threshold,0.0
256,57,64,top_k,0.0
256,57,128,threshold,0.0
256,57,128,top_k,0.0
256,57,192,threshold,0.0
256,57,192,top_k,0.0
256,57,256,threshold,0.0
256,57,256,top_k,0.0
256,57,320,threshold,0.0
256,57,320,top_k,0.0
256,57,384,threshold,0.0
256,57,384,top_k,0.0
256,57,448,threshold,0.0
256,57,448,top_k,0.0
256,57,512,threshold,0.0
256,57,512,top_k,0.0
256,57,576,threshold,0.0
256,57,576,top_k,0.0
256,57,640,threshold,0.0
256,57,640,top_k,7.301401869158878e-05
256,57,704,threshold,0.0
256,57,704,top_k,0.0011682242990654205
256,57,768,threshold,0.0010952102803738317
256,57,768,top_k,0.00299357476635514
256,57,832,threshold,0.002628504672897196
256,57,832,top_k,0.010733060747663552
256,57,896,threshold,0.006425233644859813
256,57,896,top_k,0.023583528037383176
256,57,960,threshold,0.014091705607476636
256,57,960,top_k,0.04410046728971963
256,57,1024,threshold,0.026942172897196262
256,57,1024,top_k,0.08257885514018691
256,57,1088,threshold,0.048992406542056076
256,57,1088,top_k,0.13171728971962618
256,57,1152,threshold,0.07542348130841121
256,57,1152,top_k,0.18961740654205608
256,57,1216,threshold,0.11828271028037383
256,57,1216,top_k,0.25708235981308414
256,57,1280,threshold,0.15289135514018692
256,57,1280,top_k,0.3376898364485981
256,57,1344,threshold,0.20984228971962618
256,57,1344,top_k,0.416910046728972
256,57,1408,threshold,0.2670122663551402
256,57,1408,top_k,0.4990508177570093
256,57,1472,threshold,0.3184141355140187
256,57,1472,top_k,0.5747663551401869
256,57,1536,threshold,0.3789427570093458
256,57,1536,top_k,0.6444947429906542
256,57,1600,threshold,0.43501752336448596
256,57,1600,top_k,0.6980140186915887
256,57,1664,threshold,0.4908002336448598
256,57,1664,top_k,0.758177570093458
256,57,1728,threshold,0.5490654205607477
256,57,1728,top_k,0.8076810747663551
256,57,1792,threshold,0.5946991822429907
256,57,1792,top_k,0.8414135514018691
256,57,1856,threshold,0.6499707943925234
256,57,1856,top_k,0.876241238317757
256,57,1920,threshold,0.6859667056074766
256,57,1920,top_k,0.904643691588785
256,57,1984,threshold,0.7306512850467289
256,57,1984,top_k,0.9242114485981309
256,57,2048,threshold,0.760294976635514
256,57,2048,top_k,0.9392523364485982
256,57,2112,threshold,0.7939544392523364
256,57,2112,top_k,0.9512996495327103
256,57,2176,threshold,0.8195093457943925
256,57,2176,top_k,0.9618866822429907
256,57,2240,threshold,0.8386390186915887
256,57,2240,top_k,0.9710864485981309
256,57,2304,threshold,0.8589369158878505
256,57,2304,top_k,0.9777307242990654
256,57,2368,threshold,0.8828125
256,57,2368,top_k,0.9826226635514018
256,57,2432,threshold,0.8999707943925234
256,57,2432,top_k,0.9889018691588785
256,57,2496,threshold,0.9153767523364486
256,57,2496,top_k,0.9895589953271028
256,57,2560,threshold,0.9215829439252337
256,57,2560,top_k,0.9929906542056075
256,57,2624,threshold,0.9327540887850467
256,57,2624,top_k,0.9940128504672897
256,57,2688,threshold,0.943706191588785
256,57,2688,top_k,0.9962032710280374
256,57,2752,threshold,0.9542202102803738
256,57,2752,top_k,0.9969334112149533
256,57,2816,threshold,0.958455023364486
256,57,2816,top_k,0.9976635514018691
256,57,2880,threshold,0.9645151869158879
256,57,2880,top_k,0.9984667056074766
256,57,2944,threshold,0.967508761682243
256,57,2944,top_k,0.9985397196261683
256,57,3008,threshold,0.9718896028037384
256,57,3008,top_k,0.9986857476635514
256,57,3072,threshold,0.9766355140186916
256,57,3072,top_k,0.9994889018691588
256,57,3136,threshold,0.9793370327102804
256,57,3136,top_k,0.9994889018691588
256,57,3200,threshold,0.9837178738317757
256,57,3200,top_k,0.999634929906542
256,57,3264,threshold,0.9857622663551402
256,57,3264,top_k,0.9999269859813084
256,57,3328,threshold,0.9884637850467289
256,57,3328,top_k,0.9998539719626168
256,57,3392,threshold,0.9886828271028038
256,57,3392,top_k,0.9997079439252337
256,57,3456,threshold,0.9902161214953271
256,57,3456,top_k,0.9998539719626168
256,57,3520,threshold,0.9921144859813084
256,57,3520,top_k,0.9999269859813084
256,57,3584,threshold,0.9936477803738317
256,57,3584,top_k,0.9999269859813084
256,57,3648,threshold,0.9948890186915887
256,57,3648,top_k,1.0
256,57,3712,threshold,0.9936477803738317
256,57,3712,top_k,0.9997809579439252
256,57,3776,threshold,0.9954731308411215
256,57,3776,top_k,0.9999269859813084
256,57,3840,threshold,0.9967143691588785
256,57,3840,top_k,1.0
256,57,3904,threshold,0.9969334112149533
256,57,3904,top_k,1.0
256,57,3968,threshold,0.9972984813084113
256,57,3968,top_k,1.0
256,57,4032,threshold,0.9975905373831776
256,57,4032,top_k,1.0
256,57,4096,threshold,0.9976635514018691
256,57,4096,top_k,1.0
256,58,64,threshold,0.0
256,58,64,top_k,0.0
256,58,128,threshold,0.0
256,58,128,top_k,0.0
256,58,192,threshold,0.0
256,58,192,top_k,0.0
256,58,256,threshold,0.0
256,58,256,top_k,0.0
256,58,320,threshold,0.0
256,58,320,top_k,0.0
256,58,384,threshold,0.0
256,58,384,top_k,0.0
256,58,448,threshold,0.0
256,58,448,top_k,0.0
256,58,512,threshold,0.0
256,58,512,top_k,0.0
256,58,576,threshold,0.0
256,58,576,top_k,0.0
256,58,640,threshold,7.301401869158878e-05
256,58,640,top_k,7.301401869158878e-05
256,58,704,threshold,7.301401869158878e-05
256,58,704,top_k,0.0004380841121495327
256,58,768,threshold,0.0003650700934579439
256,58,768,top_k,0.0018983644859813084
256,58,832,threshold,0.0021904205607476634
256,58,832,top_k,0.007374415887850467
256,58,896,threshold,0.004599883177570093
256,58,896,top_k,0.01737733644859813
256,58,960,threshold,0.012339369158878505
256,58,960,top_k,0.040011682242990655
256,58,1024,threshold,0.0234375
256,58,1024,top_k,0.0697283878504673
256,58,1088,threshold,0.0423481308411215
256,58,1088,top_k,0.11492406542056074
256,58,1152,threshold,0.06578563084112149
256,58,1152,top_k,0.1705607476635514
256,58,1216,threshold,0.09915303738317757
256,58,1216,top_k,0.2355432242990654
256,58,1280,threshold,0.13631717289719625
256,58,1280,top_k,0.3019129672897196
256,58,1344,threshold,0.1856746495327103
256,58,1344,top_k,0.38901869158878505
256,58,1408,threshold,0.2355432242990654
256,58,1408,top_k,0.4694071261682243
256,58,1472,threshold,0.292786214953271
256,58,1472,top_k,0.5376752336448598
256,58,1536,threshold,0.3547021028037383
256,58,1536,top_k,0.6126606308411215
256,58,1600,threshold,0.4101927570093458
256,58,1600,top_k,0.6777891355140186
256,58,1664,threshold,0.4740070093457944
256,58,1664,top_k,0.7332067757009346
256,58,1728,threshold,0.5211010514018691
256,58,1728,top_k,0.7805928738317757
256,58,1792,threshold,0.5729410046728972
256,58,1792,top_k,0.8303884345794392
256,58,1856,threshold,0.6252920560747663
256,58,1856,top_k,0.857768691588785
256,58,1920,threshold,0.6680782710280374
256,58,1920,top_k,0.8891647196261683
256,58,1984,threshold,0.7012996495327103
256,58,1984,top_k,0.9056658878504673
256,58,2048,threshold,0.7388288551401869
256,58,2048,top_k,0.9250146028037384
256,58,2112,threshold,0.7756279205607477
256,58,2112,top_k,0.9442903037383178
256,58,2176,threshold,0.8019129672897196
256,58,2176,top_k,0.9555344626168224
256,58,2240,threshold,0.8281980140186916
256,58,2240,top_k,0.966267523364486
256,58,2304,threshold,0.852438668224299
256,58,2304,top_k,0.9714515186915887
256,58,2368,threshold,0.8660192757009346
256,58,2368,top_k,0.9799941588785047
256,58,2432,threshold,0.8863171728971962
256,58,2432,top_k,0.9818195093457944
256,58,2496,threshold,0.897196261682243
256,58,2496,top_k,0.9885367990654206
256,58,2560,threshold,0.9134783878504673
256,58,2560,top_k,0.9906542056074766
256,58,2624,threshold,0.9303446261682243
256,58,2624,top_k,0.993428738317757
256,58,2688,threshold,0.9337762850467289
256,58,2688,top_k,0.9948890186915887
256,58,2752,threshold,0.9420998831775701
256,58,2752,top_k,0.9956921728971962
256,58,2816,threshold,0.9502774532710281
256,58,2816,top_k,0.9964953271028038
256,58,2880,threshold,0.9576518691588785
256,58,2880,top_k,0.9978095794392523
256,58,2944,threshold,0.9607184579439252
256,58,2944,top_k,0.997882593457944
256,58,3008,threshold,0.9688230140186916
256,58,3008,top_k,0.9981746495327103
256,58,3072,threshold,0.9734959112149533
256,58,3072,top_k,0.9986127336448598
256,58,3136,threshold,0.9775116822429907
256,58,3136,top_k,0.9992698598130841
256,58,3200,threshold,0.9791910046728972
256,58,3200,top_k,0.9992698598130841
256,58,3264,threshold,0.9818195093457944
256,58,3264,top_k,0.9997079439252337
256,58,3328,threshold,0.9854702102803738
256,58,3328,top_k,0.9997079439252337
256,58,3392,threshold,0.9886098130841121
256,58,3392,top_k,0.9999269859813084
256,58,3456,threshold,0.9895589953271028
256,58,3456,top_k,0.9997079439252337
256,58,3520,threshold,0.9908002336448598
256,58,3520,top_k,0.9998539719626168
256,58,3584,threshold,0.9929906542056075
256,58,3584,top_k,0.9999269859813084
256,58,3648,threshold,0.9921144859813084
256,58,3648,top_k,0.9998539719626168
256,58,3712,threshold,0.9932827102803738
256,58,3712,top_k,1.0
256,58,3776,threshold,0.993428738317757
256,58,3776,top_k,0.9999269859813084
256,58,3840,threshold,0.9951080607476636
256,58,3840,top_k,1.0
256,58,3904,threshold,0.9967873831775701
256,58,3904,top_k,0.9999269859813084
256,58,3968,threshold,0.9964953271028038
256,58,3968,top_k,1.0
256,58,4032,threshold,0.9974445093457944
256,58,4032,top_k,1.0
256,58,4096,threshold,0.9974445093457944
256,58,4096,top_k,1.0
256,59,64,threshold,0.0
256,59,64,top_k,0.0
256,59,128,threshold,0.0
256,59,128,top_k,0.0
256,59,192,threshold,0.0
256,59,192,top_k,0.0
256,59,256,threshold,0.0
256,59,256,top_k,0.0
256,59,320,threshold,0.0
256,59,320,top_k,0.0
256,59,384,threshold,0.0
256,59,384,top_k,0.0
256,59,448,threshold,0.0
256,59,448,top_k,0.0
256,59,512,threshold,0.0
256,59,512,top_k,0.0
256,59,576,threshold,0.0
256,59,576,top_k,0.0
256,59,640,threshold,0.0
256,59,640,top_k,7.301401869158878e-05
256,59,704,threshold,7.301401869158878e-05
256,59,704,top_k,0.0005841121495327102
256,59,768,threshold,0.0005841121495327102
256,59,768,top_k,0.0014602803738317756
256,59,832,threshold,0.0014602803738317756
256,59,832,top_k,0.005549065420560747
256,59,896,threshold,0.003796728971962617
256,59,896,top_k,0.014529789719626169
256,59,960,threshold,0.009710864485981309
256,59,960,top_k,0.03198014018691589
256,59,1024,threshold,0.018180490654205607
256,59,1024,top_k,0.057389018691588786
256,59,1088,threshold,0.03650700934579439
256,59,1088,top_k,0.09469918224299065
256,59,1152,threshold,0.056950934579439255
256,59,1152,top_k,0.14558995327102803
256,59,1216,threshold,0.08871203271028037
256,59,1216,top_k,0.21079147196261683
256,59,1280,threshold,0.12426985981308411
256,59,1280,top_k,0.27190420560747663
256,59,1344,threshold,0.1666910046728972
256,59,1344,top_k,0.350321261682243
256,59,1408,threshold,0.22342289719626168
256,59,1408,top_k,0.4320239485981308
256,59,1472,threshold,0.27321845794392524
256,59,1472,top_k,0.505695093457944
256,59,1536,threshold,0.3254964953271028
256,59,1536,top_k,0.5752044392523364
256,59,1600,threshold,0.3850759345794392
256,59,1600,top_k,0.6474883177570093
256,59,1664,threshold,0.4361127336448598
256,59,1664,top_k,0.6955315420560748
