# run: learn-hard-best-parent
# time: 2025-11-19T05:50:48.386003+00:00
# command: project/eta_runner.py
# git_commit: 6823b90aaf5d9c92e5d55f4cd9c588f2d6e9ed44
# config: {"n": 1024, "max_factor": 9, "max_eta": 0.4, "max_steps": 4, "threshold": false, "batch": 256, "max_floats": 4294967296, "device": "cuda"}
k,d,acc,eta,factor,step
1,56,1.0,0.0,7.142857074737549,50
1,57,1.0,0.0,7.285714149475098,51
1,58,1.0,0.0,7.4285712242126465,52
1,60,1.0,0.0,7.571428298950195,53
1,61,1.0,0.0,7.714285850524902,54
1,62,1.0,0.0,7.857142925262451,55
1,63,1.0,0.0,8.0,56
1,64,1.0,0.0,8.142857551574707,57
1,65,1.0,0.0,8.285714149475098,58
1,66,1.0,0.0,8.428571701049805,59
1,67,1.0,0.0,8.571428298950195,60
1,69,1.0,0.0,8.714285850524902,61
1,70,1.0,0.0,8.857142448425293,62
1,71,1.0,0.0,9.0,63
1,1,0.0,0.0063492064364254475,0.0,64
1,1,0.0,0.0063492064364254475,0.1428571492433548,65
1,2,0.0,0.0063492064364254475,0.2857142984867096,66
1,3,0.00390625,0.0063492064364254475,0.4285714626312256,67
1,4,0.01953125,0.0063492064364254475,0.5714285969734192,68
1,5,0.0234375,0.0063492064364254475,0.7142857313156128,69
1,6,0.078125,0.0063492064364254475,0.8571429252624512,70
1,7,0.1171875,0.0063492064364254475,1.0,71
1,9,0.41015625,0.0063492064364254475,1.1428571939468384,72
1,10,0.60546875,0.0063492064364254475,1.2857143878936768,73
1,11,0.76171875,0.0063492064364254475,1.4285714626312256,74
1,12,0.8984375,0.0063492064364254475,1.571428656578064,75
1,13,0.92578125,0.0063492064364254475,1.7142858505249023,76
1,14,0.96875,0.0063492064364254475,1.8571429252624512,77
1,15,0.98046875,0.0063492064364254475,2.0,78
1,16,0.9921875,0.0063492064364254475,2.142857313156128,79
1,18,1.0,0.0063492064364254475,2.2857143878936768,80
1,19,1.0,0.0063492064364254475,2.4285714626312256,81
1,20,1.0,0.0063492064364254475,2.5714287757873535,82
1,21,0.99609375,0.0063492064364254475,2.7142858505249023,83
1,22,0.99609375,0.0063492064364254475,2.857142925262451,84
1,23,1.0,0.0063492064364254475,3.000000238418579,85
1,24,1.0,0.0063492064364254475,3.142857313156128,86
1,26,1.0,0.0063492064364254475,3.2857143878936768,87
1,27,1.0,0.0063492064364254475,3.4285717010498047,88
1,28,1.0,0.0063492064364254475,3.5714287757873535,89
1,29,1.0,0.0063492064364254475,3.7142858505249023,90
1,30,1.0,0.0063492064364254475,3.857142925262451,91
1,31,1.0,0.0063492064364254475,4.0,92
1,32,1.0,0.0063492064364254475,4.142857551574707,93
1,33,1.0,0.0063492064364254475,4.285714626312256,94
1,35,1.0,0.0063492064364254475,4.428571701049805,95
1,36,1.0,0.0063492064364254475,4.571428298950195,96
1,37,1.0,0.0063492064364254475,4.714285373687744,97
1,38,1.0,0.0063492064364254475,4.857142448425293,98
1,39,1.0,0.0063492064364254475,5.0,99
1,40,1.0,0.0063492064364254475,5.142857074737549,100
1,41,1.0,0.0063492064364254475,5.285714149475098,101
1,43,1.0,0.0063492064364254475,5.4285712242126465,102
1,44,1.0,0.0063492064364254475,5.571428298950195,103
1,45,1.0,0.0063492064364254475,5.714285373687744,104
1,46,1.0,0.0063492064364254475,5.857142925262451,105
1,47,1.0,0.0063492064364254475,6.0,106
1,48,1.0,0.0063492064364254475,6.142857074737549,107
1,49,1.0,0.0063492064364254475,6.285714149475098,108
1,50,1.0,0.0063492064364254475,6.4285712242126465,109
1,52,1.0,0.0063492064364254475,6.571428298950195,110
1,53,1.0,0.0063492064364254475,6.714285850524902,111
1,54,1.0,0.0063492064364254475,6.857142925262451,112
1,55,1.0,0.0063492064364254475,7.0,113
1,56,1.0,0.0063492064364254475,7.142857074737549,114
1,57,1.0,0.0063492064364254475,7.285714149475098,115
1,58,1.0,0.0063492064364254475,7.4285712242126465,116
1,60,1.0,0.0063492064364254475,7.571428298950195,117
1,61,1.0,0.0063492064364254475,7.714285850524902,118
1,62,1.0,0.0063492064364254475,7.857142925262451,119
1,63,1.0,0.0063492064364254475,8.0,120
1,64,1.0,0.0063492064364254475,8.142857551574707,121
1,65,1.0,0.0063492064364254475,8.285714149475098,122
1,66,1.0,0.0063492064364254475,8.428571701049805,123
1,67,1.0,0.0063492064364254475,8.571428298950195,124
1,69,1.0,0.0063492064364254475,8.714285850524902,125
1,70,1.0,0.0063492064364254475,8.857142448425293,126
1,71,1.0,0.0063492064364254475,9.0,127
1,1,0.0078125,0.012698412872850895,0.0,128
1,1,0.0,0.012698412872850895,0.1428571492433548,129
1,2,0.015625,0.012698412872850895,0.2857142984867096,130
1,3,0.03125,0.012698412872850895,0.4285714626312256,131
1,4,0.01171875,0.012698412872850895,0.5714285969734192,132
1,5,0.03125,0.012698412872850895,0.7142857313156128,133
1,6,0.04296875,0.012698412872850895,0.8571429252624512,134
1,7,0.1640625,0.012698412872850895,1.0,135
1,9,0.4296875,0.012698412872850895,1.1428571939468384,136
1,10,0.6015625,0.012698412872850895,1.2857143878936768,137
1,11,0.78125,0.012698412872850895,1.4285714626312256,138
1,12,0.8828125,0.012698412872850895,1.571428656578064,139
1,13,0.953125,0.012698412872850895,1.7142858505249023,140
1,14,0.9765625,0.012698412872850895,1.8571429252624512,141
1,15,0.9921875,0.012698412872850895,2.0,142
1,16,1.0,0.012698412872850895,2.142857313156128,143
1,18,1.0,0.012698412872850895,2.2857143878936768,144
1,19,1.0,0.012698412872850895,2.4285714626312256,145
1,20,0.99609375,0.012698412872850895,2.5714287757873535,146
1,21,1.0,0.012698412872850895,2.7142858505249023,147
1,22,1.0,0.012698412872850895,2.857142925262451,148
1,23,1.0,0.012698412872850895,3.000000238418579,149
1,24,1.0,0.012698412872850895,3.142857313156128,150
1,26,1.0,0.012698412872850895,3.2857143878936768,151
1,27,1.0,0.012698412872850895,3.4285717010498047,152
1,28,1.0,0.012698412872850895,3.5714287757873535,153
1,29,1.0,0.012698412872850895,3.7142858505249023,154
1,30,1.0,0.012698412872850895,3.857142925262451,155
1,31,1.0,0.012698412872850895,4.0,156
1,32,1.0,0.012698412872850895,4.142857551574707,157
1,33,1.0,0.012698412872850895,4.285714626312256,158
1,35,1.0,0.012698412872850895,4.428571701049805,159
1,36,1.0,0.012698412872850895,4.571428298950195,160
1,37,1.0,0.012698412872850895,4.714285373687744,161
1,38,1.0,0.012698412872850895,4.857142448425293,162
1,39,1.0,0.012698412872850895,5.0,163
1,40,1.0,0.012698412872850895,5.142857074737549,164
1,41,1.0,0.012698412872850895,5.285714149475098,165
1,43,1.0,0.012698412872850895,5.4285712242126465,166
1,44,1.0,0.012698412872850895,5.571428298950195,167
1,45,1.0,0.012698412872850895,5.714285373687744,168
1,46,1.0,0.012698412872850895,5.857142925262451,169
1,47,1.0,0.012698412872850895,6.0,170
1,48,1.0,0.012698412872850895,6.142857074737549,171
1,49,1.0,0.012698412872850895,6.285714149475098,172
1,50,1.0,0.012698412872850895,6.4285712242126465,173
1,52,1.0,0.012698412872850895,6.571428298950195,174
1,53,1.0,0.012698412872850895,6.714285850524902,175
1,54,1.0,0.012698412872850895,6.857142925262451,176
1,55,1.0,0.012698412872850895,7.0,177
1,56,1.0,0.012698412872850895,7.142857074737549,178
1,57,1.0,0.012698412872850895,7.285714149475098,179
1,58,1.0,0.012698412872850895,7.4285712242126465,180
1,60,1.0,0.012698412872850895,7.571428298950195,181
1,61,1.0,0.012698412872850895,7.714285850524902,182
1,62,1.0,0.012698412872850895,7.857142925262451,183
1,63,1.0,0.012698412872850895,8.0,184
1,64,1.0,0.012698412872850895,8.142857551574707,185
1,65,1.0,0.012698412872850895,8.285714149475098,186
1,66,1.0,0.012698412872850895,8.428571701049805,187
1,67,1.0,0.012698412872850895,8.571428298950195,188
1,69,1.0,0.012698412872850895,8.714285850524902,189
1,70,1.0,0.012698412872850895,8.857142448425293,190
1,71,1.0,0.012698412872850895,9.0,191
1,1,0.0,0.01904761977493763,0.0,192
1,1,0.0,0.01904761977493763,0.1428571492433548,193
1,2,0.0,0.01904761977493763,0.2857142984867096,194
1,3,0.01171875,0.01904761977493763,0.4285714626312256,195
1,4,0.0078125,0.01904761977493763,0.5714285969734192,196
1,5,0.03125,0.01904761977493763,0.7142857313156128,197
1,6,0.04296875,0.01904761977493763,0.8571429252624512,198
1,7,0.125,0.01904761977493763,1.0,199
1,9,0.4296875,0.01904761977493763,1.1428571939468384,200
1,10,0.63671875,0.01904761977493763,1.2857143878936768,201
1,11,0.80078125,0.01904761977493763,1.4285714626312256,202
1,12,0.89453125,0.01904761977493763,1.571428656578064,203
1,13,0.93359375,0.01904761977493763,1.7142858505249023,204
1,14,0.96484375,0.01904761977493763,1.8571429252624512,205
1,15,0.984375,0.01904761977493763,2.0,206
1,16,1.0,0.01904761977493763,2.142857313156128,207
1,18,1.0,0.01904761977493763,2.2857143878936768,208
1,19,1.0,0.01904761977493763,2.4285714626312256,209
1,20,1.0,0.01904761977493763,2.5714287757873535,210
1,21,1.0,0.01904761977493763,2.7142858505249023,211
1,22,1.0,0.01904761977493763,2.857142925262451,212
1,23,1.0,0.01904761977493763,3.000000238418579,213
1,24,1.0,0.01904761977493763,3.142857313156128,214
1,26,1.0,0.01904761977493763,3.2857143878936768,215
1,27,1.0,0.01904761977493763,3.4285717010498047,216
1,28,1.0,0.01904761977493763,3.5714287757873535,217
1,29,1.0,0.01904761977493763,3.7142858505249023,218
1,30,1.0,0.01904761977493763,3.857142925262451,219
1,31,1.0,0.01904761977493763,4.0,220
1,32,1.0,0.01904761977493763,4.142857551574707,221
1,33,1.0,0.01904761977493763,4.285714626312256,222
1,35,1.0,0.01904761977493763,4.428571701049805,223
1,36,1.0,0.01904761977493763,4.571428298950195,224
1,37,1.0,0.01904761977493763,4.714285373687744,225
1,38,1.0,0.01904761977493763,4.857142448425293,226
1,39,1.0,0.01904761977493763,5.0,227
1,40,1.0,0.01904761977493763,5.142857074737549,228
1,41,1.0,0.01904761977493763,5.285714149475098,229
1,43,1.0,0.01904761977493763,5.4285712242126465,230
1,44,1.0,0.01904761977493763,5.571428298950195,231
1,45,1.0,0.01904761977493763,5.714285373687744,232
1,46,1.0,0.01904761977493763,5.857142925262451,233
1,47,1.0,0.01904761977493763,6.0,234
1,48,1.0,0.01904761977493763,6.142857074737549,235
1,49,1.0,0.01904761977493763,6.285714149475098,236
1,50,1.0,0.01904761977493763,6.4285712242126465,237
1,52,1.0,0.01904761977493763,6.571428298950195,238
1,53,1.0,0.01904761977493763,6.714285850524902,239
1,54,1.0,0.01904761977493763,6.857142925262451,240
1,55,1.0,0.01904761977493763,7.0,241
1,56,1.0,0.01904761977493763,7.142857074737549,242
1,57,1.0,0.01904761977493763,7.285714149475098,243
1,58,1.0,0.01904761977493763,7.4285712242126465,244
1,60,1.0,0.01904761977493763,7.571428298950195,245
1,61,1.0,0.01904761977493763,7.714285850524902,246
1,62,1.0,0.01904761977493763,7.857142925262451,247
1,63,1.0,0.01904761977493763,8.0,248
1,64,1.0,0.01904761977493763,8.142857551574707,249
1,65,1.0,0.01904761977493763,8.285714149475098,250
1,66,1.0,0.01904761977493763,8.428571701049805,251
1,67,1.0,0.01904761977493763,8.571428298950195,252
1,69,1.0,0.01904761977493763,8.714285850524902,253
1,70,1.0,0.01904761977493763,8.857142448425293,254
1,71,1.0,0.01904761977493763,9.0,255
1,1,0.00390625,0.02539682574570179,0.0,256
1,1,0.00390625,0.02539682574570179,0.1428571492433548,257
1,2,0.0,0.02539682574570179,0.2857142984867096,258
1,3,0.00390625,0.02539682574570179,0.4285714626312256,259
1,4,0.015625,0.02539682574570179,0.5714285969734192,260
1,5,0.01953125,0.02539682574570179,0.7142857313156128,261
1,6,0.0625,0.02539682574570179,0.8571429252624512,262
1,7,0.11328125,0.02539682574570179,1.0,263
1,9,0.37890625,0.02539682574570179,1.1428571939468384,264
1,10,0.62890625,0.02539682574570179,1.2857143878936768,265
1,11,0.81640625,0.02539682574570179,1.4285714626312256,266
1,12,0.89453125,0.02539682574570179,1.571428656578064,267
1,13,0.94921875,0.02539682574570179,1.7142858505249023,268
1,14,0.9765625,0.02539682574570179,1.8571429252624512,269
1,15,0.96484375,0.02539682574570179,2.0,270
1,16,1.0,0.02539682574570179,2.142857313156128,271
1,18,1.0,0.02539682574570179,2.2857143878936768,272
1,19,1.0,0.02539682574570179,2.4285714626312256,273
1,20,1.0,0.02539682574570179,2.5714287757873535,274
1,21,1.0,0.02539682574570179,2.7142858505249023,275
1,22,1.0,0.02539682574570179,2.857142925262451,276
1,23,1.0,0.02539682574570179,3.000000238418579,277
1,24,1.0,0.02539682574570179,3.142857313156128,278
1,26,1.0,0.02539682574570179,3.2857143878936768,279
1,27,1.0,0.02539682574570179,3.4285717010498047,280
1,28,1.0,0.02539682574570179,3.5714287757873535,281
1,29,1.0,0.02539682574570179,3.7142858505249023,282
1,30,1.0,0.02539682574570179,3.857142925262451,283
1,31,1.0,0.02539682574570179,4.0,284
1,32,1.0,0.02539682574570179,4.142857551574707,285
1,33,1.0,0.02539682574570179,4.285714626312256,286
1,35,1.0,0.02539682574570179,4.428571701049805,287
1,36,1.0,0.02539682574570179,4.571428298950195,288
1,37,1.0,0.02539682574570179,4.714285373687744,289
1,38,1.0,0.02539682574570179,4.857142448425293,290
1,39,1.0,0.02539682574570179,5.0,291
1,40,1.0,0.02539682574570179,5.142857074737549,292
1,41,1.0,0.02539682574570179,5.285714149475098,293
1,43,1.0,0.02539682574570179,5.4285712242126465,294
1,44,1.0,0.02539682574570179,5.571428298950195,295
1,45,1.0,0.02539682574570179,5.714285373687744,296
1,46,1.0,0.02539682574570179,5.857142925262451,297
1,47,1.0,0.02539682574570179,6.0,298
1,48,1.0,0.02539682574570179,6.142857074737549,299
1,49,1.0,0.02539682574570179,6.285714149475098,300
1,50,1.0,0.02539682574570179,6.4285712242126465,301
1,52,1.0,0.02539682574570179,6.571428298950195,302
1,53,1.0,0.02539682574570179,6.714285850524902,303
1,54,1.0,0.02539682574570179,6.857142925262451,304
1,55,1.0,0.02539682574570179,7.0,305
1,56,1.0,0.02539682574570179,7.142857074737549,306
1,57,1.0,0.02539682574570179,7.285714149475098,307
1,58,1.0,0.02539682574570179,7.4285712242126465,308
1,60,1.0,0.02539682574570179,7.571428298950195,309
1,61,1.0,0.02539682574570179,7.714285850524902,310
1,62,1.0,0.02539682574570179,7.857142925262451,311
1,63,1.0,0.02539682574570179,8.0,312
1,64,1.0,0.02539682574570179,8.142857551574707,313
1,65,1.0,0.02539682574570179,8.285714149475098,314
1,66,1.0,0.02539682574570179,8.428571701049805,315
1,67,1.0,0.02539682574570179,8.571428298950195,316
1,69,1.0,0.02539682574570179,8.714285850524902,317
1,70,1.0,0.02539682574570179,8.857142448425293,318
1,71,1.0,0.02539682574570179,9.0,319
1,1,0.00390625,0.0317460335791111,0.0,320
1,1,0.0,0.0317460335791111,0.1428571492433548,321
1,2,0.0078125,0.0317460335791111,0.2857142984867096,322
1,3,0.0078125,0.0317460335791111,0.4285714626312256,323
1,4,0.00390625,0.0317460335791111,0.5714285969734192,324
1,5,0.0234375,0.0317460335791111,0.7142857313156128,325
1,6,0.07421875,0.0317460335791111,0.8571429252624512,326
1,7,0.13671875,0.0317460335791111,1.0,327
1,9,0.4296875,0.0317460335791111,1.1428571939468384,328
1,10,0.640625,0.0317460335791111,1.2857143878936768,329
1,11,0.83984375,0.0317460335791111,1.4285714626312256,330
1,12,0.8828125,0.0317460335791111,1.571428656578064,331
1,13,0.93359375,0.0317460335791111,1.7142858505249023,332
1,14,0.9765625,0.0317460335791111,1.8571429252624512,333
1,15,0.98828125,0.0317460335791111,2.0,334
1,16,0.984375,0.0317460335791111,2.142857313156128,335
1,18,0.99609375,0.0317460335791111,2.2857143878936768,336
1,19,1.0,0.0317460335791111,2.4285714626312256,337
1,20,0.99609375,0.0317460335791111,2.5714287757873535,338
1,21,0.99609375,0.0317460335791111,2.7142858505249023,339
1,22,1.0,0.0317460335791111,2.857142925262451,340
1,23,1.0,0.0317460335791111,3.000000238418579,341
1,24,1.0,0.0317460335791111,3.142857313156128,342
1,26,1.0,0.0317460335791111,3.2857143878936768,343
1,27,1.0,0.0317460335791111,3.4285717010498047,344
1,28,1.0,0.0317460335791111,3.5714287757873535,345
1,29,1.0,0.0317460335791111,3.7142858505249023,346
1,30,1.0,0.0317460335791111,3.857142925262451,347
1,31,1.0,0.0317460335791111,4.0,348
1,32,1.0,0.0317460335791111,4.142857551574707,349
1,33,1.0,0.0317460335791111,4.285714626312256,350
1,35,1.0,0.0317460335791111,4.428571701049805,351
1,36,1.0,0.0317460335791111,4.571428298950195,352
1,37,1.0,0.0317460335791111,4.714285373687744,353
1,38,1.0,0.0317460335791111,4.857142448425293,354
1,39,1.0,0.0317460335791111,5.0,355
1,40,1.0,0.0317460335791111,5.142857074737549,356
1,41,1.0,0.0317460335791111,5.285714149475098,357
1,43,1.0,0.0317460335791111,5.4285712242126465,358
1,44,1.0,0.0317460335791111,5.571428298950195,359
1,45,1.0,0.0317460335791111,5.714285373687744,360
1,46,1.0,0.0317460335791111,5.857142925262451,361
1,47,1.0,0.0317460335791111,6.0,362
1,48,1.0,0.0317460335791111,6.142857074737549,363
1,49,1.0,0.0317460335791111,6.285714149475098,364
1,50,1.0,0.0317460335791111,6.4285712242126465,365
1,52,1.0,0.0317460335791111,6.571428298950195,366
1,53,1.0,0.0317460335791111,6.714285850524902,367
1,54,1.0,0.0317460335791111,6.857142925262451,368
1,55,1.0,0.0317460335791111,7.0,369
1,56,1.0,0.0317460335791111,7.142857074737549,370
1,57,1.0,0.0317460335791111,7.285714149475098,371
1,58,1.0,0.0317460335791111,7.4285712242126465,372
1,60,1.0,0.0317460335791111,7.571428298950195,373
1,61,1.0,0.0317460335791111,7.714285850524902,374
1,62,1.0,0.0317460335791111,7.857142925262451,375
1,63,1.0,0.0317460335791111,8.0,376
1,64,1.0,0.0317460335791111,8.142857551574707,377
1,65,1.0,0.0317460335791111,8.285714149475098,378
1,66,1.0,0.0317460335791111,8.428571701049805,379
1,67,1.0,0.0317460335791111,8.571428298950195,380
1,69,1.0,0.0317460335791111,8.714285850524902,381
1,70,1.0,0.0317460335791111,8.857142448425293,382
1,71,1.0,0.0317460335791111,9.0,383
1,1,0.00390625,0.03809523954987526,0.0,384
1,1,0.00390625,0.03809523954987526,0.1428571492433548,385
1,2,0.01171875,0.03809523954987526,0.2857142984867096,386
1,3,0.00390625,0.03809523954987526,0.4285714626312256,387
1,4,0.015625,0.03809523954987526,0.5714285969734192,388
1,5,0.01953125,0.03809523954987526,0.7142857313156128,389
1,6,0.05859375,0.03809523954987526,0.8571429252624512,390
1,7,0.12109375,0.03809523954987526,1.0,391
1,9,0.44921875,0.03809523954987526,1.1428571939468384,392
1,10,0.546875,0.03809523954987526,1.2857143878936768,393
1,11,0.83203125,0.03809523954987526,1.4285714626312256,394
1,12,0.9140625,0.03809523954987526,1.571428656578064,395
1,13,0.921875,0.03809523954987526,1.7142858505249023,396
1,14,0.96875,0.03809523954987526,1.8571429252624512,397
1,15,0.98828125,0.03809523954987526,2.0,398
1,16,0.99609375,0.03809523954987526,2.142857313156128,399
1,18,1.0,0.03809523954987526,2.2857143878936768,400
1,19,1.0,0.03809523954987526,2.4285714626312256,401
1,20,0.99609375,0.03809523954987526,2.5714287757873535,402
1,21,1.0,0.03809523954987526,2.7142858505249023,403
1,22,1.0,0.03809523954987526,2.857142925262451,404
1,23,1.0,0.03809523954987526,3.000000238418579,405
1,24,1.0,0.03809523954987526,3.142857313156128,406
1,26,1.0,0.03809523954987526,3.2857143878936768,407
1,27,1.0,0.03809523954987526,3.4285717010498047,408
1,28,1.0,0.03809523954987526,3.5714287757873535,409
1,29,1.0,0.03809523954987526,3.7142858505249023,410
1,30,1.0,0.03809523954987526,3.857142925262451,411
1,31,1.0,0.03809523954987526,4.0,412
1,32,1.0,0.03809523954987526,4.142857551574707,413
1,33,1.0,0.03809523954987526,4.285714626312256,414
1,35,1.0,0.03809523954987526,4.428571701049805,415
1,36,1.0,0.03809523954987526,4.571428298950195,416
1,37,1.0,0.03809523954987526,4.714285373687744,417
1,38,1.0,0.03809523954987526,4.857142448425293,418
1,39,1.0,0.03809523954987526,5.0,419
1,40,1.0,0.03809523954987526,5.142857074737549,420
1,41,1.0,0.03809523954987526,5.285714149475098,421
1,43,1.0,0.03809523954987526,5.4285712242126465,422
1,44,1.0,0.03809523954987526,5.571428298950195,423
1,45,1.0,0.03809523954987526,5.714285373687744,424
1,46,1.0,0.03809523954987526,5.857142925262451,425
1,47,1.0,0.03809523954987526,6.0,426
1,48,1.0,0.03809523954987526,6.142857074737549,427
1,49,1.0,0.03809523954987526,6.285714149475098,428
1,50,1.0,0.03809523954987526,6.4285712242126465,429
1,52,1.0,0.03809523954987526,6.571428298950195,430
1,53,1.0,0.03809523954987526,6.714285850524902,431
1,54,1.0,0.03809523954987526,6.857142925262451,432
1,55,1.0,0.03809523954987526,7.0,433
1,56,1.0,0.03809523954987526,7.142857074737549,434
1,57,1.0,0.03809523954987526,7.285714149475098,435
1,58,1.0,0.03809523954987526,7.4285712242126465,436
1,60,1.0,0.03809523954987526,7.571428298950195,437
1,61,1.0,0.03809523954987526,7.714285850524902,438
1,62,1.0,0.03809523954987526,7.857142925262451,439
1,63,1.0,0.03809523954987526,8.0,440
1,64,1.0,0.03809523954987526,8.142857551574707,441
1,65,1.0,0.03809523954987526,8.285714149475098,442
1,66,1.0,0.03809523954987526,8.428571701049805,443
1,67,1.0,0.03809523954987526,8.571428298950195,444
1,69,1.0,0.03809523954987526,8.714285850524902,445
1,70,1.0,0.03809523954987526,8.857142448425293,446
1,71,1.0,0.03809523954987526,9.0,447
1,1,0.00390625,0.04444444552063942,0.0,448
1,1,0.0,0.04444444552063942,0.1428571492433548,449
1,2,0.01171875,0.04444444552063942,0.2857142984867096,450
1,3,0.00390625,0.04444444552063942,0.4285714626312256,451
1,4,0.01953125,0.04444444552063942,0.5714285969734192,452
1,5,0.03515625,0.04444444552063942,0.7142857313156128,453
1,6,0.0859375,0.04444444552063942,0.8571429252624512,454
1,7,0.10546875,0.04444444552063942,1.0,455
1,9,0.3984375,0.04444444552063942,1.1428571939468384,456
1,10,0.5390625,0.04444444552063942,1.2857143878936768,457
1,11,0.7890625,0.04444444552063942,1.4285714626312256,458
1,12,0.87890625,0.04444444552063942,1.571428656578064,459
1,13,0.94140625,0.04444444552063942,1.7142858505249023,460
1,14,0.97265625,0.04444444552063942,1.8571429252624512,461
1,15,0.96875,0.04444444552063942,2.0,462
1,16,0.98828125,0.04444444552063942,2.142857313156128,463
1,18,1.0,0.04444444552063942,2.2857143878936768,464
1,19,1.0,0.04444444552063942,2.4285714626312256,465
1,20,1.0,0.04444444552063942,2.5714287757873535,466
1,21,1.0,0.04444444552063942,2.7142858505249023,467
1,22,1.0,0.04444444552063942,2.857142925262451,468
1,23,1.0,0.04444444552063942,3.000000238418579,469
1,24,1.0,0.04444444552063942,3.142857313156128,470
1,26,1.0,0.04444444552063942,3.2857143878936768,471
1,27,1.0,0.04444444552063942,3.4285717010498047,472
1,28,1.0,0.04444444552063942,3.5714287757873535,473
1,29,1.0,0.04444444552063942,3.7142858505249023,474
1,30,1.0,0.04444444552063942,3.857142925262451,475
1,31,1.0,0.04444444552063942,4.0,476
1,32,1.0,0.04444444552063942,4.142857551574707,477
1,33,1.0,0.04444444552063942,4.285714626312256,478
1,35,1.0,0.04444444552063942,4.428571701049805,479
1,36,1.0,0.04444444552063942,4.571428298950195,480
1,37,1.0,0.04444444552063942,4.714285373687744,481
1,38,1.0,0.04444444552063942,4.857142448425293,482
1,39,1.0,0.04444444552063942,5.0,483
1,40,1.0,0.04444444552063942,5.142857074737549,484
1,41,1.0,0.04444444552063942,5.285714149475098,485
1,43,1.0,0.04444444552063942,5.4285712242126465,486
1,44,1.0,0.04444444552063942,5.571428298950195,487
1,45,1.0,0.04444444552063942,5.714285373687744,488
1,46,1.0,0.04444444552063942,5.857142925262451,489
1,47,1.0,0.04444444552063942,6.0,490
1,48,1.0,0.04444444552063942,6.142857074737549,491
1,49,1.0,0.04444444552063942,6.285714149475098,492
1,50,1.0,0.04444444552063942,6.4285712242126465,493
1,52,1.0,0.04444444552063942,6.571428298950195,494
1,53,1.0,0.04444444552063942,6.714285850524902,495
1,54,1.0,0.04444444552063942,6.857142925262451,496
1,55,1.0,0.04444444552063942,7.0,497
1,56,1.0,0.04444444552063942,7.142857074737549,498
1,57,1.0,0.04444444552063942,7.285714149475098,499
1,58,1.0,0.04444444552063942,7.4285712242126465,500
1,60,1.0,0.04444444552063942,7.571428298950195,501
1,61,1.0,0.04444444552063942,7.714285850524902,502
1,62,1.0,0.04444444552063942,7.857142925262451,503
1,63,1.0,0.04444444552063942,8.0,504
1,64,1.0,0.04444444552063942,8.142857551574707,505
1,65,1.0,0.04444444552063942,8.285714149475098,506
1,66,1.0,0.04444444552063942,8.428571701049805,507
1,67,1.0,0.04444444552063942,8.571428298950195,508
1,69,1.0,0.04444444552063942,8.714285850524902,509
